Date,Team1,Team2,Score,Map,Event,Series
15-3-18,"['Tainted Minds', 'zewsy', 'ofnu', 'yam', 'chuch', 'INS']","['Dark Sided', 'Noisia', 'sK', 'void', 'James', 'YDNA']","['16', '19']",Train,ESL Australia & NZ Championship Season 6,9072
15-3-18,"['TeamOne', 'trk', 'Maluk3', 'mch', 'iDk', 'caike']","['Bravado', 'Sonic', 'Detrony', 'Fadey', 'ELUSIVE', 'JT']","['2', '16']",Mirage,WESG 2017 World Finals,9071
15-3-18,"['TeamOne', 'Maluk3', 'iDk', 'mch', 'trk', 'caike']","['Bravado', 'Detrony', 'Fadey', 'Sonic', 'JT', 'ELUSIVE']","['16', '13']",Cache,WESG 2017 World Finals,9071
15-3-18,"['Sprout', 'Spiidi', 'denis', 'NaToSaphiX', 'kRYSTAL', 'innocent']","['Imperial', 'nukkye', 'nexa', 'AcilioN', 'EspiranTo', 'TENZKI']","['16', '14']",Inferno,EGB Battles,9070
15-3-18,"['Sprout', 'innocent', 'kRYSTAL', 'NaToSaphiX', 'denis', 'Spiidi']","['Imperial', 'nexa', 'TENZKI', 'nukkye', 'EspiranTo', 'AcilioN']","['12', '16']",Mirage,EGB Battles,9070
15-3-18,"['pro100', 'AiyvaN', 'Flarich', 'kenzor', 'crush', 'def']","['AVANGAR', 'Jame', 'Qikert', 'KrizzeN', 'buster', 'dimasick']","['9', '16']",Overpass,M.Game League ,9069
15-3-18,"['pro100', 'AiyvaN', 'Flarich', 'crush', 'def', 'kenzor']","['AVANGAR', 'KrizzeN', 'Jame', 'buster', 'dimasick', 'Qikert']","['10', '16']",Cache,M.Game League ,9069
15-3-18,"['pro100', 'crush', 'AiyvaN', 'Flarich', 'def', 'kenzor']","['AVANGAR', 'Qikert', 'buster', 'KrizzeN', 'Jame', 'dimasick']","['16', '9']",Inferno,M.Game League ,9069
15-3-18,"['Windigo', 'SHiPZ', 'v1c7oR', 'bubble', 'SPELLAN', 'pNshr']","['Property', 'ZINKEN', 'Ericip', 'Jayzwalkingz', 'Limpone', 'kevzy']","['16', '10']",Overpass,ForceDrop.net Cup 1,9068
15-3-18,"['North', 'aizy', 'mertz', 'valde', 'Kjaerbye', 'MSL']","['Astralis', 'gla1ve', 'device', 'Xyp9x', 'Magisk', 'dupreeh']","['16', '4']",Inferno,ESL Pro League Season 7 Europe,9067
15-3-18,"['GoldenGitte', 'Basso', 'TeSeS', 'sjuush', 'haste', 'KS']","['ex-SEAL', 'mono', 'oskarish', 'SZPERO', 'peet', 'crank']","['16', '10']",Overpass,GameAgents Cup #1,9066
15-3-18,"['GoldenGitte', 'TeSeS', 'KS', 'haste', 'sjuush', 'Basso']","['ex-SEAL', 'crank', 'SZPERO', 'oskarish', 'peet', 'mono']","['3', '16']",Train,GameAgents Cup #1,9066
15-3-18,"['GoldenGitte', 'Basso', 'TeSeS', 'KS', 'sjuush', 'haste']","['ex-SEAL', 'SZPERO', 'peet', 'crank', 'mono', 'oskarish']","['5', '16']",Mirage,GameAgents Cup #1,9066
15-3-18,"['PRIDE', 'splawik', 'Luz', 'ToM223', 'EXUS', 'gab']","['Red Reserve', 'PlesseN', 'FREDDyFROG', 'djL', 'Relaxa', 'Bååten']","['12', '16']",Cobblestone,Hellcase Cup 7,9065
15-3-18,"['PRIDE', 'ToM223', 'gab', 'Luz', 'splawik', 'EXUS']","['Red Reserve', 'FREDDyFROG', 'Relaxa', 'Bååten', 'PlesseN', 'djL']","['22', '18']",Cache,Hellcase Cup 7,9065
15-3-18,"['Vexed', 'EMYOR', 'KQLY', 'NpK', 'Roombang', 'Uzzziii']","['Quantum Bellator Fire', 'waterfaLLZ', 'balblna', 'Kvik', 'jmqa', 'Boombl4']","['13', '16']",Nuke,ForceDrop.net Cup 1,9064
15-3-18,"['Spirit', 'DavCost', 'S0tF1k', 'COLDYY1', 'Dima', 'sdy']","['Kinguin', 'MINISE', 'TaZ', 'mouz', 'rallen', 'reatz']","['14', '16']",Cobblestone,ESEA MDL Season 27 Europe,9063
15-3-18,"['Astralis', 'dupreeh', 'device', 'gla1ve', 'Magisk', 'Xyp9x']","['North', 'aizy', 'mertz', 'Kjaerbye', 'valde', 'MSL']","['11', '16']",Nuke,ESL Pro League Season 7 Europe,9062
15-3-18,"['AVANGAR', 'Qikert', 'dimasick', 'buster', 'Jame', 'KrizzeN']","['GameAgents', 'Zero', 'The eLiVe', 'fleav', 'kolor', 'gabesson']","['19', '15']",Mirage,ForceDrop.net Cup 1,9061
15-3-18,"['ALTERNATE aTTaX', 'syrsoN', 'stfN', 'ecfN', 'k1to', 'HUNDEN']","['Kinguin', 'MINISE', 'reatz', 'mouz', 'rallen', 'TaZ']","['12', '16']",Train,ESEA MDL Season 27 Europe,9060
15-3-18,"['FaZe', 'olofmeister', 'NiKo', 'karrigan', 'rain', 'GuardiaN']","['MOUZ', 'oskar', 'chrisJ', 'STYKO', 'suNny', 'ropz']","['10', '16']",Inferno,ECS Season 5 Europe,9059
15-3-18,"['Sprout', 'innocent', 'denis', 'Spiidi', 'NaToSaphiX', 'kRYSTAL']","['Fragsters', 'dragonfly', 'doktizh', 'refrezh', 'Bubzkji', 'torben']","['16', '1']",Overpass,ESEA MDL Season 27 Europe,9058
15-3-18,"['Enyoy', 'Maikelele', 'jayzaR', 'pronax', 'darti', 'benny']","['Virtus.pro', 'pashaBiceps', 'MICHU', 'Snax', 'NEO', 'byali']","['16', '9']",Train,ESEA MDL Season 27 Europe,9057
15-3-18,"['G2', 'kennyS', 'shox', 'apEX', 'bodyy', 'NBK-']","['NIP', 'dennis', 'draken', 'REZ', 'f0rest', 'GeT_RiGhT']","['16', '11']",Mirage,ESL Pro League Season 7 Europe,9056
15-3-18,"['Nexus', 'XELLOW', 'jaxi', 'iM', 'BTN', 'TheOne']","['Property', 'Ericip', 'ZINKEN', 'kevzy', 'Jayzwalkingz', 'Limpone']","['16', '6']",Mirage,ESEA MDL Season 27 Europe,9055
15-3-18,"['x-kom', 'Goofy', 'ponczek', 'stark', 'SOON', 'tecek']","['Vexed', 'ozzy', 'truth', 'VANITY', 'quix', 'pickles']","['19', '17']",Train,GameAgents Cup #1,9054
15-3-18,"['x-kom', 'stark', 'tecek', 'Goofy', 'SOON', 'ponczek']","['Vexed', 'truth', 'quix', 'ozzy', 'VANITY', 'pickles']","['8', '16']",Inferno,GameAgents Cup #1,9054
15-3-18,"['GoodJob', 'lollipop21k', 'Coffee', 'boX', 'fnyekes', 'SADZED']","['Imperial', 'nukkye', 'nexa', 'AcilioN', 'TENZKI', 'EspiranTo']","['13', '16']",Inferno,Hellcase Cup 7,9053
15-3-18,"['GoodJob', 'lollipop21k', 'boX', 'SADZED', 'fnyekes', 'Coffee']","['Imperial', 'nexa', 'EspiranTo', 'TENZKI', 'nukkye', 'AcilioN']","['15', '19']",Cache,Hellcase Cup 7,9053
15-3-18,"['MOUZ', 'chrisJ', 'oskar', 'ropz', 'suNny', 'STYKO']","['FaZe', 'GuardiaN', 'NiKo', 'olofmeister', 'rain', 'karrigan']","['2', '16']",Mirage,ECS Season 5 Europe,9052
15-3-18,"['Singularity', 'RuStY', 'BENDJI', 'Sayf', 'HugoXD', 'BARBARR']","['Sprout', 'Spiidi', 'denis', 'kRYSTAL', 'innocent', 'NaToSaphiX']","['10', '16']",Overpass,ESEA MDL Season 27 Europe,9051
15-3-18,"['SJ', 'ZOREE', 'arvid', 'juho', 'aune', 'KIPSIk']","['Windigo', 'SHiPZ', 'SPELLAN', 'bubble', 'pNshr', 'v1c7oR']","['14', '16']",Inferno,ESEA MDL Season 27 Europe,9050
15-3-18,"['Movistar Riders', 'alex', 'dragunov', 'meisoN', 'mopoz', 'donQ']","['ALTERNATE aTTaX', 'syrsoN', 'k1to', 'stfN', 'ecfN', 'HUNDEN']","['16', '11']",Train,ESEA MDL Season 27 Europe,9049
15-3-18,"['NIP', 'REZ', 'GeT_RiGhT', 'dennis', 'f0rest', 'draken']","['G2', 'bodyy', 'apEX', 'kennyS', 'shox', 'NBK-']","['12', '16']",Inferno,ESL Pro League Season 7 Europe,9048
15-3-18,"['Property', 'ZINKEN', 'Jayzwalkingz', 'Limpone', 'kevzy', 'Ericip']","['aAa', 'MetaL', 'ZywOo', 'nonick', 'waneG', 'wallax']","['16', '9']",Cache,ESEA MDL Season 27 Europe,9047
15-3-18,"['EPG', 'flamie', 'El1an', 'YEKINDAR', 'Xoma', 'krii']","['Playing Ducks', 'Zarin', 'KiNGDOM', 'wizzem', 'fleksy', 'Zertrümmerdog']","['16', '2']",Train,Legend Series #5,9046
15-3-18,"['EPG', 'El1an', 'flamie', 'YEKINDAR', 'krii', 'Xoma']","['Playing Ducks', 'KiNGDOM', 'Zarin', 'fleksy', 'Zertrümmerdog', 'wizzem']","['16', '5']",Nuke,Legend Series #5,9046
15-3-18,"['Wind and Rain', 'L1NK', 'Astroo', 'frei', 'Kray', 'Danceyz']","['Singularity', 'BENDJI', 'RuStY', 'BARBARR', 'Sayf', 'HugoXD']","['16', '3']",Mirage,ESEA MDL Season 27 Europe,9045
15-3-18,"['Astralis', 'device', 'gla1ve', 'Magisk', 'Xyp9x', 'dupreeh']","['FaZe', 'NiKo', 'GuardiaN', 'rain', 'olofmeister', 'karrigan']","['15', '19']",Inferno,ECS Season 5 Europe,9044
15-3-18,"['Heroic', 'Snappi', 'es3tag', 'MODDII', 'niko', 'RUBINO']","['MOUZ', 'oskar', 'STYKO', 'chrisJ', 'ropz', 'suNny']","['16', '5']",Inferno,ESL Pro League Season 7 Europe,9043
15-3-18,"['FaZe', 'NiKo', 'olofmeister', 'GuardiaN', 'rain', 'karrigan']","['Astralis', 'Xyp9x', 'gla1ve', 'dupreeh', 'Magisk', 'device']","['16', '11']",Mirage,ECS Season 5 Europe,9042
15-3-18,"['MOUZ', 'oskar', 'STYKO', 'ropz', 'suNny', 'chrisJ']","['Heroic', 'niko', 'es3tag', 'RUBINO', 'Snappi', 'MODDII']","['16', '14']",Cobblestone,ESL Pro League Season 7 Europe,9041
15-3-18,"['Rogue', 'gMd', 'Hiko', 'SicK', 'vice', 'cadiaN']","['Complexity', 'yay', 'ptr', 'FNS', 'dephh', 'ANDROID']","['5', '16']",Mirage,ECS Season 5 North America,9040
16-3-18,"['Liquid', 'nitr0', 'Twistzz', 'EliGE', 'NAF', 'steel']","['Renegades', 'AZR', 'jks', 'USTILO', 'Nifty', 'jkaem']","['12', '16']",Mirage,ESL Pro League Season 7 North America,9039
16-3-18,"['Complexity', 'yay', 'dephh', 'ptr', 'FNS', 'ANDROID']","['Rogue', 'SicK', 'Hiko', 'cadiaN', 'gMd', 'vice']","['19', '16']",Train,ECS Season 5 North America,9038
16-3-18,"['Renegades', 'jkaem', 'AZR', 'jks', 'USTILO', 'Nifty']","['Liquid', 'Twistzz', 'nitr0', 'steel', 'NAF', 'EliGE']","['16', '9']",Cobblestone,ESL Pro League Season 7 North America,9037
16-3-18,"['OpTic', 'stanislaw', 'k0nfig', 'cajunb', 'ShahZaM', 'gade']","['Ghost', 'seb', 'WARDELL', 'Subroza', 'stan1ey', 'vSa']","['16', '4']",Train,ESL Pro League Season 7 North America,9036
16-3-18,"['Torqued', 'swag', 'steel', 'Pollo', 'AZK', 'koosta']","['ex-Iceberg', 'stellar', 'tconnors', 'djay', 'alter', 'hades']","['16', '8']",Inferno,ESEA MDL Season 27 North America,9035
16-3-18,"['RONIN', 'RZU', 'wrath', 'Xp3', 'RIKO', 'mizoo']","['Most Wanted', 'PwnAlone', 'robby', 'paperboy', 'zNf', 'Rustun']","['14', '16']",Mirage,ESEA MDL Season 27 North America,9034
16-3-18,"['Mask Off', 'jcrueL', 'GRAMPZ', 'cam', 'tweiss', 'tyfoon']","['Freedom 35', '4sh0t', 'tex', 'food', 'Winsum', 'montE']","['16', '12']",Mirage,ESEA MDL Season 27 North America,9033
16-3-18,"['Ghost', 'seb', 'stan1ey', 'WARDELL', 'vSa', 'Subroza']","['OpTic', 'stanislaw', 'k0nfig', 'gade', 'ShahZaM', 'cajunb']","['16', '13']",Overpass,ESL Pro League Season 7 North America,9032
16-3-18,"['fnatic', 'JW', 'Lekr0', 'KRIMZ', 'Golden', 'flusha']","['Wololos', 'Kairi', 'mixwell', 'SOKER', 'loWel', 'EasTor']","['10', '16']",Train,WESG 2017 World Finals,9031
16-3-18,"['fnatic', 'Lekr0', 'KRIMZ', 'flusha', 'Golden', 'JW']","['Wololos', 'Kairi', 'mixwell', 'EasTor', 'loWel', 'SOKER']","['16', '7']",Cobblestone,WESG 2017 World Finals,9031
16-3-18,"['GODSENT', 'hampus', 'twist', 'freddieb', 'disco doplan', 'Brollan']","['Cloud9', 'autimatic', 'Skadoodle', 'tarik', 'Stewie2K', 'RUSH']","['16', '11']",Train,WESG 2017 World Finals,9030
16-3-18,"['GODSENT', 'disco doplan', 'hampus', 'twist', 'Brollan', 'freddieb']","['Cloud9', 'autimatic', 'Stewie2K', 'tarik', 'RUSH', 'Skadoodle']","['16', '8']",Cache,WESG 2017 World Finals,9030
16-3-18,"['BIG', 'luckeRRR', 'tabseN', 'nex', 'gob b', 'tiziaN']","['AGO', 'snatchie', 'GruBy', 'TOAO', 'phr', 'Furlan']","['19', '16']",Overpass,WESG 2017 World Finals,9029
16-3-18,"['BIG', 'nex', 'tiziaN', 'tabseN', 'gob b', 'luckeRRR']","['AGO', 'phr', 'TOAO', 'Furlan', 'GruBy', 'snatchie']","['14', '16']",Cache,WESG 2017 World Finals,9029
16-3-18,"['Belgium', 'ScreaM', 'to1nou', 'YOUYOU', 'Ex6TenZ', 'Faris']","['MAX', 's550', 'dmm', 'Gn', 'Lamplight', 'ECOKING']","['12', '16']",Inferno,WESG 2017 World Finals,9028
16-3-18,"['Belgium', 'ScreaM', 'Ex6TenZ', 'to1nou', 'YOUYOU', 'Faris']","['MAX', 's550', 'dmm', 'Gn', 'Lamplight', 'ECOKING']","['16', '7']",Overpass,WESG 2017 World Finals,9028
16-3-18,"['Those Damn Canadians', 'GooseBreeder', 'rain', 'missharvey', 'cath', 'ml-']","['LEGO', 'Ju', 'Kim', 'MAR1ON', 'Missa', 'Hadesia']","['7', '16']",Inferno,WESG 2017 World Finals Female,9027
16-3-18,"['Those Damn Canadians', 'GooseBreeder', 'missharvey', 'cath', 'rain', 'ml-']","['LEGO', 'Ju', 'Kim', 'Missa', 'Hadesia', 'MAR1ON']","['16', '1']",Mirage,WESG 2017 World Finals Female,9027
16-3-18,"['BlackOut', 'Oderus', 'impsta', 'aproto', 'Fighter', 'MAKKA']","['Freedom 35', 'Winsum', '4sh0t', 'food', 'tex', 'montE']","['19', '17']",Inferno,ESEA MDL Season 27 North America,9026
16-3-18,"['Sweden fe', 'Nicci', 'juliano', 'L.K.S', 'zAAz', 'Rambolina']","['Etab', 'Pororo', 'mdzz', 'Xeniaww', 'M', 'kitty']","['5', '16']",Train,WESG 2017 World Finals Female,9025
16-3-18,"['Sweden fe', 'L.K.S', 'Rambolina', 'juliano', 'Nicci', 'zAAz']","['Etab', 'mdzz', 'Xeniaww', 'M', 'Pororo', 'kitty']","['9', '16']",Cobblestone,WESG 2017 World Finals Female,9025
16-3-18,"['BIG', 'gob b', 'nex', 'luckeRRR', 'tabseN', 'tiziaN']","['Wololos', 'mixwell', 'Kairi', 'SOKER', 'EasTor', 'loWel']","['16', '9']",Nuke,WESG 2017 World Finals,9024
16-3-18,"['BIG', 'luckeRRR', 'tabseN', 'tiziaN', 'gob b', 'nex']","['Wololos', 'mixwell', 'SOKER', 'EasTor', 'Kairi', 'loWel']","['12', '16']",Overpass,WESG 2017 World Finals,9024
16-3-18,"['fnatic', 'JW', 'KRIMZ', 'flusha', 'Golden', 'Lekr0']","['AGO', 'TOAO', 'Furlan', 'phr', 'GruBy', 'snatchie']","['16', '10']",Mirage,WESG 2017 World Finals,9023
16-3-18,"['fnatic', 'Lekr0', 'KRIMZ', 'flusha', 'JW', 'Golden']","['AGO', 'snatchie', 'TOAO', 'GruBy', 'Furlan', 'phr']","['9', '16']",Cache,WESG 2017 World Finals,9023
16-3-18,"['GODSENT', 'hampus', 'Brollan', 'twist', 'freddieb', 'disco doplan']","['MAX', 'Gn', 's550', 'Lamplight', 'ECOKING', 'dmm']","['16', '6']",Cache,WESG 2017 World Finals,9022
16-3-18,"['GODSENT', 'hampus', 'twist', 'freddieb', 'Brollan', 'disco doplan']","['MAX', 'Lamplight', 's550', 'Gn', 'dmm', 'ECOKING']","['16', '3']",Mirage,WESG 2017 World Finals,9022
16-3-18,"['Belgium', 'Ex6TenZ', 'ScreaM', 'YOUYOU', 'to1nou', 'Faris']","['Cloud9', 'Stewie2K', 'tarik', 'autimatic', 'RUSH', 'Skadoodle']","['16', '6']",Inferno,WESG 2017 World Finals,9021
16-3-18,"['Belgium', 'to1nou', 'ScreaM', 'Faris', 'YOUYOU', 'Ex6TenZ']","['Cloud9', 'Skadoodle', 'autimatic', 'RUSH', 'tarik', 'Stewie2K']","['16', '2']",Overpass,WESG 2017 World Finals,9021
16-3-18,"['Those Damn Canadians', 'GooseBreeder', 'rain', 'cath', 'missharvey', 'ml-']","['Etab', 'Xeniaww', 'kitty', 'Pororo', 'mdzz', 'M']","['16', '14']",Overpass,WESG 2017 World Finals Female,9020
16-3-18,"['Those Damn Canadians', 'cath', 'ml-', 'missharvey', 'GooseBreeder', 'rain']","['Etab', 'mdzz', 'kitty', 'Pororo', 'M', 'Xeniaww']","['3', '16']",Cache,WESG 2017 World Finals Female,9020
16-3-18,"['Sweden fe', 'zAAz', 'Nicci', 'juliano', 'L.K.S', 'Rambolina']","['LEGO', 'Missa', 'Ju', 'Kim', 'MAR1ON', 'Hadesia']","['14', '16']",Train,WESG 2017 World Finals Female,9019
16-3-18,"['Sweden fe', 'zAAz', 'L.K.S', 'Nicci', 'juliano', 'Rambolina']","['LEGO', 'Missa', 'MAR1ON', 'Ju', 'Kim', 'Hadesia']","['2', '16']",Inferno,WESG 2017 World Finals Female,9019
16-3-18,"['Wololos', 'EasTor', 'mixwell', 'loWel', 'SOKER', 'Kairi']","['AGO', 'Furlan', 'snatchie', 'GruBy', 'phr', 'TOAO']","['15', '19']",Overpass,WESG 2017 World Finals,9018
16-3-18,"['Wololos', 'EasTor', 'SOKER', 'loWel', 'Kairi', 'mixwell']","['AGO', 'GruBy', 'Furlan', 'snatchie', 'phr', 'TOAO']","['7', '16']",Nuke,WESG 2017 World Finals,9018
16-3-18,"['fnatic', 'Lekr0', 'flusha', 'KRIMZ', 'JW', 'Golden']","['BIG', 'tabseN', 'nex', 'tiziaN', 'gob b', 'luckeRRR']","['13', '16']",Cobblestone,WESG 2017 World Finals,9017
16-3-18,"['fnatic', 'KRIMZ', 'flusha', 'Lekr0', 'JW', 'Golden']","['BIG', 'nex', 'tiziaN', 'gob b', 'luckeRRR', 'tabseN']","['16', '7']",Train,WESG 2017 World Finals,9017
16-3-18,"['LEGO', 'Kim', 'Missa', 'MAR1ON', 'Ju', 'Hadesia']","['Etab', 'Pororo', 'Xeniaww', 'M', 'kitty', 'mdzz']","['8', '16']",Cobblestone,WESG 2017 World Finals Female,9016
16-3-18,"['LEGO', 'Missa', 'Ju', 'Kim', 'Hadesia', 'MAR1ON']","['Etab', 'M', 'Xeniaww', 'kitty', 'Pororo', 'mdzz']","['11', '16']",Overpass,WESG 2017 World Finals Female,9016
16-3-18,"['Sweden fe', 'L.K.S', 'Rambolina', 'juliano', 'zAAz', 'Nicci']","['Those Damn Canadians', 'rain', 'cath', 'ml-', 'GooseBreeder', 'missharvey']","['4', '16']",Inferno,WESG 2017 World Finals Female,9015
16-3-18,"['Sweden fe', 'juliano', 'zAAz', 'Nicci', 'Rambolina', 'L.K.S']","['Those Damn Canadians', 'rain', 'GooseBreeder', 'cath', 'ml-', 'missharvey']","['16', '10']",Mirage,WESG 2017 World Finals Female,9015
16-3-18,"['Belgium', 'ScreaM', 'to1nou', 'Ex6TenZ', 'YOUYOU', 'Faris']","['GODSENT', 'hampus', 'disco doplan', 'Brollan', 'freddieb', 'twist']","['12', '16']",Cache,WESG 2017 World Finals,9014
16-3-18,"['Belgium', 'ScreaM', 'Ex6TenZ', 'to1nou', 'Faris', 'YOUYOU']","['GODSENT', 'freddieb', 'Brollan', 'disco doplan', 'twist', 'hampus']","['11', '16']",Inferno,WESG 2017 World Finals,9014
16-3-18,"['Cloud9', 'autimatic', 'Stewie2K', 'Skadoodle', 'tarik', 'RUSH']","['MAX', 'dmm', 'Gn', 's550', 'Lamplight', 'ECOKING']","['16', '8']",Inferno,WESG 2017 World Finals,9013
16-3-18,"['Cloud9', 'tarik', 'autimatic', 'Skadoodle', 'RUSH', 'Stewie2K']","['MAX', 'Lamplight', 's550', 'dmm', 'Gn', 'ECOKING']","['16', '4']",Train,WESG 2017 World Finals,9013
16-3-18,"['Tricked', 'AnJ', 'Ryxxo', 'Console', 'Inzta', 'Lukki']","['Imperial', 'nexa', 'EspiranTo', 'nukkye', 'TENZKI', 'AcilioN']","['16', '14']",Cobblestone,X-BET.co Invitational 2,9012
16-3-18,"['Tricked', 'AnJ', 'Lukki', 'Console', 'Inzta', 'Ryxxo']","['Imperial', 'TENZKI', 'nukkye', 'nexa', 'AcilioN', 'EspiranTo']","['13', '16']",Mirage,X-BET.co Invitational 2,9012
16-3-18,"['Space Jam', 'Twiksar', 'uNdo', 'R0b3n', 'FANAT ROCKA', ""It's my""]","['EPG', 'flamie', 'El1an', 'YEKINDAR', 'Xoma', 'krii']","['16', '19']",Train,M.Game League ,9011
16-3-18,"['Space Jam', 'Twiksar', ""It's my"", 'FANAT ROCKA', 'R0b3n', 'uNdo']","['EPG', 'flamie', 'krii', 'YEKINDAR', 'El1an', 'Xoma']","['11', '16']",Nuke,M.Game League ,9011
16-3-18,"['Space Jam', 'Twiksar', 'uNdo', 'FANAT ROCKA', ""It's my"", 'R0b3n']","['EPG', 'YEKINDAR', 'flamie', 'krii', 'El1an', 'Xoma']","['13', '16']",Mirage,M.Game League ,9011
16-3-18,"['greedisgood', 'BERRY', 'mazi', 'roeJ', 'thamlike', 'blaq']","['Property', 'Ericip', 'kevzy', 'ZINKEN', 'Jayzwalkingz', 'Limpone']","['19', '16']",Cobblestone,GameAgents Cup #1,9010
16-3-18,"['greedisgood', 'roeJ', 'mazi', 'thamlike', 'blaq', 'BERRY']","['Property', 'Ericip', 'ZINKEN', 'Jayzwalkingz', 'kevzy', 'Limpone']","['16', '13']",Overpass,GameAgents Cup #1,9010
16-3-18,"['AVANGAR', 'Qikert', 'KrizzeN', 'dimasick', 'buster', 'Jame']","['Bpro', 'blocker', 'VNko', 'Zix', 'poizon', 'REDSTAR']","['16', '5']",Cobblestone,CSGO.NET Cup 2,9009
16-3-18,"['AVANGAR', 'KrizzeN', 'dimasick', 'Jame', 'buster', 'Qikert']","['Bpro', 'poizon', 'blocker', 'REDSTAR', 'Zix', 'VNko']","['16', '2']",Mirage,CSGO.NET Cup 2,9009
16-3-18,"['ALTERNATE aTTaX', 'k1to', 'syrsoN', 'HUNDEN', 'ecfN', 'stfN']","['Windigo', 'v1c7oR', 'bubble', 'pNshr', 'SHiPZ', 'SPELLAN']","['11', '16']",Mirage,GG:Origin - IEM Sydney 2018 Qualifier,9008
16-3-18,"['ALTERNATE aTTaX', 'stfN', 'syrsoN', 'k1to', 'ecfN', 'HUNDEN']","['Windigo', 'SPELLAN', 'bubble', 'v1c7oR', 'SHiPZ', 'pNshr']","['3', '16']",Train,GG:Origin - IEM Sydney 2018 Qualifier,9008
16-3-18,"['KoN Denmark', 'dfen', 'VigzZ', 'Jialocin', 'wAGNR', 'Meldola']","['KoN Finland', 'KonZero', 'stomm', 'WizeR', 'jezkuee', 'Shairou']","['16', '7']",Train,King of Nordic Season 10,9007
16-3-18,"['LPSP', 'holzt', 'HECTOz', 'PERCY', 'smF', 'netrick']","['XPC', 'sXe', 'WHitE', 'SEMINTE', 'pipsoN', 't0rick']","['16', '10']",Nuke,GameAgents Cup #1,9006
16-3-18,"['LPSP', 'holzt', 'HECTOz', 'smF', 'PERCY', 'netrick']","['XPC', 'SEMINTE', 'WHitE', 'sXe', 't0rick', 'pipsoN']","['16', '14']",Mirage,GameAgents Cup #1,9006
16-3-18,"['LPSP', 'HECTOz', 'netrick', 'PERCY', 'holzt', 'smF']","['XPC', 'sXe', 'SEMINTE', 't0rick', 'WHitE', 'pipsoN']","['16', '8']",Train,GameAgents Cup #1,9006
16-3-18,"['KoN Sweden', 'PONKUS', 'Skick4d', 'sihx', 'Wulf', 'redzy']","['KoN Finland', 'KonZero', 'jezkuee', 'WizeR', 'Shairou', 'stomm']","['7', '16']",Overpass,King of Nordic Season 10,9005
16-3-18,"['Codewise Unicorns', 'mepsoN', 'Crityourface', 'azizz', 'Enzo', 'Falon']","['Não Tem Como', 'fnx', 'HEN1', 'felps', 'BIT', 'LUCAS1']","['16', '5']",Mirage,GG:Origin - IEM Sydney 2018 Qualifier,9004
16-3-18,"['Codewise Unicorns', 'Falon', 'azizz', 'Crityourface', 'Enzo', 'mepsoN']","['Não Tem Como', 'HEN1', 'fnx', 'felps', 'BIT', 'LUCAS1']","['16', '5']",Train,GG:Origin - IEM Sydney 2018 Qualifier,9004
16-3-18,"['KoN Norway', 'Saidonz', 'Cryptik', 'zame', 'iNTERP', 'zealot']","['KoN Sweden', 'Wulf', 'Skick4d', 'redzy', 'sihx', 'PONKUS']","['16', '12']",Inferno,King of Nordic Season 10,9003
16-3-18,"['Virtue', 'KHTEX', 'kNgV-', 's1', 'LuL4', 'DeStiNy']","['No Limits', 'sutecas', 'cad', 'SpyDaemoN', 'pd', 'ALLE']","['8', '16']",Overpass,Aorus League 2018 Season 1 Brazil,9002
16-3-18,"['Virtue', 'kNgV-', 's1', 'KHTEX', 'DeStiNy', 'LuL4']","['No Limits', 'ALLE', 'sutecas', 'pd', 'SpyDaemoN', 'cad']","['8', '16']",Cobblestone,Aorus League 2018 Season 1 Brazil,9002
17-3-18,"['frequency', 'fueleNt', 'christo', 'sheep', 'MRN1', 'limi7']","['Dynasty', 'CartujAs', 'AK9L', 'JAIRZ1NHO', 'RUSHIT', 'ABRAHAM']","['16', '5']",Cache,Aorus League 2018 Season 1 LatAm South,9001
17-3-18,"['frequency', 'christo', 'sheep', 'limi7', 'fueleNt', 'MRN1']","['Dynasty', 'ABRAHAM', 'JAIRZ1NHO', 'CartujAs', 'RUSHIT', 'AK9L']","['9', '16']",Inferno,Aorus League 2018 Season 1 LatAm South,9001
17-3-18,"['Yeah', 'delboNi', 'bld', 'dukeN', 'xand', 'zqkS']","['W7M', 'raafa', 'ryotzz', 'tifa', 'luk', 'YJ']","['16', '10']",Train,Aorus League 2018 Season 1 Brazil,9000
17-3-18,"['Yeah', 'bld', 'xand', 'zqkS', 'delboNi', 'dukeN']","['W7M', 'raafa', 'YJ', 'ryotzz', 'tifa', 'luk']","['14', '16']",Mirage,Aorus League 2018 Season 1 Brazil,9000
17-3-18,"['fnatic', 'JW', 'KRIMZ', 'flusha', 'Lekr0', 'Golden']","['MVP PK', 'XigN', 'glow', 'solo', 'zeff', 'HSK']","['20', '22']",Mirage,WESG 2017 World Finals,8999
17-3-18,"['fnatic', 'KRIMZ', 'flusha', 'JW', 'Lekr0', 'Golden']","['MVP PK', 'glow', 'HSK', 'zeff', 'XigN', 'solo']","['16', '2']",Inferno,WESG 2017 World Finals,8999
17-3-18,"['Russian Forces', 'Ailey', 'Candy', 'Ant1ka', 'vilga', 'Nast1a']","['Sweden fe', 'Nicci', 'zAAz', 'L.K.S', 'Rambolina', 'juliano']","['16', '4']",Inferno,WESG 2017 World Finals Female,8998
