Date,Team1,Team2,Score,Map,Event,Series
8-2-20,"['Ground Zero', 'void', 'BURNRUOk', 'Llamas', 'Noobster', 'PEARSS']","['Paradox', 'rbz', 'ekul', 'bedonka', '1ukey', 'ino']","['14', '16']",Inferno,Asia Minor Oceania Open Qualifier 1 - ESL One Rio 2020,6618
8-2-20,"['MC', 'oliff', 'MoeycQ', 'Noisia', 'J1rah', 'tot']","['catman', 'pan1K', 'kibstar', 'lsnow', 'disk0', 'clutchyy', 'spiKez']","['10', '16']",Dust2,Asia Minor Oceania Open Qualifier 1 - ESL One Rio 2020,6617
8-2-20,"['MC', 'MoeycQ', 'oliff', 'J1rah', 'tot', 'Noisia']","['catman', 'clutchyy', 'lsnow', 'kibstar', 'pan1K', 'disk0']","['14', '16']",Inferno,Asia Minor Oceania Open Qualifier 1 - ESL One Rio 2020,6617
8-2-20,"['MC', 'J1rah', 'Noisia', 'tot', 'MoeycQ', 'oliff']","['catman', 'pan1K', 'kibstar', 'disk0', 'lsnow', 'clutchyy']","['16', '6']",Train,Asia Minor Oceania Open Qualifier 1 - ESL One Rio 2020,6617
8-2-20,"['SHIFT', 'Kishi-San', 'beo', 'stalker398', 'Young KillerS', 'teiv']","['1820HT', 'hoag', 'Piano', 'cLb', 'minituti', 'Fuji']","['6', '16']",Inferno,Vietnam Pro League Season 3,6616
8-2-20,"['SHIFT', 'teiv', 'beo', 'Kishi-San', 'Young KillerS', 'stalker398']","['1820HT', 'cLb', 'hoag', 'Fuji', 'minituti', 'Piano']","['16', '10']",Mirage,Vietnam Pro League Season 3,6616
8-2-20,"['Gambit Youngsters', 'nafany', 'Ax1Le', 'sh1ro', 'supra', 'interz']","['SG.pro', 'Art1st', 'mirac1e', 'JIaYm', 'Coffee', 'RuFire']","['7', '16']",Train,WESG 2019 Russia Closed Qualifier,6615
8-2-20,"['Gambit Youngsters', 'sh1ro', 'nafany', 'Ax1Le', 'supra', 'interz']","['SG.pro', 'JIaYm', 'RuFire', 'Coffee', 'Art1st', 'mirac1e']","['19', '16']",Dust2,WESG 2019 Russia Closed Qualifier,6615
8-2-20,"['Natus Vincere', 's1mple', 'electronic', 'flamie', 'Perfecto', 'Boombl4']","['Astralis', 'gla1ve', 'Xyp9x', 'dupreeh', 'Magisk', 'device']","['16', '6']",Train,BLAST Premier Spring Series 2020,6614
8-2-20,"['Natus Vincere', 's1mple', 'electronic', 'flamie', 'Perfecto', 'Boombl4']","['Astralis', 'device', 'gla1ve', 'Magisk', 'Xyp9x', 'dupreeh']","['16', '9']",Nuke,BLAST Premier Spring Series 2020,6614
8-2-20,"['Natus Vincere', 's1mple', 'electronic', 'flamie', 'Boombl4', 'Perfecto']","['Astralis', 'device', 'gla1ve', 'Magisk', 'Xyp9x', 'dupreeh']","['14', '16']",Inferno,BLAST Premier Spring Series 2020,6614
8-2-20,"['Vitality', 'ZywOo', 'shox', 'RpK', 'apEX', 'ALEX']","['Complexity', 'blameF', 'poizon', 'oBo', 'RUSH', 'k0nfig']","['10', '16']",Mirage,BLAST Premier Spring Series 2020,6613
8-2-20,"['Vitality', 'ZywOo', 'shox', 'RpK', 'ALEX', 'apEX']","['Complexity', 'poizon', 'RUSH', 'k0nfig', 'blameF', 'oBo']","['16', '5']",Inferno,BLAST Premier Spring Series 2020,6613
8-2-20,"['KOVA', 'Derkeps', 'Twixie', 'uli', 'pietola', 'peku']","['Japaleno', 'Relaxa', 'FREDDyFROG', 'djL', 'PlesseN', 'dezon']","['16', '14']",Dust2,Europe Minor Open Qualifier 3 - ESL One Rio 2020,6612
8-2-20,"['Lyngby Vikings', 'Cabbi', 'birdfromsky', 'thamlike', 'maNkz', 'Twinx']","['Secret', 'sinnopsyy', 'juanflatroo', 'Happy', 'tudsoN', 'anarkez']","['16', '11']",Nuke,Europe Minor Open Qualifier 3 - ESL One Rio 2020,6611
8-2-20,"['SAW', 'rmn', 'MUTiRiS', 'stadodo', 'arki', 'JUST']","['AGO', 'GruBy', 'mhL', 'leman', 'Furlan', 'Sidney']","['8', '16']",Dust2,Europe Minor Open Qualifier 3 - ESL One Rio 2020,6610
8-2-20,"['SKADE', 'Rainwaker', 'rafftu', 'dennyslaw', 'Rock1nG', 'SPELLAN']","['Demolition Crew', 'ayken', 'Davidp', 'tabz', 'Bymas', 'devoduvek']","['12', '16']",Inferno,Europe Minor Open Qualifier 3 - ESL One Rio 2020,6609
8-2-20,"['Endpoint', 'CRUC1AL', 'robiin', 'Thomas', 'MiGHTYMAX', 'Surreal']","['9INE', 'aybeN', 'nicoodoz', 'Djury', 'phzy', 'MistFire']","['7', '16']",Dust2,Europe Minor Open Qualifier 3 - ESL One Rio 2020,6608
8-2-20,"['Unluckers', 'Miloszek', 'fullspeed', 'MTZ', 'Kita', 'mtqq']","['Pompa', 'Czapel', 'Miki', 'grzes1x', 'm4tthi', 'splawik']","['16', '6']",Nuke,Europe Minor Open Qualifier 3 - ESL One Rio 2020,6607
9-2-20,"['fakemaquinas', 'cleMeNz0', 'kiR', 'Lucky', 'scott', 'kwezz']","['GamerLegion', 'freddieb', 'hampus', 'dennis', 'RuStY', 'draken']","['17', '19']",Inferno,Europe Minor Open Qualifier 3 - ESL One Rio 2020,6606
9-2-20,"['Apeks', 'akez', 'truth', 'Grusarn', 'Marcelious', 'Radifaction']","['SMASH', 'disco doplan', 'NEEX', 'fejtZ', 'grux', 'bubble']","['19', '16']",Mirage,Europe Minor Open Qualifier 3 - ESL One Rio 2020,6605
9-2-20,"['Orgless', 'Subroza', 'FNS', 'Infinite', 'WARDELL', 'yay']","['Recon 5', 'nosraC', 'Reality', 'JazzPimp', 'AAustiN', 'Oderus']","['12', '16']",Inferno,Americas Minor North America Open Qualifier 3 - ESL One Rio 2020,6604
9-2-20,"['Mythic', 'Keiti', 'C0M', 'zNf', 'Polen', 'fl0m']","['Faint', 'KmZ', 'cxzi', 'Powerzz', 'ashen', 'vek']","['16', '14']",Mirage,Americas Minor North America Open Qualifier 3 - ESL One Rio 2020,6603
9-2-20,"['Divine', 'riku', 'wrath', 'thief', 'stellar', 'robby']","['Infinity', 'spamzzy1', 'Daveys', 'sam_A', 'k1Nky', 'malbsMd']","['6', '16']",Dust2,Americas Minor North America Open Qualifier 3 - ESL One Rio 2020,6602
9-2-20,"['Hot Ass', 'krZ', 'Obs1dian', 'Hoppin', 'jack', 'Huston']","['Rap Gang', 'Xeppaa', 'Bwills', 'cynic', 'FaNg', 'shinobi']","['3', '16']",Nuke,Americas Minor North America Open Qualifier 3 - ESL One Rio 2020,6601
9-2-20,"['DivisionX', 'YESican', 'Talent', 'Poppy', 'Differ3nt', 'd@rklord']","['Akatsuki', 'Koo', 'draxy', 'Waverly', 'Jerry', 'billie']","['8', '16']",Dust2,Vietnam Pro League Season 3,6600
9-2-20,"['DivisionX', 'd@rklord', 'Talent', 'Differ3nt', 'YESican', 'Poppy']","['Akatsuki', 'Waverly', 'Jerry', 'draxy', 'billie', 'Koo']","['16', '7']",Train,Vietnam Pro League Season 3,6600
9-2-20,"['Ferox', 'dangeR', 'cl0ver', 'xeL', 'vax', 'Jam']","['TRIDENT', 'SenpaiMadara', 'JP', 'MDK', 'versa', 'nope']","['14', '16']",Overpass,Asia Minor Oceania Open Qualifier 2 - ESL One Rio 2020,6599
9-2-20,"['Skyfire', 'affiNity', 'Liki', 'mizzy', 'gump', 'lato']","['Incept', 'zeph', 'jtr', 'micalis', 'vanilla', 'Rackem']","['16', '8']",Overpass,Asia Minor Oceania Open Qualifier 2 - ESL One Rio 2020,6598
9-2-20,"['FURY', 'ZILLA', 'zorboT', 'Del', 'Anima', 'KStaar']","['madlikewizards', 'asap', 'nettik', 'DannyG', 'chelleos', 'jhd']","['16', '3']",Inferno,Asia Minor Oceania Open Qualifier 2 - ESL One Rio 2020,6597
9-2-20,"['MC', 'Noisia', 'toM', 'J1rah', 'MoeycQ', 'tot']","['Paradox', 'bedonka', 'ino', 'ekul', '1ukey', 'rbz']","['16', '14']",Mirage,Asia Minor Oceania Open Qualifier 2 - ESL One Rio 2020,6596
9-2-20,"['SHIFT', 'Kishi-San', 'beo', 'teiv', 'stalker398', 'Young KillerS']","['Akatsuki', 'Koo', 'Waverly', 'Jerry', 'Mowf', 'draxy']","['6', '16']",Train,Vietnam Pro League Season 3,6595
9-2-20,"['SHIFT', 'Young KillerS', 'teiv', 'Kishi-San', 'stalker398', 'beo']","['Akatsuki', 'Waverly', 'Jerry', 'Mowf', 'draxy', 'Koo']","['16', '10']",Dust2,Vietnam Pro League Season 3,6595
9-2-20,"['Ferox', 'dangeR', 'xeL', 'vax', 'cl0ver', 'Jam']","['madlikewizards', 'asap', 'nettik', 'DannyG', 'chelleos', 'jhd', 'ADK']","['16', '13']",Nuke,Asia Minor Oceania Open Qualifier 2 - ESL One Rio 2020,6594
9-2-20,"['Ferox', 'dangeR', 'cl0ver', 'vax', 'xeL', 'Jam']","['madlikewizards', 'DannyG', 'chelleos', 'nettik', 'asap', 'jhd']","['8', '16']",Mirage,Asia Minor Oceania Open Qualifier 2 - ESL One Rio 2020,6594
9-2-20,"['Skyfire', 'gump', 'mizzy', 'lato', 'affiNity', 'Liki']","['Paradox', 'bedonka', 'ino', 'ekul', 'rbz', '1ukey']","['16', '11']",Vertigo,Asia Minor Oceania Open Qualifier 2 - ESL One Rio 2020,6593
9-2-20,"['Skyfire', 'mizzy', 'affiNity', 'Liki', 'gump', 'lato']","['Paradox', 'bedonka', 'ekul', 'rbz', '1ukey', 'ino']","['11', '16']",Overpass,Asia Minor Oceania Open Qualifier 2 - ESL One Rio 2020,6593
9-2-20,"['EXTREMUM', 'airscape', 'waterfaLLZ', 'shalfey', 'balblna', 'clax']","['Unique', 'zorte', 'PASHANOJ', 'R0b3n', 'fenvicious', 'Polt']","['11', '16']",Nuke,WESG 2019 Russia Closed Qualifier,6592
9-2-20,"['EXTREMUM', 'clax', 'shalfey', 'airscape', 'balblna', 'waterfaLLZ']","['Unique', 'zorte', 'R0b3n', 'PASHANOJ', 'fenvicious', 'Polt']","['11', '16']",Inferno,WESG 2019 Russia Closed Qualifier,6592
9-2-20,"['DivisionX', 'Talent', 'YESican', 'Poppy', 'Differ3nt', 'd@rklord']","['SHIFT', 'teiv', 'Young KillerS', 'beo', 'Kishi-San', 'stalker398']","['16', '14']",Inferno,Vietnam Pro League Season 3,6591
9-2-20,"['DivisionX', 'Poppy', 'd@rklord', 'Talent', 'YESican', 'Differ3nt']","['SHIFT', 'beo', 'Kishi-San', 'teiv', 'Young KillerS', 'stalker398']","['8', '16']",Train,Vietnam Pro League Season 3,6591
9-2-20,"['Natus Vincere', 'flamie', 'electronic', 'Perfecto', 's1mple', 'Boombl4']","['Vitality', 'ALEX', 'apEX', 'ZywOo', 'shox', 'RpK']","['16', '12']",Inferno,BLAST Premier Spring Series 2020,6590
9-2-20,"['Natus Vincere', 'Boombl4', 's1mple', 'Perfecto', 'flamie', 'electronic']","['Vitality', 'ZywOo', 'shox', 'RpK', 'apEX', 'ALEX']","['6', '16']",Dust2,BLAST Premier Spring Series 2020,6590
9-2-20,"['KOVA', 'Derkeps', 'uli', 'pietola', 'peku', 'Twixie']","['SKADE', 'dennyslaw', 'rafftu', 'Rainwaker', 'SPELLAN', 'Rock1nG']","['16', '13']",Train,Europe Minor Open Qualifier 3 - ESL One Rio 2020,6589
9-2-20,"['Endpoint', 'CRUC1AL', 'robiin', 'Surreal', 'MiGHTYMAX', 'Thomas']","['fakemaquinas', 'Lucky', 'kiR', 'kwezz', 'scott', 'cleMeNz0']","['22', '19']",Mirage,Europe Minor Open Qualifier 3 - ESL One Rio 2020,6588
9-2-20,"['KOVA', 'pietola', 'Twixie', 'peku', 'uli', 'Derkeps']","['Endpoint', 'Thomas', 'Surreal', 'CRUC1AL', 'MiGHTYMAX', 'robiin']","['14', '16']",Vertigo,Europe Minor Open Qualifier 3 - ESL One Rio 2020,6587
9-2-20,"['KOVA', 'Derkeps', 'uli', 'Twixie', 'peku', 'pietola']","['Endpoint', 'robiin', 'Thomas', 'MiGHTYMAX', 'CRUC1AL', 'Surreal']","['16', '11']",Dust2,Europe Minor Open Qualifier 3 - ESL One Rio 2020,6587
9-2-20,"['Lyngby Vikings', 'Twinx', 'maNkz', 'Cabbi', 'birdfromsky', 'thamlike']","['Apeks', 'akez', 'Grusarn', 'Radifaction', 'truth', 'Marcelious']","['11', '16']",Nuke,Europe Minor Open Qualifier 3 - ESL One Rio 2020,6586
9-2-20,"['AGO', 'Sidney', 'Furlan', 'GruBy', 'mhL', 'leman']","['Pompa', 'm4tthi', 'grzes1x', 'splawik', 'Miki', 'Czapel']","['22', '20']",Train,Europe Minor Open Qualifier 3 - ESL One Rio 2020,6585
9-2-20,"['Complexity', 'oBo', 'poizon', 'RUSH', 'blameF', 'k0nfig']","['Natus Vincere', 'Boombl4', 's1mple', 'flamie', 'Perfecto', 'electronic']","['10', '16']",Train,BLAST Premier Spring Series 2020,6584
9-2-20,"['Complexity', 'RUSH', 'k0nfig', 'poizon', 'blameF', 'oBo']","['Natus Vincere', 's1mple', 'Boombl4', 'flamie', 'electronic', 'Perfecto']","['16', '9']",Mirage,BLAST Premier Spring Series 2020,6584
9-2-20,"['Apeks', 'truth', 'Radifaction', 'Marcelious', 'Grusarn', 'akez']","['Pompa', 'Czapel', 'splawik', 'grzes1x', 'm4tthi', 'Miki']","['16', '19']",Vertigo,Europe Minor Open Qualifier 3 - ESL One Rio 2020,6583
9-2-20,"['Apeks', 'Grusarn', 'Radifaction', 'akez', 'truth', 'Marcelious']","['Pompa', 'Czapel', 'splawik', 'Miki', 'm4tthi', 'grzes1x']","['19', '22']",Overpass,Europe Minor Open Qualifier 3 - ESL One Rio 2020,6583
9-2-20,"['Apeks', 'Marcelious', 'truth', 'Radifaction', 'Grusarn', 'akez']","['Pompa', 'm4tthi', 'grzes1x', 'Czapel', 'splawik', 'Miki']","['16', '10']",Mirage,Europe Minor Open Qualifier 3 - ESL One Rio 2020,6583
10-2-20,"['Rap Gang', 'cynic', 'FaNg', 'Bwills', 'Xeppaa', 'shinobi']","['Divine', 'thief', 'riku', 'stellar', 'robby', 'wrath']","['16', '8']",Dust2,Americas Minor North America Open Qualifier 3 - ESL One Rio 2020,6582
10-2-20,"['Rap Gang', 'FaNg', 'Bwills', 'Xeppaa', 'cynic', 'shinobi']","['Divine', 'wrath', 'thief', 'stellar', 'robby', 'riku']","['12', '16']",Overpass,Americas Minor North America Open Qualifier 3 - ESL One Rio 2020,6582
10-2-20,"['Rap Gang', 'cynic', 'Xeppaa', 'Bwills', 'shinobi', 'FaNg']","['Divine', 'stellar', 'riku', 'wrath', 'thief', 'robby']","['16', '6']",Inferno,Americas Minor North America Open Qualifier 3 - ESL One Rio 2020,6582
10-2-20,"['Recon 5', 'nosraC', 'AAustiN', 'Oderus', 'Reality', 'JazzPimp']","['Mythic', 'C0M', 'zNf', 'Polen', 'Keiti', 'fl0m']","['16', '11']",Dust2,Americas Minor North America Open Qualifier 3 - ESL One Rio 2020,6581
10-2-20,"['Recon 5', 'nosraC', 'Reality', 'JazzPimp', 'Oderus', 'AAustiN']","['Mythic', 'Keiti', 'fl0m', 'C0M', 'Polen', 'zNf']","['16', '12']",Vertigo,Americas Minor North America Open Qualifier 3 - ESL One Rio 2020,6581
10-2-20,"['ORDER', 'Valiance', 'USTILO', 'aliStair', 'emagine', 'Rickeh']","['TRIDENT', 'JP', 'SenpaiMadara', 'MDK', 'versa', 'nope']","['16', '11']",Train,ESEA MDL Season 33 Australia,6580
10-2-20,"['Revolt', 'SELLTER', 'H1te', 'aNsavage', 'ProbLeM', 'Flash_1']","['SG.pro', 'JIaYm', 'mirac1e', 'Coffee', 'Art1st', 'RuFire']","['16', '12']",Nuke,WESG 2019 Russia Closed Qualifier,6579
10-2-20,"['Revolt', 'H1te', 'ProbLeM', 'SELLTER', 'aNsavage', 'Flash_1']","['SG.pro', 'mirac1e', 'RuFire', 'Coffee', 'Art1st', 'JIaYm']","['10', '16']",Overpass,WESG 2019 Russia Closed Qualifier,6579
10-2-20,"['pro100', 'dimasick', 'YEKINDAR', 'wayLander', 'NickelBack', 'WorldEdit']","['Espada', 'Dima', 'degster', 'Patsi', 'S0tF1k', 'FinigaN']","['16', '12']",Mirage,WESG 2019 Russia Closed Qualifier,6578
10-2-20,"['pro100', 'YEKINDAR', 'wayLander', 'WorldEdit', 'NickelBack', 'dimasick']","['Espada', 'Patsi', 'degster', 'S0tF1k', 'Dima', 'FinigaN']","['22', '25']",Train,WESG 2019 Russia Closed Qualifier,6578
10-2-20,"['HAVU', 'hoody', 'sLowi', 'ZOREE', 'sAw', 'doto']","['Demolition Crew', 'devoduvek', 'ayken', 'tabz', 'Bymas', 'Davidp']","['10', '16']",Dust2,ESEA MDL Season 33 Europe,6577
10-2-20,"['Spirit', 'mir', 'magixx', 'iDISBALANCE', 'chopper', 'sdy']","['Gambit Youngsters', 'nafany', 'supra', 'sh1ro', 'Ax1Le', 'interz']","['12', '16']",Overpass,WESG 2019 Russia Closed Qualifier,6576
10-2-20,"['Spirit', 'magixx', 'mir', 'iDISBALANCE', 'sdy', 'chopper']","['Gambit Youngsters', 'sh1ro', 'Ax1Le', 'nafany', 'interz', 'supra']","['4', '16']",Mirage,WESG 2019 Russia Closed Qualifier,6576
10-2-20,"['Spirit', 'chopper', 'iDISBALANCE', 'mir', 'magixx', 'sdy']","['Gambit Youngsters', 'sh1ro', 'interz', 'Ax1Le', 'nafany', 'supra']","['14', '16']",Dust2,WESG 2019 Russia Closed Qualifier,6576
10-2-20,"['fbg', 'kalinka', 'jR', 'fostar', 'scoobyxie', 'seized']","['lapw', 'KaiR0N-', 'gingerwizard', 'hugeon', 'Re1GN', 'Get_Jeka']","['19', '17']",Mirage,CIS Minor Open Qualifier 3 - ESL One Rio 2020,6575
10-2-20,"['maslomaslo', 'Goose', 'lamp', 'Kre1N', 'molz', 'Nosik']","['ne parsya', 'redhide', 'spiker', 'h1glaiN', 'def', 'Porya']","['16', '3']",Nuke,CIS Minor Open Qualifier 3 - ESL One Rio 2020,6574
10-2-20,"['Revolt', 'H1te', 'ProbLeM', 'SELLTER', 'Flash_1', 'aNsavage']","['Se7en', 'icem4N', '5TRYK#R', 'w1nt3r', 'smiley', 'fiaba']","['10', '16']",Inferno,CIS Minor Open Qualifier 3 - ESL One Rio 2020,6573
10-2-20,"[""eL'quvet"", 'Koshak', 'Egor K.', 'spat1ch', 'Heyz1ng', 'Ganginho']","['Project X', 'SENSEi', 'dERZKIY', 'dOBRIY', 'Sergiz', 'Psycho']","['17', '19']",Overpass,CIS Minor Open Qualifier 3 - ESL One Rio 2020,6572
11-2-20,"['Mythic', 'fl0m', 'C0M', 'Polen', 'zNf', 'Keiti']","['Monstars', 'tex', 'RIKO', 'reck', 'Swisher', 'witmer']","['28', '25']",Inferno,ESEA MDL Season 33 North America,6571
11-2-20,"['Skyfire', 'gump', 'lato', 'affiNity', 'Liki', 'mizzy']","['FURY', 'Anima', 'zorboT', 'KStaar', 'Del', 'ZILLA']","['4', '16']",Overpass,ESEA MDL Season 33 Australia,6570
11-2-20,"['Incept', 'Rackem', 'jtr', 'Koro', 'vanilla', 'micalis']","['Chiefs', 'Mayker', 'SkulL', 'Jinxx', 'HUGHMUNGUS', 'apocdud']","['16', '12']",Inferno,ESEA MDL Season 33 Australia,6569
11-2-20,"['TRIDENT', 'versa', 'JP', 'SenpaiMadara', 'nope', 'MDK']","['ROCK CANDY', 'asap', 'gargoyle', 'Habib', 'spookr', 'jhd']","['16', '3']",Mirage,ESEA MDL Season 33 Australia,6568
11-2-20,"['Unique', 'Polt', 'fenvicious', 'PASHANOJ', 'zorte', 'R0b3n']","['pro100', 'YEKINDAR', 'dimasick', 'NickelBack', 'wayLander', 'WorldEdit']","['16', '7']",Inferno,WESG 2019 Russia Closed Qualifier,6567
11-2-20,"['Unique', 'zorte', 'fenvicious', 'PASHANOJ', 'R0b3n', 'Polt']","['pro100', 'NickelBack', 'WorldEdit', 'dimasick', 'wayLander', 'YEKINDAR']","['10', '16']",Mirage,WESG 2019 Russia Closed Qualifier,6567
11-2-20,"['EXTREMUM', 'waterfaLLZ', 'clax', 'airscape', 'shalfey', 'balblna']","['Espada', 'degster', 'Dima', 'S0tF1k', 'Patsi', 'FinigaN']","['3', '16']",Nuke,WESG 2019 Russia Closed Qualifier,6566
11-2-20,"['EXTREMUM', 'waterfaLLZ', 'airscape', 'clax', 'shalfey', 'balblna']","['Espada', 'degster', 'FinigaN', 'Patsi', 'Dima', 'S0tF1k']","['11', '16']",Train,WESG 2019 Russia Closed Qualifier,6565
11-2-20,"['EXTREMUM', 'airscape', 'waterfaLLZ', 'clax', 'shalfey', 'balblna']","['Espada', 'degster', 'FinigaN', 'Patsi', 'S0tF1k', 'Dima']","['9', '16']",Inferno,WESG 2019 Russia Closed Qualifier,6565
11-2-20,"['ne parsya', 'redhide', 'spiker', 'h1glaiN', 'def', 'Porya']","['fbg', 'jR', 'fostar', 'kalinka', 'scoobyxie', 'seized']","['10', '16']",Dust2,CIS Minor Open Qualifier 3 - ESL One Rio 2020,6564
11-2-20,"['ne parsya', 'spiker', 'def', 'h1glaiN', 'redhide', 'Porya']","['fbg', 'kalinka', 'scoobyxie', 'jR', 'seized', 'fostar']","['16', '9']",Inferno,CIS Minor Open Qualifier 3 - ESL One Rio 2020,6564
11-2-20,"['Wisla Krakow', 'jedqr', 'SZPERO', 'morelz', 'mynio', 'kaper']","['Movistar Riders', 'EasTor', 'loWel', 'alex', 'mopoz', 'steel']","['16', '11']",Train,ESEA MDL Season 33 Europe,6563
11-2-20,"['Nemiga', 'boX', 'speed4k', 'Jyo', 'mds', 'lollipop21k']","['Unicorns of Love', 'kzy', 'JDC', 'Andyy', 'P4TriCK', 'crisby']","['16', '14']",Nuke,ESEA MDL Season 33 Europe,6562
11-2-20,"['Revolt', 'ProbLeM', 'H1te', 'SELLTER', 'aNsavage', 'Flash_1']","[""eL'quvet"", 'Koshak', 'spat1ch', 'Ganginho', 'Egor K.', 'Heyz1ng']","['13', '16']",Dust2,CIS Minor Open Qualifier 3 - ESL One Rio 2020,6561
11-2-20,"['Revolt', 'SELLTER', 'aNsavage', 'ProbLeM', 'Flash_1', 'H1te']","[""eL'quvet"", 'Egor K.', 'Koshak', 'spat1ch', 'Heyz1ng', 'Ganginho']","['16', '12']",Inferno,CIS Minor Open Qualifier 3 - ESL One Rio 2020,6561
12-2-20,"['Mythic', 'zNf', 'fl0m', 'Polen', 'C0M', 'Keiti']","['eUnited', 'MarKE', 'food', 'Cooper', 'freakazoid', 'SicK']","['8', '16']",Vertigo,ESEA MDL Season 33 North America,6560
12-2-20,"['Rugratz', 'penny', 'leaf', 'Hunter', 'Zellsis', 'zander']","['Riot Squad', 'mitch', 'ptr', 'crashies', 'Grim', 'Jonji']","['16', '12']",Mirage,ESEA MDL Season 33 North America,6559
12-2-20,"['Monstars', 'Swisher', 'witmer', 'tex', 'reck', 'RIKO']","['Station7', 'shonk', 'FrostayK', 'sterling', 'droid', 'JonahP']","['9', '16']",Mirage,ESEA MDL Season 33 North America,6558
12-2-20,"['Esper', 'damyo', 'SneakZ', 'Zym', 'antwon', 'Habbo Hotel']","['PC419', 'Doom', 'Ck--', 'Wolfy', 'Fluent Swede', 'Magnum']","['16', '6']",Nuke,ESEA MDL Season 33 Australia,6557
12-2-20,"['Airborne', 'pz', 'smooth_criminal22', 'Chub', 'swede', 'JD']","['Skyfire', 'Liki', 'affiNity', 'gump', 'mizzy', 'lato']","['14', '16']",Overpass,ESEA MDL Season 33 Australia,6556
12-2-20,"['Paradox', 'ekul', 'bedonka', 'rbz', 'ino', '1ukey']","['Esper', 'antwon', 'damyo', 'SneakZ', 'Habbo Hotel', 'Zym']","['4', '16']",Train,ESEA MDL Season 33 Australia,6555
12-2-20,"['Gambit Youngsters', 'nafany', 'sh1ro', 'Ax1Le', 'supra', 'interz']","['Espada', 'FinigaN', 'degster', 'Dima', 'Patsi', 'S0tF1k']","['14', '16']",Overpass,WESG 2019 Russia Closed Qualifier,6554
12-2-20,"['Gambit Youngsters', 'Ax1Le', 'supra', 'sh1ro', 'interz', 'nafany']","['Espada', 'FinigaN', 'Dima', 'degster', 'Patsi', 'S0tF1k']","['16', '13']",Mirage,WESG 2019 Russia Closed Qualifier,6554
12-2-20,"['Spirit', 'mir', 'magixx', 'chopper', 'iDISBALANCE', 'sdy']","['pro100', 'WorldEdit', 'YEKINDAR', 'wayLander', 'NickelBack', 'dimasick']","['16', '14']",Train,WESG 2019 Russia Closed Qualifier,6553
12-2-20,"['Spirit', 'sdy', 'mir', 'chopper', 'magixx', 'iDISBALANCE']","['pro100', 'YEKINDAR', 'dimasick', 'wayLander', 'WorldEdit', 'NickelBack']","['16', '12']",Dust2,WESG 2019 Russia Closed Qualifier,6553
12-2-20,"['Spirit', 'chopper', 'mir', 'iDISBALANCE', 'sdy', 'magixx']","['pro100', 'WorldEdit', 'YEKINDAR', 'dimasick', 'wayLander', 'NickelBack']","['12', '16']",Inferno,WESG 2019 Russia Closed Qualifier,6553
12-2-20,"['Nemiga', 'Jyo', 'speed4k', 'mds', 'lollipop21k', 'boX']","['BIG', 'tabseN', 'XANTARES', 'syrsoN', 'tiziaN', 'k1to']","['16', '13']",Inferno,ESEA MDL Season 33 Europe,6552
12-2-20,"['HellRaisers', 'nukkye', 'AiyvaN', 'ANGE1', 'crush', 'Flarich']","['Movistar Riders', 'EasTor', 'alex', 'steel', 'loWel', 'mopoz']","['7', '16']",Inferno,ESEA MDL Season 33 Europe,6551
12-2-20,"['HellRaisers', 'crush', 'Flarich', 'nukkye', 'ANGE1', 'AiyvaN']","['Nordavind', 'TENZKI', 'cromen', 'NaToSaphiX', 'HS', 'RUBINO']","['14', '16']",Mirage,ESEA MDL Season 33 Europe,6550
12-2-20,"['Revolt', 'H1te', 'ProbLeM', 'aNsavage', 'SELLTER', 'Flash_1']","['Unique', 'Polt', 'zorte', 'PASHANOJ', 'R0b3n', 'fenvicious']","['16', '11']",Dust2,WESG 2019 Russia Closed Qualifier,6549
12-2-20,"['Revolt', 'ProbLeM', 'H1te', 'SELLTER', 'Flash_1', 'aNsavage']","['Unique', 'zorte', 'R0b3n', 'PASHANOJ', 'Polt', 'fenvicious']","['16', '19']",Nuke,WESG 2019 Russia Closed Qualifier,6549
12-2-20,"['RED Canids', 'latto', 'nak', 'fnx', 'nython', 'DeStiNy']","['Keyd', 'tifa', 'bnc', 'JOTA', 'piriaz1n', 'mawth']","['14', '16']",Vertigo,CLUTCH Season 2,6548
12-2-20,"['RED Canids', 'DeStiNy', 'fnx', 'nython', 'nak', 'latto']","['Keyd', 'tifa', 'mawth', 'JOTA', 'piriaz1n', 'bnc']","['2', '16']",Train,CLUTCH Season 2,6548
12-2-20,"['Illuminar', 'innocent', 'rallen', 'snatchie', 'reatz', 'mono']","['PACT', 'MINISE', 'Goofy', 'lunAtic', 'Sobol', 'darko']","['14', '16']",Train,Europe Minor Open Qualifier 4 - ESL One Rio 2020,6547
12-2-20,"['Singularity', 'Celrate', 'Queenix', 'TOBIZ', 'jabbi', 'mertz']","['SJ', 'xartE', 'KHRN', 'SADDYX', 'arvid', 'STOVVE']","['16', '9']",Vertigo,Europe Minor Open Qualifier 4 - ESL One Rio 2020,6546
12-2-20,"['Copenhagen Flames', 'Farlig', 'TeSeS', 'Nodios', 'AcilioN', 'TMB']","['Yoink', 'Lukki', 'PERCY', 'smF', 'COLON', 'Daffu']","['14', '16']",Inferno,Europe Minor Open Qualifier 4 - ESL One Rio 2020,6545
