Winner,Team1,T1_Player1,T1_Player2,T1_Player3,T1_Player4,T1_Player5,Team2,T2_Player1,T2_Player2,T2_Player3,T2_Player4,T2_Player5,Team1_Score,Team2_Score,Map
DETONA,DETONA,hardzao,tiburci0,vsm,prt,GUTO22,Imperial,shz,tifa,dzt,zqkS,SHOOWTiME,Dust2
Imperial,DETONA,vsm,hardzao,tiburci0,GUTO22,prt,Imperial,zqkS,SHOOWTiME,dzt,tifa,shz,Inferno
Bravado,Bravado,JT,Fadey,Sonic,Detrony,ELUSIVE,Test Takers,mitch,TenZ,shinobi,ptr,RZU,Inferno
Test Takers,Bravado,Sonic,ELUSIVE,Detrony,JT,Fadey,Test Takers,ptr,mitch,TenZ,shinobi,RZU,Dust2
Test Takers,Bravado,Detrony,Fadey,Sonic,JT,ELUSIVE,Test Takers,ptr,TenZ,mitch,RZU,shinobi,Train
ORDER,Chiefs,IyeN,InfrequeNt,pecks,MoeycQ,JD,ORDER,emagine,INS,zeph,aliStair,Hatz,Inferno
Chiefs,Chiefs,MoeycQ,InfrequeNt,pecks,JD,IyeN,ORDER,emagine,INS,Hatz,aliStair,zeph,Overpass
Chiefs,Chiefs,InfrequeNt,MoeycQ,pecks,JD,IyeN,ORDER,INS,aliStair,zeph,emagine,Hatz,Mirage
ORDER,Chiefs,IyeN,JD,pecks,InfrequeNt,MoeycQ,ORDER,Hatz,INS,zeph,aliStair,emagine,Train
Sharks,G2,Lucky,shox,bodyy,kennyS,JaCkz,Sharks,nak,leo_drk,RCF,exit,jnt,Train
G2,G2,kennyS,bodyy,Lucky,JaCkz,shox,Sharks,leo_drk,RCF,exit,nak,jnt,Dust2
G2,G2,JaCkz,Lucky,kennyS,bodyy,shox,Sharks,leo_drk,jnt,exit,nak,RCF,Nuke
Dark Tigers,eSuba,SHOCK,ZEDKO,Fraged,Pechyn,HenkkyG,Dark Tigers,CaNNiE,EYO,beastik,NIO,Tomkeejs,Cache
Dark Tigers,eSuba,ZEDKO,HenkkyG,SHOCK,Pechyn,Fraged,Dark Tigers,NIO,EYO,Tomkeejs,beastik,CaNNiE,Overpass
expert,Sprout,PERCY,NaToSaphiX,faveN,denis,Spiidi,expert,alexRr,kressy,syken,ScrunK,LyGHT,Cache
expert,Sprout,PERCY,denis,NaToSaphiX,Spiidi,faveN,expert,alexRr,kressy,syken,ScrunK,LyGHT,Inferno
MIBR,FaZe,NiKo,olofmeister,rain,karrigan,GuardiaN,MIBR,coldzera,Stewie2K,FalleN,swag,tarik,Mirage
Astralis,Astralis,device,dupreeh,Magisk,Xyp9x,gla1ve,NIP,REZ,f0rest,GeT_RiGhT,Lekr0,dennis,Overpass
Natus Vincere,Natus Vincere,s1mple,electronic,flamie,Edward,Zeus,Cloud9,refrezh,autimatic,flusha,RUSH,kioShiMa,Overpass
GUNRUNNERS,GUNRUNNERS,frozen,DEV7L,queztone,fredi,The eLiVe,eSuba,ZEDKO,Fraged,Pechyn,SHOCK,HenkkyG,Dust2
eSuba,GUNRUNNERS,naturaL,The eLiVe,fredi,frozen,queztone,eSuba,SHOCK,ZEDKO,Fraged,HenkkyG,Pechyn,Inferno
Dark Tigers,Brute,leckr,MAXX.,Tusi,capseN,AJTT,Dark Tigers,NIO,EYO,beastik,CaNNiE,Tomkeejs,Mirage
Dark Tigers,Brute,capseN,MAXX.,leckr,Tusi,AJTT,Dark Tigers,beastik,NIO,Tomkeejs,EYO,CaNNiE,Nuke
Dark Tigers,Brute,AJTT,MAXX.,capseN,leckr,Tusi,Dark Tigers,beastik,NIO,EYO,CaNNiE,Tomkeejs,Overpass
forZe,forZe,almazer,xsepower,Jerry,facecrack,FL1T,fnatic,Xizt,Brollan,JW,twist,KRIMZ,Mirage
fnatic,forZe,facecrack,Jerry,FL1T,almazer,xsepower,fnatic,KRIMZ,JW,Xizt,Brollan,twist,Overpass
fnatic,forZe,facecrack,xsepower,FL1T,Jerry,almazer,fnatic,KRIMZ,Brollan,twist,Xizt,JW,Inferno
Astralis,Astralis,Magisk,gla1ve,dupreeh,Xyp9x,device,MIBR,tarik,FalleN,coldzera,Stewie2K,swag,Inferno
FaZe,FaZe,olofmeister,NiKo,karrigan,GuardiaN,rain,Natus Vincere,s1mple,electronic,flamie,Zeus,Edward,Inferno
Cloud9,NIP,f0rest,REZ,dennis,GeT_RiGhT,Lekr0,Cloud9,autimatic,flusha,refrezh,kioShiMa,RUSH,Overpass
MIKSTURA,MIKSTURA,Luz,byali,Sidney,Sobol,EXUS,AGO,SZPERO,Furlan,kaper,GruBy,phr,Cache
MIKSTURA,MIKSTURA,EXUS,Sobol,Luz,byali,Sidney,AGO,GruBy,Furlan,kaper,SZPERO,phr,Mirage
AGO,MIKSTURA,Sidney,byali,EXUS,Sobol,Luz,AGO,Furlan,GruBy,SZPERO,kaper,phr,Dust2
MIBR,MIBR,coldzera,tarik,swag,Stewie2K,FalleN,Natus Vincere,s1mple,flamie,Zeus,Edward,electronic,Mirage
Cloud9,Astralis,Magisk,dupreeh,Xyp9x,gla1ve,device,Cloud9,RUSH,kioShiMa,flusha,autimatic,refrezh,Inferno
NIP,FaZe,GuardiaN,NiKo,olofmeister,rain,karrigan,NIP,GeT_RiGhT,dennis,REZ,Lekr0,f0rest,Inferno
Astralis,Astralis,dupreeh,Magisk,device,gla1ve,Xyp9x,Natus Vincere,s1mple,electronic,Edward,flamie,Zeus,Overpass
Natus Vincere,Astralis,Magisk,device,Xyp9x,gla1ve,dupreeh,Natus Vincere,flamie,s1mple,Edward,electronic,Zeus,Cache
Natus Vincere,Astralis,dupreeh,Magisk,gla1ve,device,Xyp9x,Natus Vincere,s1mple,electronic,Edward,flamie,Zeus,Dust2
G2,G2,kennyS,shox,JaCkz,bodyy,Lucky,fnatic,KRIMZ,Xizt,JW,Brollan,twist,Dust2
fnatic,G2,bodyy,kennyS,Lucky,shox,JaCkz,fnatic,Xizt,Brollan,JW,twist,KRIMZ,Mirage
Giants,Movistar Riders,mixwell,alex,mopoz,SOKER,loWel,Giants,RIZZZ,rmn,MUTiRiS,fox,KILLDREAM,Overpass
Movistar Riders,Movistar Riders,loWel,mixwell,mopoz,SOKER,alex,Giants,KILLDREAM,fox,rmn,RIZZZ,MUTiRiS,Inferno
FURIA,Ghost,Subroza,WARDELL,steel,neptune,koosta,FURIA,arT,KSCERATO,yuurih,VINI,ableJ,Inferno
Ghost,Ghost,WARDELL,neptune,Subroza,koosta,steel,FURIA,yuurih,VINI,arT,KSCERATO,ableJ,Mirage
Atlas Lions,Atlas Lions,cactus,clackj,suNtouch,Kraken,RMX,eXtreme,RiglA,Riadh,SHADOW,Falez,snAkecl,Inferno
Atlas Lions,Atlas Lions,suNtouch,clackj,RMX,Kraken,cactus,eXtreme,Riadh,snAkecl,Falez,SHADOW,RiglA,Dust2
Wolsung,Wolsung,GekoNs,raw,krii,hyskeee,msn,Esi Pirmais,endicate,Sylvyrrocks,Daze,kykaho,Interex,Cache
Wolsung,Wolsung,raw,hyskeee,msn,krii,GekoNs,Esi Pirmais,endicate,Sylvyrrocks,kykaho,Interex,Daze,Inferno
Winstrike,AGO,phr,GruBy,SZPERO,kaper,Furlan,Winstrike,n0rb3r7,Kvik,WorldEdit,wayLander,Boombl4,Train
Winstrike,AGO,GruBy,SZPERO,kaper,Furlan,phr,Winstrike,WorldEdit,n0rb3r7,Boombl4,wayLander,Kvik,Dust2
NoChance,Vitality,ZywOo,RpK,apEX,Happy,NBK-,NoChance,cromen,Radifaction,nukkye,kRYSTAL,Maikelele,Dust2
Vitality,Vitality,apEX,Happy,NBK-,RpK,ZywOo,NoChance,nukkye,Maikelele,cromen,Radifaction,kRYSTAL,Overpass
Vitality,Vitality,ZywOo,NBK-,Happy,RpK,apEX,NoChance,cromen,Maikelele,Radifaction,kRYSTAL,nukkye,Inferno
Winstrike,Spirit,sdy,Dima,COLDYY1,DavCost,S0tF1k,Winstrike,wayLander,Kvik,WorldEdit,Boombl4,n0rb3r7,Nuke
Spirit,Spirit,COLDYY1,DavCost,sdy,Dima,S0tF1k,Winstrike,Boombl4,wayLander,n0rb3r7,WorldEdit,Kvik,Cache
Winstrike,Spirit,sdy,COLDYY1,DavCost,Dima,S0tF1k,Winstrike,wayLander,Boombl4,n0rb3r7,WorldEdit,Kvik,Mirage
W7M,DETONA,vsm,hardzao,prt,tiburci0,GUTO22,W7M,pancc,RMN,YJ,ryotzz,raafa,Cache
DETONA,DETONA,vsm,GUTO22,tiburci0,prt,hardzao,W7M,pancc,ryotzz,raafa,RMN,YJ,Inferno
DETONA,DETONA,tiburci0,prt,vsm,hardzao,GUTO22,W7M,raafa,RMN,YJ,pancc,ryotzz,Mirage
TeamOne,Complexity,stanislaw,ShahZaM,yay,dephh,ANDROID,TeamOne,trk,iDk,Maluk3,BIT,NikoM,Mirage
Complexity,Complexity,dephh,ShahZaM,ANDROID,stanislaw,yay,TeamOne,trk,iDk,BIT,NikoM,Maluk3,Inferno
Complexity,Complexity,dephh,stanislaw,ANDROID,ShahZaM,yay,TeamOne,BIT,NikoM,iDk,Maluk3,trk,Cache
x6tence Galaxy,HAVU,ZOREE,zehN,sAw,sLowi,RAIMOVORMISTO,x6tence Galaxy,nawwk,Plopski,BARBARR,ZINKEN,Bååten,Overpass
x6tence Galaxy,HAVU,zehN,sLowi,ZOREE,Twixie,sAw,x6tence Galaxy,nawwk,Plopski,ZINKEN,Bååten,BARBARR,Dust2
x6tence Galaxy,HAVU,zehN,sLowi,sAw,ZOREE,Twixie,x6tence Galaxy,Plopski,nawwk,Bååten,BARBARR,ZINKEN,Nuke
Bpro,SJ,Jamppi,KHRN,SADDYX,arvid,xartE,Bpro,spyleadeR,Zix,BrN,niki1,Rock1nG,Train
SJ,SJ,Jamppi,arvid,xartE,KHRN,SADDYX,Bpro,niki1,Zix,spyleadeR,BrN,Rock1nG,Mirage
SJ,SJ,Jamppi,SADDYX,arvid,xartE,KHRN,Bpro,niki1,Zix,BrN,Rock1nG,spyleadeR,Inferno
pro100,Gambit,mir,mou,Ax1Le,Dosia,dimasick,pro100,AiyvaN,kenzor,def,Flarich,YEKINDAR,Mirage
Gambit,Gambit,Ax1Le,mir,Dosia,dimasick,mou,pro100,AiyvaN,Flarich,YEKINDAR,def,kenzor,Overpass
Gambit,Gambit,Ax1Le,Dosia,dimasick,mou,mir,pro100,YEKINDAR,AiyvaN,kenzor,def,Flarich,Inferno
OpTic,OpTic,k0nfig,cajunb,Snappi,JUGi,niko,Spirit,Dima,sdy,COLDYY1,DavCost,S0tF1k,Overpass
Spirit,OpTic,JUGi,niko,k0nfig,cajunb,Snappi,Spirit,Dima,COLDYY1,sdy,DavCost,S0tF1k,Nuke
OpTic,OpTic,JUGi,Snappi,cajunb,k0nfig,niko,Spirit,S0tF1k,Dima,COLDYY1,DavCost,sdy,Mirage
Red Reserve,Red Reserve,draken,freddieb,RuStY,hampus,grux,Heroic,es3tag,MODDII,friberg,AcilioN,mertz,Nuke
Red Reserve,Red Reserve,freddieb,RuStY,grux,draken,hampus,Heroic,MODDII,friberg,AcilioN,es3tag,mertz,Overpass
Windigo,Windigo,SHiPZ,blocker,poizon,v1c7oR,bubble,HAVU,zehN,ZOREE,sAw,Twixie,sLowi,Cache
Windigo,Windigo,poizon,blocker,bubble,v1c7oR,SHiPZ,HAVU,sLowi,zehN,Twixie,ZOREE,sAw,Dust2
NOORG,DETONA,GUTO22,prt,vsm,hardzao,tiburci0,NOORG,biguzera,rood,Dropzera,f4stzin,myssen,Mirage
DETONA,DETONA,prt,hardzao,vsm,tiburci0,GUTO22,NOORG,biguzera,rood,Dropzera,myssen,f4stzin,Dust2
Rogue,FURIA,KSCERATO,yuurih,ableJ,VINI,arT,Rogue,SicK,MSL,Hiko,TENZKI,vice,Train
FURIA,FURIA,KSCERATO,arT,yuurih,ableJ,VINI,Rogue,vice,SicK,Hiko,MSL,TENZKI,Nuke
Rogue,FURIA,arT,yuurih,KSCERATO,VINI,ableJ,Rogue,SicK,MSL,TENZKI,Hiko,vice,Overpass
FTW,Baecon,fas7,Spit,SLiNKY,Demonos,brA,FTW,NOPEEJ,NABOWOW,stadodo,pr,sark,Train
FTW,Baecon,SLiNKY,brA,Demonos,fas7,Spit,FTW,pr,sark,stadodo,NOPEEJ,NABOWOW,Nuke
Vitality,Vitality,RpK,ZywOo,apEX,NBK-,Happy,G2,kennyS,Lucky,shox,bodyy,JaCkz,Overpass
G2,Vitality,Happy,ZywOo,RpK,apEX,NBK-,G2,bodyy,JaCkz,shox,Lucky,kennyS,Nuke
Vitality,Vitality,apEX,ZywOo,RpK,Happy,NBK-,G2,kennyS,Lucky,JaCkz,bodyy,shox,Mirage
OFFSET,k1ck,Misk,psh,plat,Cunha,sh1zlEE,OFFSET,Pizituh,JUST,ZELIN,zlynx,obj,Overpass
k1ck,k1ck,Cunha,plat,psh,sh1zlEE,Misk,OFFSET,ZELIN,JUST,zlynx,Pizituh,obj,Inferno
Virtus.pro,Virtus.pro,snatchie,NEO,pashaBiceps,morelz,MICHU,AGO,phr,GruBy,Furlan,SZPERO,kaper,Overpass
Virtus.pro,Virtus.pro,pashaBiceps,NEO,morelz,snatchie,MICHU,AGO,SZPERO,Furlan,phr,GruBy,kaper,Mirage
Vega Squadron,Vitality,apEX,ZywOo,Happy,RpK,NBK-,Vega Squadron,chopper,tonyblack,hutji,jR,crush,Inferno
Vega Squadron,Vitality,ZywOo,NBK-,apEX,RpK,Happy,Vega Squadron,jR,tonyblack,hutji,chopper,crush,Mirage
SJ,NoChance,kRYSTAL,Maikelele,ScreaM,nukkye,Radifaction,SJ,arvid,SADDYX,Jamppi,KHRN,xartE,Inferno
SJ,NoChance,kRYSTAL,ScreaM,Radifaction,nukkye,Maikelele,SJ,KHRN,arvid,Jamppi,SADDYX,xartE,Mirage
SJ,NoChance,ScreaM,Radifaction,nukkye,Maikelele,kRYSTAL,SJ,xartE,Jamppi,KHRN,SADDYX,arvid,Cache
Baecon,Baecon,Spit,fas7,brA,SLiNKY,Demonos,OFFSET,ZELIN,zlynx,obj,Pizituh,JUST,Mirage
OFFSET,Baecon,SLiNKY,Demonos,fas7,brA,Spit,OFFSET,JUST,zlynx,ZELIN,obj,Pizituh,Overpass
HAVU,GUNRUNNERS,frozen,queztone,The eLiVe,DEV7L,ZEDKO,HAVU,sLowi,zehN,Twixie,sAw,ZOREE,Dust2
HAVU,GUNRUNNERS,queztone,DEV7L,frozen,The eLiVe,ZEDKO,HAVU,zehN,Twixie,ZOREE,sAw,sLowi,Mirage
ALTERNATE aTTaX,ALTERNATE aTTaX,HECTOz,k1to,Console,stfN,enkay J,Sprout,denis,Spiidi,NaToSaphiX,faveN,PERCY,Dust2
Sprout,ALTERNATE aTTaX,enkay J,k1to,stfN,HECTOz,Console,Sprout,PERCY,faveN,denis,Spiidi,NaToSaphiX,Mirage
Red Reserve,Spirit,sdy,DavCost,Dima,COLDYY1,S0tF1k,Red Reserve,hampus,draken,freddieb,RuStY,grux,Nuke
Spirit,Spirit,Dima,COLDYY1,S0tF1k,sdy,DavCost,Red Reserve,hampus,RuStY,draken,freddieb,grux,Dust2
Vitality,Vitality,ZywOo,NBK-,Happy,RpK,apEX,AVANGAR,Jame,Qikert,buster,KrizzeN,fitch,Dust2
AVANGAR,Vitality,ZywOo,NBK-,apEX,Happy,RpK,AVANGAR,Qikert,fitch,KrizzeN,Jame,buster,Inferno
AVANGAR,Vitality,apEX,NBK-,RpK,Happy,ZywOo,AVANGAR,Jame,buster,KrizzeN,Qikert,fitch,Mirage
Black Horus,Rejected,akz,Klauss,LEEROY,fara,rochet,Black Horus,mta!,Siven,kraizzzz,7omsinho,cmd1,Inferno
Rejected,Rejected,fara,rochet,akz,Klauss,LEEROY,Black Horus,kraizzzz,Siven,7omsinho,mta!,cmd1,Cache
Beyond,Beyond,JohnOlsen,veta,RoLEX,TOR,bnwGiggs,D13,shinobi,rate,sKINEE,tamir,world,Train
D13,CyberZen,tb,HZ,bottle,Savage,Viva,D13,sKINEE,shinobi,rate,tamir,world,Inferno
D13,D13,tamir,shinobi,rate,world,sKINEE,GOSU,Jinx,HSK,stax,Lakia,SeokE,Nuke
GOSU,D13,sKINEE,world,rate,shinobi,tamir,GOSU,Jinx,SeokE,HSK,stax,Lakia,Mirage
GOSU,D13,rate,tamir,shinobi,sKINEE,world,GOSU,stax,Jinx,HSK,SeokE,Lakia,Train
Spirit,Spirit,COLDYY1,sdy,Dima,DavCost,S0tF1k,Vitality,apEX,ZywOo,RpK,NBK-,Happy,Dust2
Vitality,Spirit,COLDYY1,Dima,DavCost,sdy,S0tF1k,Vitality,apEX,ZywOo,NBK-,RpK,Happy,Inferno
Vitality,Spirit,Dima,COLDYY1,DavCost,sdy,S0tF1k,Vitality,ZywOo,Happy,NBK-,RpK,apEX,Mirage
AGO,3DMAX,JiNKZ,Davidp,hAdji,Maka,VKLL,AGO,SZPERO,Furlan,GruBy,kaper,phr,Inferno
3DMAX,3DMAX,hAdji,Davidp,Maka,VKLL,JiNKZ,AGO,phr,SZPERO,Furlan,GruBy,kaper,Dust2
Valiance,Sprout,faveN,Spiidi,PERCY,denis,NaToSaphiX,Valiance,ottoNd,nexa,EspiranTo,huNter-,LETN1,Train
Valiance,Sprout,faveN,NaToSaphiX,denis,Spiidi,PERCY,Valiance,EspiranTo,LETN1,huNter-,nexa,ottoNd,Dust2
Energy,Bravado,Detrony,JT,ELUSIVE,Sonic,Fadey,Energy,blackpoisoN,kanii,MisteM,Domsterr,flexeeee,Dust2
Bravado,Bravado,Sonic,Fadey,JT,ELUSIVE,Detrony,Energy,Domsterr,MisteM,flexeeee,blackpoisoN,kanii,Mirage
AGO,AGO,GruBy,SZPERO,Furlan,phr,kaper,Windigo,SHiPZ,blocker,bubble,poizon,v1c7oR,Cache
Windigo,AGO,kaper,GruBy,SZPERO,Furlan,phr,Windigo,SHiPZ,poizon,blocker,v1c7oR,bubble,Overpass
Penn State,Penn State,magister,TheSoaringEagle,scav,swiTch,Memoriuhl,7evenChapters,Duck,kilroy,DreamZ,Jakeski,ohai,Mirage
can't believe she took the kids,FURIA,VINI,yuurih,KSCERATO,arT,ableJ,can't believe she took the kids,dragooon,helly,Hollywood,1kyle,FRIZZY,Cache
ViCi,ViCi,Freeman,Kaze,aumaN,zhokiNg,advent,EHOME,SLOWLY,Lamplight,DeStRoYeR,Marek,Insane,Mirage
Penn State,Penn State,swiTch,Memoriuhl,TheSoaringEagle,scav,magister,7evenChapters,Duck,DreamZ,ohai,Jakeski,kilroy,Inferno
Sparta,ViCi,Freeman,Kaze,advent,zhokiNg,aumaN,Sparta,V4D1M,FIOURN,Koshak,nightsama,Ethan,Inferno
Sparta,ViCi,advent,Freeman,zhokiNg,aumaN,Kaze,Sparta,V4D1M,Koshak,nightsama,FIOURN,Ethan,Overpass
ViCi,Flash,Attacker,ayaya,LOVEYY,Summer,Karsa,ViCi,aumaN,Kaze,advent,zhokiNg,Freeman,Inferno
Flash,Flash,Karsa,Summer,ayaya,Attacker,LOVEYY,ViCi,zhokiNg,aumaN,Kaze,Freeman,advent,Mirage
NotStoned,NotStoned,SENER1,mtL,elllement,HaylamaN,favorite,NASR,Nami,k1tkat,havoK,breAker,kAzoo,Mirage
NASR,NotStoned,HaylamaN,elllement,SENER1,mtL,favorite,NASR,k1tkat,havoK,kAzoo,breAker,Nami,Overpass
NotStoned,NotStoned,SENER1,mtL,HaylamaN,elllement,favorite,NASR,k1tkat,breAker,havoK,Nami,kAzoo,Inferno
K23,ProdigY,ALIK,SANJI,TIMURKAj,d0NiNja,d0Za_L,K23,mou,neaLaN,AdreN,Hobbit,flAme,Inferno
ProdigY,ProdigY,SANJI,d0Za_L,ALIK,d0NiNja,TIMURKAj,K23,mou,Hobbit,AdreN,flAme,neaLaN,Overpass
Defusekids,Izako Boars,RETO,tecek,nawrot,Hyper,matty,Defusekids,G1DO,claeys,DENZSTOU,v1N,FASHR,Nuke
Defusekids,Izako Boars,tecek,Hyper,RETO,matty,nawrot,Defusekids,FASHR,claeys,v1N,DENZSTOU,G1DO,Overpass
mCon,Izako Boars,tecek,RETO,nawrot,Hyper,matty,mCon,kzealos,ketchup,luosrevo,Teddy,yNc,Mirage
mCon,Izako Boars,Hyper,matty,tecek,nawrot,RETO,mCon,kzealos,yNc,ketchup,Teddy,luosrevo,Train
Fragging for Andy,FURIA,VINI,arT,KSCERATO,yuurih,ableJ,Fragging for Andy,wrath,vSa,aproto,Spongey,Oderus,Mirage
Fragging for Andy,FURIA,VINI,KSCERATO,yuurih,arT,ableJ,Fragging for Andy,Spongey,vSa,wrath,Oderus,aproto,Train
Bravado,Bravado,Detrony,Fadey,Sonic,ELUSIVE,JT,Signify,crazyguy,DeathMakeR,yb,Ace,Marzil,Dust2
Bravado,Bravado,Detrony,Sonic,ELUSIVE,Fadey,JT,Signify,Ace,DeathMakeR,crazyguy,Marzil,yb,Mirage
Energy,Bravado,Sonic,ELUSIVE,JT,Detrony,Fadey,Energy,Domsterr,blackpoisoN,kanii,MisteM,flexeeee,Inferno
Bravado,Signify,Marzil,yb,crazyguy,DeathMakeR,Ace,Bravado,Detrony,Fadey,Sonic,JT,ELUSIVE,Inferno
Bravado,Signify,crazyguy,DeathMakeR,Ace,Marzil,yb,Bravado,JT,Sonic,Detrony,ELUSIVE,Fadey,Train
Signify,Signify,Ace,yb,crazyguy,DeathMakeR,Marzil,Bravado,Detrony,Sonic,Fadey,JT,ELUSIVE,Dust2
DreamEaters,Unique,fenvicious,R0b3n,FANAT ROCKA,uNdo,PASHANOJ,DreamEaters,speed4k,Forester,Krad,Leo,kinqie,Train
DreamEaters,Unique,R0b3n,PASHANOJ,FANAT ROCKA,fenvicious,uNdo,DreamEaters,Krad,Leo,kinqie,Forester,speed4k,Inferno
Izako Boars,Exalty,Fred,Ninis,katop,roden,DARKY,Izako Boars,tecek,nawrot,matty,RETO,Hyper,Nuke
Exalty,Exalty,roden,DARKY,Fred,katop,Ninis,Izako Boars,nawrot,matty,RETO,tecek,Hyper,Mirage
FURIA,Singularity,food,Zellsis,ryann,vanity,oSee,FURIA,KSCERATO,VINI,yuurih,arT,ableJ,Cache
FURIA,Singularity,food,oSee,vanity,Zellsis,ryann,FURIA,yuurih,arT,KSCERATO,VINI,ableJ,Overpass
Singularity,Singularity,vanity,Zellsis,food,oSee,ryann,FURIA,KSCERATO,arT,VINI,yuurih,ableJ,Nuke
GUNRUNNERS,GUNRUNNERS,ZEDKO,naturaL,The eLiVe,DEV7L,queztone,Izako Boars,tecek,RETO,matty,Hyper,nawrot,Inferno
Izako Boars,GUNRUNNERS,queztone,naturaL,DEV7L,ZEDKO,The eLiVe,Izako Boars,RETO,nawrot,Hyper,matty,tecek,Mirage
GUNRUNNERS,GUNRUNNERS,queztone,DEV7L,naturaL,ZEDKO,The eLiVe,Izako Boars,Hyper,tecek,nawrot,RETO,matty,Overpass
FURIA,FURIA,KSCERATO,VINI,yuurih,arT,ableJ,Drip or Drown,dazzLe,neptune,WARDELL,bee,dapr,Train
Drip or Drown,FURIA,VINI,yuurih,KSCERATO,arT,ableJ,Drip or Drown,WARDELL,dazzLe,dapr,bee,neptune,Mirage
FURIA,FURIA,KSCERATO,VINI,yuurih,ableJ,arT,Drip or Drown,neptune,WARDELL,dazzLe,dapr,bee,Inferno
Unique,Underdogs,zorte,Polt,la3euka,TRAVIS,kamaz1k,Unique,PASHANOJ,R0b3n,uNdo,FANAT ROCKA,fenvicious,Dust2
Unique,Underdogs,zorte,Polt,la3euka,kamaz1k,TRAVIS,Unique,R0b3n,FANAT ROCKA,PASHANOJ,uNdo,fenvicious,Train
Unique,Underdogs,TRAVIS,la3euka,Polt,kamaz1k,zorte,Unique,FANAT ROCKA,PASHANOJ,fenvicious,R0b3n,uNdo,Mirage
Syman,Syman,iDISBALANCE,Perfecto,t0rick,SANJI,neaLaN,Unique,FANAT ROCKA,R0b3n,PASHANOJ,uNdo,fenvicious,Mirage
Unique,Syman,Perfecto,neaLaN,iDISBALANCE,t0rick,SANJI,Unique,PASHANOJ,fenvicious,FANAT ROCKA,uNdo,R0b3n,Overpass
Unique,Syman,SANJI,t0rick,neaLaN,iDISBALANCE,Perfecto,Unique,R0b3n,PASHANOJ,FANAT ROCKA,uNdo,fenvicious,Train
Duck Nutz,Black Horus,mta!,7omsinho,cmd1,Siven,kraizzzz,Duck Nutz,elemeNt,wkN,Tio,D1E,vicktor,Mirage
Black Horus,Black Horus,kraizzzz,Siven,mta!,cmd1,7omsinho,Duck Nutz,elemeNt,Tio,vicktor,wkN,D1E,Inferno
D13,D13,sKINEE,hasteka,shinobi,tamir,world,5POWER,kabal,dobu,xiaosaGe,QKA,shuadapai,Train
5POWER,D13,tamir,shinobi,world,sKINEE,hasteka,5POWER,QKA,kabal,shuadapai,dobu,xiaosaGe,Mirage
DreamEaters,Unique,fenvicious,R0b3n,uNdo,PASHANOJ,FANAT ROCKA,DreamEaters,Krad,svyat,kinqie,speed4k,Forester,Cache
DreamEaters,Unique,R0b3n,fenvicious,uNdo,FANAT ROCKA,PASHANOJ,DreamEaters,Krad,speed4k,kinqie,svyat,Forester,Mirage
CyberZen,CyberZen,HZ,Viva,tb,bottle,Savage,D13,shinobi,tamir,sKINEE,hasteka,world,Train
D13,CyberZen,Savage,Viva,HZ,tb,bottle,D13,tamir,sKINEE,hasteka,shinobi,world,Dust2
pro100,Unique,FANAT ROCKA,fenvicious,R0b3n,uNdo,PASHANOJ,pro100,YEKINDAR,AiyvaN,Flarich,kenzor,def,Nuke
Unique,Unique,PASHANOJ,R0b3n,fenvicious,uNdo,FANAT ROCKA,pro100,YEKINDAR,AiyvaN,Flarich,kenzor,def,Mirage
pro100,Unique,uNdo,R0b3n,PASHANOJ,FANAT ROCKA,fenvicious,pro100,AiyvaN,YEKINDAR,Flarich,def,kenzor,Inferno
K23,NorBant,SNk,kamaz1k,rmn,DiE,Jammie,K23,mou,Hobbit,AdreN,flAme,neaLaN,Overpass
K23,NorBant,kamaz1k,DiE,SNk,Jammie,rmn,K23,mou,Hobbit,flAme,AdreN,neaLaN,Mirage
x-kom,PACT,mhL,Vegi,darko,Miki,Sidney,x-kom,Goofy,oskarish,jedqr,STOMP,mono,Inferno
x-kom,PACT,mhL,Vegi,Sidney,Miki,darko,x-kom,STOMP,Goofy,mono,jedqr,oskarish,Mirage
AGO,AGO,kaper,Furlan,phr,SZPERO,GruBy,expert,Andyy,ScrunK,alexRr,syken,JDC,Inferno
AGO,AGO,SZPERO,phr,Furlan,kaper,GruBy,expert,Andyy,JDC,syken,alexRr,ScrunK,Train
ALTERNATE aTTaX,ALTERNATE aTTaX,slaxz-,stfN,mantuu,kressy,DuDe,HAVU,sAw,Twixie,ZOREE,disturbed,zehN,Cache
ALTERNATE aTTaX,ALTERNATE aTTaX,slaxz-,kressy,mantuu,stfN,DuDe,HAVU,Twixie,ZOREE,zehN,sAw,disturbed,Train
ViCi,Vega Squadron,jR,crush,hutji,tonyblack,chopper,ViCi,Freeman,advent,aumaN,Kaze,zhokiNg,Inferno
AGO,AGO,phr,SZPERO,GruBy,kaper,Furlan,NeverPlay,crisby,DeniMM,maRky,Kirby,kzy,Inferno
Bpro,Bpro,Zix,niki1,Rock1nG,dennyslaw,NK4Y,Spirit,COLDYY1,sdy,S0tF1k,DavCost,Dima,Inferno
Izako Boars,Izako Boars,tecek,Patitek,matty,nawrot,NEEX,Tricked,acoR,snedker,glace,b0RUP,Lukki,Dust2
PACT,PACT,MOLSI,Vegi,ToM223,lunAtic,darko,forZe,almazer,xsepower,facecrack,Jerry,FL1T,Mirage
forZe,PACT,MOLSI,lunAtic,ToM223,darko,Vegi,forZe,FL1T,xsepower,Jerry,almazer,facecrack,Overpass
