Date,Teams,Score,Map,Event,Series
6-2-19,"['The Fundamentals', 'Fragging for Andy']","['16', '14']",Cache,ESEA MDL Season 30 North America,18911
6-2-19,"['Spacestation', 'iNTACT']","['16', '13']",Nuke,ESEA MDL Season 30 North America,18910
6-2-19,"['Singularity', 'Infamous']","['13', '16']",Nuke,ESEA MDL Season 30 North America,18909
6-2-19,"['TeamOne', 'Denial']","['19', '17']",Mirage,ESEA MDL Season 30 North America,18908
6-2-19,"['Tainted Minds', 'ORDER']","['5', '16']",Train,ESEA MDL Season 30 Australia,18907
6-2-19,"['Ground Zero', 'Tainted Minds']","['5', '16']",Mirage,ESEA MDL Season 30 Australia,18906
6-2-19,"['PC419', 'Paradox']","['3', '16']",Dust2,ESEA MDL Season 30 Australia,18905
6-2-19,"['Ground Zero', 'Off The Grid']","['16', '4']",Mirage,ESEA MDL Season 30 Australia,18904
6-2-19,"['PopoutBoyz', 'Tainted Minds']","['4', '16']",Dust2,ESEA MDL Season 30 Australia,18903
6-2-19,"['Heroic', 'North']","['16', '8']",Mirage,GG.BET ICE Challenge,18902
6-2-19,"['Heroic', 'North']","['11', '16']",Nuke,GG.BET ICE Challenge,18902
6-2-19,"['North', 'Heroic']","['16', '8']",Train,GG.BET ICE Challenge,18902
6-2-19,"['x-kom', 'Chaos']","['10', '16']",Overpass,LOOT.BET Season 1,18901
6-2-19,"['x-kom', 'Chaos']","['19', '22']",Train,LOOT.BET Season 1,18901
6-2-19,"['OpTic', 'G2']","['5', '16']",Dust2,IEM Sydney 2019 Europe Closed Qualifier,18900
6-2-19,"['G2', 'OpTic']","['16', '6']",Inferno,IEM Sydney 2019 Europe Closed Qualifier,18900
6-2-19,"['HellRaisers', 'forZe']","['12', '16']",Mirage,IEM Sydney 2019 Europe Closed Qualifier,18899
6-2-19,"['forZe', 'HellRaisers']","['11', '16']",Overpass,IEM Sydney 2019 Europe Closed Qualifier,18899
6-2-19,"['HellRaisers', 'forZe']","['16', '12']",Train,IEM Sydney 2019 Europe Closed Qualifier,18899
6-2-19,"['BIG', 'Valiance']","['13', '16']",Mirage,IEM Sydney 2019 Europe Closed Qualifier,18898
6-2-19,"['Valiance', 'BIG']","['9', '16']",Dust2,IEM Sydney 2019 Europe Closed Qualifier,18898
6-2-19,"['BIG', 'Valiance']","['16', '10']",Train,IEM Sydney 2019 Europe Closed Qualifier,18898
6-2-19,"['AVANGAR', 'Natus Vincere']","['19', '17']",Overpass,GG.BET ICE Challenge,18897
6-2-19,"['AVANGAR', 'Natus Vincere']","['8', '16']",Dust2,GG.BET ICE Challenge,18897
6-2-19,"['AVANGAR', 'Natus Vincere']","['14', '16']",Mirage,GG.BET ICE Challenge,18897
6-2-19,"['3DMAX', 'North']","['16', '8']",Dust2,IEM Sydney 2019 Europe Closed Qualifier,18896
6-2-19,"['unknown', 'AGO']","['16', '9']",Overpass,LOOT.BET HotShot Series Season 1,18895
6-2-19,"['unknown', 'AGO']","['7', '16']",Train,LOOT.BET HotShot Series Season 1,18895
6-2-19,"['AGO', 'unknown']","['14', '16']",Inferno,LOOT.BET HotShot Series Season 1,18895
6-2-19,"['Tricked', 'x6tence Galaxy']","['4', '16']",Mirage,United Masters League,18894
6-2-19,"['x6tence Galaxy', 'Tricked']","['16', '4']",Overpass,United Masters League,18894
6-2-19,"['expert', 'ENCE']","['2', '16']",Dust2,ESEA MDL Season 30 Europe,18893
6-2-19,"['Nemiga', 'Chaos']","['16', '4']",Dust2,OGA Counter PIT Season 4,18892
6-2-19,"['Nemiga', 'Chaos']","['7', '16']",Overpass,OGA Counter PIT Season 4,18892
6-2-19,"['Chaos', 'Nemiga']","['16', '9']",Mirage,OGA Counter PIT Season 4,18892
6-2-19,"['BIG', 'HellRaisers']","['16', '11']",Mirage,IEM Sydney 2019 Europe Closed Qualifier,18891
6-2-19,"['HellRaisers', 'BIG']","['16', '8']",Dust2,IEM Sydney 2019 Europe Closed Qualifier,18891
6-2-19,"['BIG', 'HellRaisers']","['16', '4']",Cache,IEM Sydney 2019 Europe Closed Qualifier,18891
6-2-19,"['3DMAX', 'G2']","['13', '16']",Train,IEM Sydney 2019 Europe Closed Qualifier,18890
6-2-19,"['G2', '3DMAX']","['7', '16']",Inferno,IEM Sydney 2019 Europe Closed Qualifier,18890
6-2-19,"['3DMAX', 'G2']","['16', '10']",Cache,IEM Sydney 2019 Europe Closed Qualifier,18890
6-2-19,"['LDLC', 'Vexed']","['16', '10']",Cache,United Masters League,18889
6-2-19,"['Vexed', 'LDLC']","['16', '8']",Inferno,United Masters League,18889
6-2-19,"['Windigo', 'NoChance']","['7', '16']",Mirage,LOOT.BET HotShot Series Season 1,18888
6-2-19,"['NoChance', 'Windigo']","['16', '8']",Dust2,LOOT.BET HotShot Series Season 1,18888
6-2-19,"['AGO', 'Epsilon']","['8', '16']",Inferno,LOOT.BET HotShot Series Season 1,18887
6-2-19,"['AGO', 'Epsilon']","['16', '7']",Train,LOOT.BET HotShot Series Season 1,18887
6-2-19,"['Epsilon', 'AGO']","['14', '16']",Cache,LOOT.BET HotShot Series Season 1,18887
6-2-19,"['expert', 'x-kom']","['16', '9']",Nuke,OGA Counter PIT Season 4,18886
6-2-19,"['expert', 'x-kom']","['14', '16']",Cache,OGA Counter PIT Season 4,18886
6-2-19,"['expert', 'x-kom']","['8', '16']",Train,OGA Counter PIT Season 4,18886
6-2-19,"['forZe', 'Valiance']","['15', '19']",Mirage,IEM Sydney 2019 Europe Closed Qualifier,18885
6-2-19,"['Luminosity', 'eUnited']","['16', '19']",Mirage,IEM Sydney 2019 North America Closed Qualifier,18884
6-2-19,"['Envy', 'Swole Patrol']","['12', '16']",Train,IEM Sydney 2019 North America Closed Qualifier,18883
6-2-19,"['Win Scrims Not Matches', 'Complexity']","['5', '16']",Dust2,IEM Sydney 2019 North America Closed Qualifier,18882
6-2-19,"['eUnited', 'Luminosity']","['16', '6']",Inferno,IEM Sydney 2019 North America Closed Qualifier,18881
6-2-19,"['Swole Patrol', 'Envy']","['16', '13']",Mirage,IEM Sydney 2019 North America Closed Qualifier,18880
6-2-19,"['Valiance', 'forZe']","['8', '16']",Inferno,IEM Sydney 2019 Europe Closed Qualifier,18879
6-2-19,"['Valiance', 'forZe']","['9', '16']",Train,IEM Sydney 2019 Europe Closed Qualifier,18879
6-2-19,"['Win Scrims Not Matches', 'Complexity']","['16', '8']",Train,IEM Sydney 2019 North America Closed Qualifier,18878
6-2-19,"['Win Scrims Not Matches', 'Complexity']","['14', '16']",Overpass,IEM Sydney 2019 North America Closed Qualifier,18878
6-2-19,"['Bad News Bears', 'Ghost']","['11', '16']",Dust2,IEM Sydney 2019 North America Closed Qualifier,18877
6-2-19,"['Bad News Bears', 'Ghost']","['13', '16']",Train,IEM Sydney 2019 North America Closed Qualifier,18877
6-2-19,"['Imperial', 'Turma do Pagode']","['16', '6']",Train,ESL LA League Season 3 - Brazil,18876
6-2-19,"['Turma do Pagode', 'Imperial']","['13', '16']",Nuke,ESL LA League Season 3 - Brazil,18876
6-2-19,"['Furious', 'Young Blood']","['16', '11']",Inferno,ESL LA League Season 3 - Southern Cone,18875
6-2-19,"['Nocturns', 'Bring It On']","['15', '15']",Cache,ESL LA League Season 3 - Southern Cone,18874
6-2-19,"['Evidence', 'paiN']","['2', '16']",Dust2,ESL LA League Season 3 - Brazil,18873
6-2-19,"['paiN', 'Evidence']","['16', '7']",Nuke,ESL LA League Season 3 - Brazil,18873
7-2-19,"['Ghost', 'eUnited']","['8', '16']",Mirage,IEM Sydney 2019 North America Closed Qualifier,18872
7-2-19,"['eUnited', 'Ghost']","['16', '14']",Nuke,IEM Sydney 2019 North America Closed Qualifier,18872
7-2-19,"['Complexity', 'Swole Patrol']","['16', '14']",Cache,IEM Sydney 2019 North America Closed Qualifier,18871
7-2-19,"['Swole Patrol', 'Complexity']","['16', '13']",Inferno,IEM Sydney 2019 North America Closed Qualifier,18871
7-2-19,"['Swole Patrol', 'Complexity']","['16', '10']",Dust2,IEM Sydney 2019 North America Closed Qualifier,18871
7-2-19,"['Furious', 'All Knights']","['14', '16']",Inferno,ESL LA League Season 3 - Southern Cone,18870
7-2-19,"['Quad', 'Nocturns']","['10', '16']",Cache,ESL LA League Season 3 - Southern Cone,18869
7-2-19,"['Luminosity', 'Bad News Bears']","['16', '14']",Dust2,IEM Sydney 2019 North America Closed Qualifier,18868
7-2-19,"['Bad News Bears', 'Luminosity']","['13', '16']",Cache,IEM Sydney 2019 North America Closed Qualifier,18868
7-2-19,"['Denial', 'MASSIVEimpact']","['16', '10']",Inferno,ESEA MDL Season 30 North America,18867
7-2-19,"['Envy', 'Win Scrims Not Matches']","['16', '13']",Dust2,IEM Sydney 2019 North America Closed Qualifier,18866
7-2-19,"['Win Scrims Not Matches', 'Envy']","['14', '16']",Mirage,IEM Sydney 2019 North America Closed Qualifier,18866
7-2-19,"['Stay Frosty', 'The Fundamentals']","['12', '16']",Inferno,ESEA MDL Season 30 North America,18865
7-2-19,"['Old Guys Club', 'Final Feature']","['16', '11']",Nuke,ESEA MDL Season 30 North America,18864
7-2-19,"['Skyfire', 'Ground Zero']","['9', '16']",Mirage,ESEA MDL Season 30 Australia,18863
7-2-19,"['Chiefs', 'Skyfire']","['16', '3']",Cache,ESEA MDL Season 30 Australia,18862
7-2-19,"['Heroic', 'Natus Vincere']","['8', '16']",Train,GG.BET ICE Challenge,18861
7-2-19,"['Heroic', 'Natus Vincere']","['16', '19']",Mirage,GG.BET ICE Challenge,18861
7-2-19,"['Chiefs', 'Paradox']","['16', '5']",Mirage,ESEA MDL Season 30 Australia,18860
7-2-19,"['Tricked', '3DMAX']","['16', '4']",Nuke,LOOT.BET HotShot Series Season 1,18859
7-2-19,"['Tricked', '3DMAX']","['8', '16']",Inferno,LOOT.BET HotShot Series Season 1,18859
7-2-19,"['3DMAX', 'Tricked']","['16', '10']",Mirage,LOOT.BET HotShot Series Season 1,18859
7-2-19,"['pro100', 'Chaos']","['19', '16']",Cache,LOOT.BET Season 1,18858
7-2-19,"['Chaos', 'pro100']","['16', '13']",Overpass,LOOT.BET Season 1,18858
7-2-19,"['Chaos', 'pro100']","['16', '14']",Inferno,LOOT.BET Season 1,18858
7-2-19,"['North', 'Natus Vincere']","['16', '14']",Dust2,GG.BET ICE Challenge,18857
7-2-19,"['North', 'Natus Vincere']","['16', '12']",Nuke,GG.BET ICE Challenge,18857
7-2-19,"['expert', 'Sprout']","['11', '16']",Dust2,United Masters League,18856
7-2-19,"['Sprout', 'expert']","['16', '11']",Inferno,United Masters League,18856
7-2-19,"['HellRaisers', 'OpTic']","['8', '16']",Mirage,IEM Sydney 2019 Europe Closed Qualifier,18855
7-2-19,"['OpTic', 'HellRaisers']","['7', '16']",Overpass,IEM Sydney 2019 Europe Closed Qualifier,18855
7-2-19,"['OpTic', 'HellRaisers']","['16', '7']",Inferno,IEM Sydney 2019 Europe Closed Qualifier,18855
7-2-19,"['G2', 'forZe']","['16', '5']",Inferno,IEM Sydney 2019 Europe Closed Qualifier,18854
7-2-19,"['forZe', 'G2']","['16', '14']",Dust2,IEM Sydney 2019 Europe Closed Qualifier,18854
7-2-19,"['G2', 'forZe']","['19', '16']",Overpass,IEM Sydney 2019 Europe Closed Qualifier,18854
7-2-19,"['AGO', 'ex-Fragsters']","['16', '8']",Train,LOOT.BET HotShot Series Season 1,18853
7-2-19,"['ex-Fragsters', 'AGO']","['6', '16']",Dust2,LOOT.BET HotShot Series Season 1,18852
7-2-19,"['Valiance', 'x6tence Galaxy']","['16', '12']",Dust2,United Masters League,18851
7-2-19,"['x6tence Galaxy', 'Valiance']","['19', '16']",Mirage,United Masters League,18851
7-2-19,"['ALTERNATE aTTaX', 'LDLC']","['16', '8']",Overpass,ESEA MDL Season 30 Europe,18850
7-2-19,"['Chaos', 'x-kom']","['16', '12']",Overpass,OGA Counter PIT Season 4,18849
7-2-19,"['Chaos', 'x-kom']","['16', '14']",Train,OGA Counter PIT Season 4,18849
7-2-19,"['BIG', '3DMAX']","['16', '3']",Inferno,IEM Sydney 2019 Europe Closed Qualifier,18848
7-2-19,"['3DMAX', 'BIG']","['19', '16']",Dust2,IEM Sydney 2019 Europe Closed Qualifier,18848
7-2-19,"['BIG', '3DMAX']","['16', '4']",Cache,IEM Sydney 2019 Europe Closed Qualifier,18848
7-2-19,"['Sprout', 'Tricked']","['12', '16']",Mirage,United Masters League,18847
7-2-19,"['Tricked', 'Sprout']","['9', '16']",Nuke,United Masters League,18847
7-2-19,"['unknown', 'x6tence Galaxy']","['7', '16']",Overpass,LOOT.BET HotShot Series Season 1,18846
7-2-19,"['unknown', 'x6tence Galaxy']","['16', '13']",Nuke,LOOT.BET HotShot Series Season 1,18846
7-2-19,"['x6tence Galaxy', 'unknown']","['11', '16']",Inferno,LOOT.BET HotShot Series Season 1,18846
7-2-19,"['DreamEaters', 'Unique']","['16', '7']",Dust2,OGA Counter PIT Season 4,18845
7-2-19,"['DreamEaters', 'Unique']","['16', '19']",Mirage,OGA Counter PIT Season 4,18845
7-2-19,"['DreamEaters', 'Unique']","['16', '6']",Inferno,OGA Counter PIT Season 4,18845
7-2-19,"['Envy', 'Ghost']","['13', '16']",Dust2,IEM Sydney 2019 North America Closed Qualifier,18844
7-2-19,"['Envy', 'Ghost']","['8', '16']",Inferno,IEM Sydney 2019 North America Closed Qualifier,18844
7-2-19,"['Complexity', 'Luminosity']","['9', '16']",Mirage,IEM Sydney 2019 North America Closed Qualifier,18843
7-2-19,"['Luminosity', 'Complexity']","['14', '16']",Cache,IEM Sydney 2019 North America Closed Qualifier,18843
7-2-19,"['Complexity', 'Luminosity']","['13', '16']",Overpass,IEM Sydney 2019 North America Closed Qualifier,18843
7-2-19,"['G2', 'OpTic']","['16', '12']",Nuke,IEM Sydney 2019 Europe Closed Qualifier,18842
7-2-19,"['G2', 'OpTic']","['22', '20']",Dust2,IEM Sydney 2019 Europe Closed Qualifier,18842
7-2-19,"['Red Reserve', 'expert']","['16', '9']",Inferno,United Masters League,18841
7-2-19,"['expert', 'Red Reserve']","['4', '16']",Cache,United Masters League,18841
7-2-19,"['DETONA', 'paiN']","['16', '12']",Inferno,ESL LA League Season 3 - Brazil,18840
7-2-19,"['paiN', 'DETONA']","['6', '16']",Train,ESL LA League Season 3 - Brazil,18840
7-2-19,"['All Knights', 'Bring It On']","['16', '11']",Inferno,ESL LA League Season 3 - Southern Cone,18839
7-2-19,"['Young Blood', 'Nocturns']","['16', '14']",Mirage,ESL LA League Season 3 - Southern Cone,18838
8-2-19,"['Sharks', 'Imperial']","['16', '8']",Inferno,ESL LA League Season 3 - Brazil,18837
8-2-19,"['Imperial', 'Sharks']","['6', '16']",Train,ESL LA League Season 3 - Brazil,18837
8-2-19,"['Swole Patrol', 'eUnited']","['16', '1']",Dust2,IEM Sydney 2019 North America Closed Qualifier,18836
8-2-19,"['Swole Patrol', 'eUnited']","['16', '10']",Inferno,IEM Sydney 2019 North America Closed Qualifier,18836
8-2-19,"['All Knights', 'Quad']","['16', '6']",Mirage,ESL LA League Season 3 - Southern Cone,18835
8-2-19,"['Denial', 'Mythic']","['11', '16']",Nuke,ESEA MDL Season 30 North America,18834
8-2-19,"['Old Guys Club', 'Mythic']","['11', '16']",Dust2,ESEA MDL Season 30 North America,18833
8-2-19,"['TeamOne', 'Stay Frosty']","['16', '6']",Inferno,ESEA MDL Season 30 North America,18832
8-2-19,"['Ghost', 'Luminosity']","['16', '7']",Overpass,IEM Sydney 2019 North America Closed Qualifier,18831
8-2-19,"['Luminosity', 'Ghost']","['16', '14']",Train,IEM Sydney 2019 North America Closed Qualifier,18831
8-2-19,"['Luminosity', 'Ghost']","['9', '16']",Inferno,IEM Sydney 2019 North America Closed Qualifier,18831
8-2-19,"['Infamous', 'Denial']","['16', '11']",Mirage,ESEA MDL Season 30 North America,18830
8-2-19,"['MASSIVEimpact', 'Stay Frosty']","['16', '10']",Mirage,ESEA MDL Season 30 North America,18829
8-2-19,"['TeamOne', 'Spacestation']","['14', '16']",Dust2,ESEA MDL Season 30 North America,18828
8-2-19,"['Chaos', 'AVANGAR']","['12', '16']",Cache,LOOT.BET Season 1,18827
8-2-19,"['AVANGAR', 'Chaos']","['16', '8']",Overpass,LOOT.BET Season 1,18827
8-2-19,"['forZe', 'NoChance']","['14', '16']",Mirage,LOOT.BET HotShot Series Season 1,18826
8-2-19,"['NoChance', 'forZe']","['16', '14']",Dust2,LOOT.BET HotShot Series Season 1,18826
8-2-19,"['G2', '3DMAX']","['16', '6']",Inferno,IEM Sydney 2019 Europe Closed Qualifier,18825
8-2-19,"['3DMAX', 'G2']","['6', '16']",Dust2,IEM Sydney 2019 Europe Closed Qualifier,18825
8-2-19,"['NoChance', 'AGO']","['16', '6']",Overpass,LOOT.BET HotShot Series Season 1,18824
8-2-19,"['NoChance', 'AGO']","['8', '16']",Cache,LOOT.BET HotShot Series Season 1,18824
8-2-19,"['NoChance', 'AGO']","['16', '9']",Mirage,LOOT.BET HotShot Series Season 1,18824
8-2-19,"['Vexed', 'HAVU']","['7', '16']",Train,United Masters League,18823
8-2-19,"['HAVU', 'Vexed']","['4', '16']",Mirage,United Masters League,18823
8-2-19,"['G2', 'BIG']","['8', '16']",Cache,IEM Sydney 2019 Europe Closed Qualifier,18822
8-2-19,"['BIG', 'G2']","['16', '12']",Dust2,IEM Sydney 2019 Europe Closed Qualifier,18822
8-2-19,"['Unicorns of Love', 'pro100']","['16', '5']",Inferno,NoxFire League Season 2,18821
8-2-19,"['Chaos', 'Unique']","['12', '16']",Cache,OGA Counter PIT Season 4,18820
8-2-19,"['Chaos', 'Unique']","['16', '12']",Train,OGA Counter PIT Season 4,18820
8-2-19,"['Chaos', 'Unique']","['7', '16']",Mirage,OGA Counter PIT Season 4,18820
8-2-19,"['Unicorns of Love', 'HoP']","['16', '5']",Cache,NoxFire League Season 2,18819
8-2-19,"['LDLC', 'x6tence Galaxy']","['10', '16']",Overpass,United Masters League,18818
8-2-19,"['LDLC', 'x6tence Galaxy']","['14', '16']",Dust2,United Masters League,18818
8-2-19,"['KoN Denmark', 'KoN Finland']","['19', '17']",Mirage,King of Nordic Season 13,18817
8-2-19,"['3DMAX', 'unknown']","['10', '16']",Overpass,LOOT.BET HotShot Series Season 1,18816
8-2-19,"['unknown', '3DMAX']","['16', '9']",Train,LOOT.BET HotShot Series Season 1,18816
8-2-19,"['x-kom', 'Red Reserve']","['16', '12']",Overpass,LOOT.BET Season 1,18815
8-2-19,"['Red Reserve', 'x-kom']","['6', '16']",Nuke,LOOT.BET Season 1,18815
8-2-19,"['eUnited', 'Ghost']","['19', '17']",Cache,IEM Sydney 2019 North America Closed Qualifier,18814
8-2-19,"['eUnited', 'Ghost']","['16', '14']",Overpass,IEM Sydney 2019 North America Closed Qualifier,18814
8-2-19,"['KoN Sweden', 'KoN Denmark']","['16', '8']",Train,King of Nordic Season 13,18813
8-2-19,"['DETONA', 'W7M']","['3', '16']",Cache,ESL LA League Season 3 - Brazil,18812
8-2-19,"['DETONA', 'W7M']","['22', '25']",Inferno,ESL LA League Season 3 - Brazil,18812
8-2-19,"['KoN Norway', 'KoN Sweden']","['16', '11']",Overpass,King of Nordic Season 13,18811
8-2-19,"['Quad', 'Bring It On']","['12', '16']",Inferno,ESL LA League Season 3 - Southern Cone,18810
8-2-19,"['All Knights', 'Young Blood']","['16', '4']",Nuke,ESL LA League Season 3 - Southern Cone,18809
9-2-19,"['Swole Patrol', 'eUnited']","['16', '14']",Inferno,IEM Sydney 2019 North America Closed Qualifier,18808
9-2-19,"['eUnited', 'Swole Patrol']","['12', '16']",Train,IEM Sydney 2019 North America Closed Qualifier,18808
9-2-19,"['Bring It On', 'Young Blood']","['15', '15']",Inferno,ESL LA League Season 3 - Southern Cone,18807
9-2-19,"['Quad', 'Furious']","['11', '16']",Inferno,ESL LA League Season 3 - Southern Cone,18806
9-2-19,"['Isurus', 'Sharks']","['16', '4']",Train,ESL LA League Season 3 - Brazil,18805
9-2-19,"['Sharks', 'Isurus']","['12', '16']",Dust2,ESL LA League Season 3 - Brazil,18805
9-2-19,"['London', 'CeX']","['16', '13']",Nuke,epic26,18804
9-2-19,"['CeX', 'London']","['14', '16']",Inferno,epic26,18804
9-2-19,"['x6tence Galaxy', 'AVANGAR']","['12', '16']",Mirage,LOOT.BET Season 1,18803
9-2-19,"['x6tence Galaxy', 'AVANGAR']","['6', '16']",Dust2,LOOT.BET Season 1,18803
9-2-19,"['DreamEaters', 'Nemiga']","['16', '9']",Dust2,QIWI Teamplay Season 3,18802
9-2-19,"['Nemiga', 'DreamEaters']","['14', '16']",Overpass,QIWI Teamplay Season 3,18802
9-2-19,"['London Slayers', 'reflex']","['16', '8']",Inferno,epic26,18801
9-2-19,"['reflex', 'London Slayers']","['3', '16']",Train,epic26,18801
9-2-19,"['Winstrike', 'HAVU']","['16', '4']",Train,LOOT.BET Season 1,18800
9-2-19,"['Winstrike', 'HAVU']","['13', '16']",Nuke,LOOT.BET Season 1,18800
9-2-19,"['HAVU', 'Winstrike']","['6', '16']",Dust2,LOOT.BET Season 1,18800
9-2-19,"['London', 'London Slayers']","['13', '16']",Overpass,epic26,18799
9-2-19,"['DreamEaters', 'Unique']","['16', '9']",Nuke,OGA Counter PIT Season 4,18798
9-2-19,"['DreamEaters', 'Unique']","['16', '5']",Overpass,OGA Counter PIT Season 4,18798
9-2-19,"['unknown', 'NoChance']","['3', '16']",Dust2,LOOT.BET HotShot Series Season 1,18797
9-2-19,"['NoChance', 'unknown']","['12', '16']",Train,LOOT.BET HotShot Series Season 1,18797
9-2-19,"['NoChance', 'unknown']","['16', '5']",Inferno,LOOT.BET HotShot Series Season 1,18797
9-2-19,"['London Slayers', 'London']","['8', '16']",Mirage,epic26,18796
9-2-19,"['London Slayers', 'London']","['16', '10']",Dust2,epic26,18796
9-2-19,"['reflex', 'Revelation']","['5', '16']",Train,epic26,18795
9-2-19,"['Revelation', 'reflex']","['6', '16']",Mirage,epic26,18795
9-2-19,"['Revelation', 'reflex']","['13', '16']",Overpass,epic26,18795
9-2-19,"['AVANGAR', 'Heavy KnockOut']","['16', '1']",Dust2,NoxFire League Season 2,18794
9-2-19,"['Windigo', 'x-kom']","['9', '16']",Cache,LOOT.BET Season 1,18793
9-2-19,"['x-kom', 'Windigo']","['14', '16']",Overpass,LOOT.BET Season 1,18793
9-2-19,"['Windigo', 'x-kom']","['13', '16']",Mirage,LOOT.BET Season 1,18793
9-2-19,"['Assault Arena', 'Niknexus']","['12', '16']",Dust2,ESL LA League Season 3 - Northern Cone,18792
9-2-19,"['Niknexus', 'Assault Arena']","['16', '4']",Mirage,ESL LA League Season 3 - Northern Cone,18792
9-2-19,"['CeX', 'Water Walkers']","['16', '14']",Overpass,epic26,18791
9-2-19,"['Water Walkers', 'CeX']","['18', '22']",Inferno,epic26,18791
9-2-19,"['All Knights', 'Furious']","['14', '16']",Dust2,ESL LA League Season 3 - Southern Cone,18790
9-2-19,"['Furious', 'All Knights']","['16', '8']",Nuke,ESL LA League Season 3 - Southern Cone,18790
9-2-19,"['Jaguar', 'In a Hurry']","['16', '2']",Train,ESL LA League Season 3 - Northern Cone,18789
9-2-19,"['In a Hurry', 'Jaguar']","['6', '16']",Dust2,ESL LA League Season 3 - Northern Cone,18789
9-2-19,"['reflex', 'CeX']","['8', '16']",Inferno,epic26,18788
9-2-19,"['CeX', 'reflex']","['6', '16']",Overpass,epic26,18788
9-2-19,"['CeX', 'reflex']","['12', '16']",Dust2,epic26,18788
10-2-19,"['Surge', 'ducc']","['16', '11']",Overpass,ESL Australia & NZ Championship Season 8 Qualifier #1,18787
10-2-19,"['Ignis', 'Absolute']","['9', '16']",Dust2,WESG 2018 Japan Finals,18786
10-2-19,"['Ignis', 'Absolute']","['2', '16']",Mirage,WESG 2018 Japan Finals,18786
10-2-19,"['London', 'reflex']","['3', '16']",Mirage,epic26,18785
10-2-19,"['reflex', 'London']","['6', '16']",Inferno,epic26,18785
10-2-19,"['London', 'reflex']","['16', '9']",Dust2,epic26,18785
10-2-19,"['Winstrike', 'Tricked']","['16', '2']",Mirage,CS.Money Premier by EM,18784
10-2-19,"['Tricked', 'Winstrike']","['12', '16']",Cache,CS.Money Premier by EM,18784
10-2-19,"['London', 'London Slayers']","['11', '16']",Train,epic26,18783
10-2-19,"['London Slayers', 'London']","['8', '16']",Inferno,epic26,18783
10-2-19,"['London Slayers', 'London']","['16', '11']",Overpass,epic26,18783
10-2-19,"['AVANGAR', 'NoChance']","['16', '11']",Dust2,LOOT.BET Season 1,18782
10-2-19,"['NoChance', 'AVANGAR']","['14', '16']",Cache,LOOT.BET Season 1,18782
10-2-19,"['x6tence Galaxy', 'Chaos']","['12', '16']",Overpass,LOOT.BET Season 1,18781
10-2-19,"['Chaos', 'x6tence Galaxy']","['16', '3']",Mirage,LOOT.BET Season 1,18781
10-2-19,"['NoChance', 'Tricked']","['11', '16']",Train,QIWI Teamplay Season 3,18780
10-2-19,"['NoChance', 'Tricked']","['16', '10']",Overpass,QIWI Teamplay Season 3,18780
10-2-19,"['NoChance', 'Tricked']","['16', '9']",Mirage,QIWI Teamplay Season 3,18780
10-2-19,"['Titan', 'VajagSalabotBehu']","['16', '11']",Dust2,Samsung GOEXANIMO CS:GO 5x5 #15,18779
10-2-19,"['VajagSalabotBehu', 'Titan']","['5', '16']",Nuke,Samsung GOEXANIMO CS:GO 5x5 #15,18779
10-2-19,"['coluant', 'Esi Pirmais']","['10', '16']",Cache,Samsung GOEXANIMO CS:GO 5x5 #15,18778
10-2-19,"['coluant', 'Esi Pirmais']","['16', '14']",Mirage,Samsung GOEXANIMO CS:GO 5x5 #15,18778
10-2-19,"['Esi Pirmais', 'coluant']","['16', '12']",Overpass,Samsung GOEXANIMO CS:GO 5x5 #15,18778
10-2-19,"['GamePub', 'SJ']","['9', '16']",Inferno,NoxFire League Season 2,18777
10-2-19,"['pro100', 'HAVU']","['16', '7']",Inferno,LOOT.BET Season 1,18776
10-2-19,"['pro100', 'HAVU']","['16', '11']",Dust2,LOOT.BET Season 1,18776
10-2-19,"['Unicorns of Love', 'GamePub']","['16', '14']",Inferno,NoxFire League Season 2,18775
10-2-19,"['Jaguar', 'Shot']","['16', '9']",Mirage,ESL LA League Season 3 - Northern Cone,18774
10-2-19,"['Shot', 'Jaguar']","['8', '16']",Train,ESL LA League Season 3 - Northern Cone,18774
10-2-19,"['Esi Pirmais', 'Titan']","['5', '16']",Overpass,Samsung GOEXANIMO CS:GO 5x5 #15,18773
10-2-19,"['Titan', 'Esi Pirmais']","['16', '4']",Mirage,Samsung GOEXANIMO CS:GO 5x5 #15,18772
10-2-19,"['FeelsBenchedMan', 'LiViD']","['16', '2']",Nuke,LAN ETS 2019,18771
10-2-19,"['LiViD', 'FeelsBenchedMan']","['12', '16']",Inferno,LAN ETS 2019,18771
10-2-19,"['Niknexus', 'FULL SEND']","['5', '16']",Train,ESL LA League Season 3 - Northern Cone,18770
10-2-19,"['Niknexus', 'FULL SEND']","['9', '16']",Cache,ESL LA League Season 3 - Northern Cone,18770
11-2-19,"['LiViD', 'Grizzlys']","['23', '25']",Mirage,LAN ETS 2019,18769
11-2-19,"['Jaguar', 'FULL SEND']","['8', '16']",Train,ESL LA League Season 3 - Northern Cone,18768
11-2-19,"['Jaguar', 'FULL SEND']","['9', '16']",Mirage,ESL LA League Season 3 - Northern Cone,18768
11-2-19,"['FeelsBenchedMan', 'Grizzlys']","['16', '7']",Inferno,LAN ETS 2019,18767
11-2-19,"['ORDER', 'Caladrius']","['16', '5']",Inferno,ESEA MDL Season 30 Australia,18766
11-2-19,"['Astral Influence', 'Ground Zero']","['7', '16']",Mirage,ESEA MDL Season 30 Australia,18765
