Date,Teams,Score,Map,Event,Series
7-4-18,"['HOLLYWOOD', 'MINLATE']","['8', '16']",Inferno,DreamHack Open Tours 2018 Europe Open Qualifier,8120
7-4-18,"['x-kom', 'GoodJob']","['16', '9']",Cobblestone,DreamHack Open Tours 2018 Europe Open Qualifier,8119
7-4-18,"['Spirit', 'TisMixGods']","['16', '13']",Cobblestone,DreamHack Open Tours 2018 Europe Open Qualifier,8118
7-4-18,"['Nturtles', 'aAa']","['9', '16']",Inferno,DreamHack Open Tours 2018 Europe Open Qualifier,8117
7-4-18,"['LDLC', 'frillkammare']","['16', '7']",Inferno,DreamHack Open Tours 2018 Europe Open Qualifier,8116
7-4-18,"['PACT', 'WEPLAY']","['22', '19']",Train,DreamHack Open Tours 2018 Europe Open Qualifier,8115
7-4-18,"['6558H', 'dAT']","['17', '19']",Mirage,DreamHack Open Tours 2018 Europe Open Qualifier,8114
7-4-18,"['x-kom', 'Spirit']","['10', '16']",Cobblestone,DreamHack Open Tours 2018 Europe Open Qualifier,8113
7-4-18,"['dAT', 'MK']","['7', '16']",Overpass,DreamHack Open Tours 2018 Europe Open Qualifier,8112
7-4-18,"['aAa', 'MINLATE']","['12', '16']",Cobblestone,DreamHack Open Tours 2018 Europe Open Qualifier,8111
7-4-18,"['PACT', 'LDLC']","['11', '16']",Overpass,DreamHack Open Tours 2018 Europe Open Qualifier,8110
7-4-18,"['ex-Tempo Storm', 'W7M']","['15', '15']",Cobblestone,ESL Latin America League Season 1,8109
7-4-18,"['North', 'HellRaisers']","['12', '16']",Mirage,Bets.net Masters,8108
7-4-18,"['North', 'HellRaisers']","['5', '16']",Cobblestone,Bets.net Masters,8108
7-4-18,"['fnatic', 'Virtus.pro']","['16', '4']",Cobblestone,ECS Season 5 Europe,8107
7-4-18,"['W7M', 'ex-Tempo Storm']","['9', '16']",Train,ESL Latin America League Season 1,8106
7-4-18,"['Furious', 'Sharks']","['8', '16']",Mirage,ESL Latin America League Season 1,8105
7-4-18,"['Virtus.pro', 'fnatic']","['11', '16']",Mirage,ECS Season 5 Europe,8104
7-4-18,"['Sharks', 'Furious']","['16', '3']",Cobblestone,ESL Latin America League Season 1,8103
7-4-18,"['FURIA', 'Wild']","['16', '11']",Mirage,ESL Latin America League Season 1,8102
7-4-18,"['Mythic', 'Gorilla Gang']","['19', '16']",Train,DreamHack Open Tours 2018 North America Open Qualifier,8101
7-4-18,"['Rogue', 'TeamOne']","['8', '16']",Train,DreamHack Open Tours 2018 North America Open Qualifier,8100
7-4-18,"['Wild', 'FURIA']","['0', '16']",Inferno,ESL Latin America League Season 1,8099
7-4-18,"['essketit', 'Swole Patrol']","['5', '16']",Cache,DreamHack Open Tours 2018 North America Open Qualifier,8098
8-4-18,"['OpTic', 'Cloud9']","['9', '16']",Inferno,ECS Season 5 North America,8097
8-4-18,"['Yeah', 'Isurus']","['3', '16']",Overpass,ESL Latin America League Season 1,8096
8-4-18,"['OpTic', 'Cloud9']","['3', '16']",Overpass,ECS Season 5 North America,8095
8-4-18,"['Isurus', 'Yeah']","['16', '12']",Nuke,ESL Latin America League Season 1,8094
8-4-18,"['SK', 'Rogue']","['16', '7']",Train,ECS Season 5 North America,8093
8-4-18,"['Dark Sided', 'Chiefs']","['2', '16']",Train,Western Digital CyberGamer Premier League Autumn 2018 Finals,8092
8-4-18,"['Chiefs', 'Dark Sided']","['19', '17']",Overpass,Western Digital CyberGamer Premier League Autumn 2018 Finals,8092
8-4-18,"['SK', 'Rogue']","['16', '6']",Mirage,ECS Season 5 North America,8091
8-4-18,"['Recca', 'Mineski']","['11', '16']",Cobblestone,ESL Pro League Season 7 SEA Closed Qualifier,8090
8-4-18,"['Recca', 'Mineski']","['16', '5']",Train,ESL Pro League Season 7 SEA Closed Qualifier,8090
8-4-18,"['Recca', 'Mineski']","['16', '12']",Mirage,ESL Pro League Season 7 SEA Closed Qualifier,8090
8-4-18,"['zxcv', 'SCARZ Absolute']","['6', '16']",Cobblestone,ZOTAC Cup Masters 2018 Japan Open Qualifier,8089
8-4-18,"['SCARZ Absolute', 'zxcv']","['16', '13']",Overpass,ZOTAC Cup Masters 2018 Japan Open Qualifier,8089
8-4-18,"['EURONICS', 'PANTHERS']","['14', '16']",Cobblestone,ESL Meisterschaft Spring 2018 Finals,8088
8-4-18,"['EURONICS', 'PANTHERS']","['16', '8']",Nuke,ESL Meisterschaft Spring 2018 Finals,8088
8-4-18,"['EURONICS', 'PANTHERS']","['16', '11']",Cache,ESL Meisterschaft Spring 2018 Finals,8088
8-4-18,"['BOOT-d[S]', 'Recca']","['16', '8']",Mirage,ESL Pro League Season 7 SEA Closed Qualifier,8087
8-4-18,"['Recca', 'BOOT-d[S]']","['12', '16']",Nuke,ESL Pro League Season 7 SEA Closed Qualifier,8087
8-4-18,"['MINLATE', 'Imperial']","['5', '16']",Cobblestone,DreamHack Open Tours 2018 Europe Closed Qualifier,8086
8-4-18,"['MINLATE', 'Imperial']","['12', '16']",Mirage,DreamHack Open Tours 2018 Europe Closed Qualifier,8086
8-4-18,"['Spirit', 'Windigo']","['6', '16']",Overpass,DreamHack Open Tours 2018 Europe Closed Qualifier,8085
8-4-18,"['Windigo', 'Spirit']","['16', '10']",Cobblestone,DreamHack Open Tours 2018 Europe Closed Qualifier,8085
8-4-18,"['LDLC', 'Quantum Bellator Fire']","['9', '16']",Inferno,DreamHack Open Tours 2018 Europe Closed Qualifier,8084
8-4-18,"['LDLC', 'Quantum Bellator Fire']","['16', '6']",Mirage,DreamHack Open Tours 2018 Europe Closed Qualifier,8084
8-4-18,"['Quantum Bellator Fire', 'LDLC']","['16', '12']",Cache,DreamHack Open Tours 2018 Europe Closed Qualifier,8084
8-4-18,"['MK', 'AGO']","['12', '16']",Overpass,DreamHack Open Tours 2018 Europe Closed Qualifier,8083
8-4-18,"['MK', 'AGO']","['19', '17']",Cache,DreamHack Open Tours 2018 Europe Closed Qualifier,8083
8-4-18,"['AGO', 'MK']","['19', '15']",Mirage,DreamHack Open Tours 2018 Europe Closed Qualifier,8083
8-4-18,"['North', 'Fragsters']","['16', '14']",Nuke,Bets.net Masters,8082
8-4-18,"['North', 'Fragsters']","['16', '6']",Overpass,Bets.net Masters,8082
8-4-18,"['ALTERNATE aTTaX', 'DIVIZON']","['16', '6']",Train,ESL Meisterschaft Spring 2018 Finals,8081
8-4-18,"['DIVIZON', 'ALTERNATE aTTaX']","['16', '7']",Mirage,ESL Meisterschaft Spring 2018 Finals,8081
8-4-18,"['ALTERNATE aTTaX', 'DIVIZON']","['13', '16']",Cobblestone,ESL Meisterschaft Spring 2018 Finals,8081
8-4-18,"['5POWER', 'GOSU']","['14', '16']",Cache,GOTV.GG Invitational #3,8080
8-4-18,"['5POWER', 'GOSU']","['12', '16']",Mirage,GOTV.GG Invitational #3,8080
8-4-18,"['Imperial', 'Windigo']","['8', '16']",Inferno,DreamHack Open Tours 2018 Europe Closed Qualifier,8079
8-4-18,"['Windigo', 'Imperial']","['13', '16']",Train,DreamHack Open Tours 2018 Europe Closed Qualifier,8079
8-4-18,"['Windigo', 'Imperial']","['6', '16']",Cache,DreamHack Open Tours 2018 Europe Closed Qualifier,8079
8-4-18,"['AGO', 'Quantum Bellator Fire']","['16', '6']",Inferno,DreamHack Open Tours 2018 Europe Closed Qualifier,8078
8-4-18,"['Quantum Bellator Fire', 'AGO']","['9', '16']",Cache,DreamHack Open Tours 2018 Europe Closed Qualifier,8078
8-4-18,"['North', 'HellRaisers']","['14', '16']",Cache,Bets.net Masters,8077
8-4-18,"['North', 'HellRaisers']","['16', '6']",Overpass,Bets.net Masters,8077
8-4-18,"['HellRaisers', 'North']","['19', '17']",Inferno,Bets.net Masters,8077
8-4-18,"['Imperial', 'AGO']","['16', '9']",Overpass,DreamHack Open Tours 2018 Europe Closed Qualifier,8076
8-4-18,"['AGO', 'Imperial']","['16', '14']",Mirage,DreamHack Open Tours 2018 Europe Closed Qualifier,8076
8-4-18,"['Imperial', 'AGO']","['10', '16']",Cache,DreamHack Open Tours 2018 Europe Closed Qualifier,8076
8-4-18,"['Yeah', 'W7M']","['16', '11']",Cache,ESL Latin America League Season 1,8075
8-4-18,"['Virtus.pro', 'Gambit']","['9', '16']",Cobblestone,ECS Season 5 Europe,8074
8-4-18,"['EURONICS', 'DIVIZON']","['14', '16']",Train,ESL Meisterschaft Spring 2018 Finals,8073
8-4-18,"['EURONICS', 'DIVIZON']","['22', '19']",Cache,ESL Meisterschaft Spring 2018 Finals,8073
8-4-18,"['DIVIZON', 'EURONICS']","['7', '16']",Nuke,ESL Meisterschaft Spring 2018 Finals,8073
8-4-18,"['Gambit', 'Virtus.pro']","['9', '16']",Train,ECS Season 5 Europe,8072
8-4-18,"['Complexity', 'Mythic']","['16', '2']",Mirage,DreamHack Open Tours 2018 North America Closed Qualifier,8071
8-4-18,"['Complexity', 'Mythic']","['16', '7']",Inferno,DreamHack Open Tours 2018 North America Closed Qualifier,8071
8-4-18,"['Splyce', 'TeamOne']","['16', '11']",Cache,DreamHack Open Tours 2018 North America Closed Qualifier,8070
8-4-18,"['Splyce', 'TeamOne']","['16', '1']",Mirage,DreamHack Open Tours 2018 North America Closed Qualifier,8070
8-4-18,"['Torqued', 'Ghost']","['16', '13']",Cobblestone,DreamHack Open Tours 2018 North America Closed Qualifier,8069
8-4-18,"['Ghost', 'Torqued']","['3', '16']",Overpass,DreamHack Open Tours 2018 North America Closed Qualifier,8069
8-4-18,"['eUnited', 'Swole Patrol']","['10', '16']",Train,DreamHack Open Tours 2018 North America Closed Qualifier,8068
8-4-18,"['eUnited', 'Swole Patrol']","['16', '10']",Cobblestone,DreamHack Open Tours 2018 North America Closed Qualifier,8068
8-4-18,"['Swole Patrol', 'eUnited']","['16', '12']",Inferno,DreamHack Open Tours 2018 North America Closed Qualifier,8068
8-4-18,"['W7M', 'Yeah']","['12', '16']",Train,ESL Latin America League Season 1,8067
8-4-18,"['Astralis', 'MOUZ']","['14', '16']",Mirage,ECS Season 5 Europe,8066
8-4-18,"['Isurus', 'Wild']","['16', '8']",Mirage,ESL Latin America League Season 1,8065
8-4-18,"['MOUZ', 'Astralis']","['7', '16']",Overpass,ECS Season 5 Europe,8064
8-4-18,"['Complexity', 'Splyce']","['12', '16']",Train,DreamHack Open Tours 2018 North America Closed Qualifier,8063
8-4-18,"['Splyce', 'Complexity']","['12', '16']",Inferno,DreamHack Open Tours 2018 North America Closed Qualifier,8063
8-4-18,"['Splyce', 'Complexity']","['9', '16']",Nuke,DreamHack Open Tours 2018 North America Closed Qualifier,8063
8-4-18,"['Furious', 'ex-Tempo Storm']","['10', '16']",Overpass,ESL Latin America League Season 1,8062
8-4-18,"['Wild', 'Isurus']","['14', '16']",Overpass,ESL Latin America League Season 1,8061
8-4-18,"['Torqued', 'Swole Patrol']","['16', '14']",Train,DreamHack Open Tours 2018 North America Closed Qualifier,8060
8-4-18,"['Torqued', 'Swole Patrol']","['10', '16']",Inferno,DreamHack Open Tours 2018 North America Closed Qualifier,8060
8-4-18,"['Swole Patrol', 'Torqued']","['11', '16']",Overpass,DreamHack Open Tours 2018 North America Closed Qualifier,8060
9-4-18,"['eUnited', 'Cloud9']","['10', '16']",Cache,ECS Season 5 North America,8059
9-4-18,"['ex-Tempo Storm', 'Furious']","['16', '1']",Train,ESL Latin America League Season 1,8058
9-4-18,"['eUnited', 'Cloud9']","['16', '12']",Inferno,ECS Season 5 North America,8057
9-4-18,"['FURIA', 'Sharks']","['16', '6']",Cobblestone,ESL Latin America League Season 1,8056
9-4-18,"['Sharks', 'FURIA']","['1', '16']",Inferno,ESL Latin America League Season 1,8055
9-4-18,"['Rogue', 'OpTic']","['16', '9']",Overpass,ECS Season 5 North America,8054
9-4-18,"['On The Run', 'Carpe Noctem']","['10', '16']",Cobblestone,ESEA Main Season 27 North America,8053
9-4-18,"['On The Run', 'Carpe Noctem']","['5', '16']",Mirage,ESEA Main Season 27 North America,8053
9-4-18,"['OpTic', 'Rogue']","['6', '16']",Train,ECS Season 5 North America,8052
9-4-18,"['Complexity', 'Torqued']","['16', '9']",Inferno,DreamHack Open Tours 2018 North America Closed Qualifier,8051
9-4-18,"['Torqued', 'Complexity']","['16', '14']",Cobblestone,DreamHack Open Tours 2018 North America Closed Qualifier,8051
9-4-18,"['Complexity', 'Torqued']","['14', '16']",Nuke,DreamHack Open Tours 2018 North America Closed Qualifier,8051
9-4-18,"['Tainted Minds', 'Corvidae']","['16', '3']",Train,ESL Pro League Season 7 Oceania Closed Qualifier,8050
9-4-18,"['Corvidae', 'Tainted Minds']","['11', '16']",Cache,ESL Pro League Season 7 Oceania Closed Qualifier,8050
9-4-18,"['Flash', '5POWER']","['16', '12']",Inferno,IEM Sydney 2018 Asian Closed Qualifier,8049
9-4-18,"['5POWER', 'Flash']","['3', '16']",Cobblestone,IEM Sydney 2018 Asian Closed Qualifier,8049
9-4-18,"['Chiefs', 'Legacy']","['16', '2']",Mirage,ESL Pro League Season 7 Oceania Closed Qualifier,8048
9-4-18,"['Legacy', 'Chiefs']","['11', '16']",Train,ESL Pro League Season 7 Oceania Closed Qualifier,8047
9-4-18,"['BOOT-d[S]', 'Signature']","['16', '8']",Mirage,IEM Sydney 2018 Asian Closed Qualifier,8046
9-4-18,"['Signature', 'BOOT-d[S]']","['6', '16']",Cache,IEM Sydney 2018 Asian Closed Qualifier,8046
9-4-18,"['Nexus', 'Bpro']","['16', '11']",Inferno,CSesport.com Cup #4,8045
9-4-18,"['Nexus', 'Bpro']","['16', '3']",Mirage,CSesport.com Cup #4,8045
9-4-18,"['Tricked', 'AGO']","['3', '16']",Mirage,Hellcase Cup 7,8044
9-4-18,"['AGO', 'Tricked']","['16', '7']",Train,Hellcase Cup 7,8044
10-4-18,"['RivaL', 'Armada']","['16', '11']",Overpass,ESEA Main Season 27 North America,8043
10-4-18,"['RivaL', 'Armada']","['16', '10']",Inferno,ESEA Main Season 27 North America,8043
10-4-18,"['Fam143', 'Glockoma']","['16', '13']",Mirage,ESEA Main Season 27 North America,8042
10-4-18,"['Fam143', 'Glockoma']","['15', '19']",Inferno,ESEA Main Season 27 North America,8042
10-4-18,"['Glockoma', 'Fam143']","['12', '16']",Train,ESEA Main Season 27 North America,8042
10-4-18,"['Whatever It Takes', 'Stacked Like Pancakes']","['9', '16']",Train,ESEA Main Season 27 North America,8041
10-4-18,"['Stacked Like Pancakes', 'Whatever It Takes']","['16', '7']",Mirage,ESEA Main Season 27 North America,8041
10-4-18,"['FURIA', 'Yeah']","['17', '19']",Mirage,ESEA Open Season 27 Brazil,8040
10-4-18,"['FURIA', 'Yeah']","['10', '16']",Inferno,ESEA Open Season 27 Brazil,8040
10-4-18,"['Tainted Minds', 'Chiefs']","['22', '20']",Cobblestone,ESL Pro League Season 7 Oceania Closed Qualifier,8039
10-4-18,"['Tainted Minds', 'Chiefs']","['16', '7']",Nuke,ESL Pro League Season 7 Oceania Closed Qualifier,8039
10-4-18,"['XCN', 'TNC']","['16', '13']",Overpass,ESEA Open Season 27 Asia-Pacific,8038
10-4-18,"['TNC', 'XCN']","['16', '12']",Inferno,ESEA Open Season 27 Asia-Pacific,8038
10-4-18,"['XCN', 'TNC']","['16', '11']",Nuke,ESEA Open Season 27 Asia-Pacific,8038
10-4-18,"['Vexed', 'EPG']","['9', '16']",Mirage,ForceDrop.net Cup 1,8037
10-4-18,"['EPG', 'Vexed']","['16', '13']",Nuke,ForceDrop.net Cup 1,8037
10-4-18,"['pro100', 'AGO']","['10', '16']",Mirage,Hellcase Cup 7,8036
10-4-18,"['pro100', 'AGO']","['14', '16']",Cache,Hellcase Cup 7,8036
10-4-18,"['HellRaisers', 'FaZe']","['7', '16']",Mirage,ESL Pro League Season 7 Europe,8035
10-4-18,"['Astralis', 'Space Soldiers']","['16', '14']",Mirage,ESL Pro League Season 7 Europe,8034
10-4-18,"['FaZe', 'HellRaisers']","['16', '12']",Cache,ESL Pro League Season 7 Europe,8033
10-4-18,"['Space Soldiers', 'Astralis']","['4', '16']",Inferno,ESL Pro League Season 7 Europe,8032
10-4-18,"['G2', 'Virtus.pro']","['16', '2']",Cache,ECS Season 5 Europe,8031
10-4-18,"['Quantum Bellator Fire', 'Tricked']","['16', '9']",Cache,Legend Series #5,8030
10-4-18,"['Quantum Bellator Fire', 'Tricked']","['16', '4']",Mirage,Legend Series #5,8030
10-4-18,"['Bpro', 'Endpoint']","['16', '14']",Train,Stream.me Gauntlet: CIS vs EU #20,8029
10-4-18,"['Bpro', 'Endpoint']","['16', '9']",Inferno,Stream.me Gauntlet: CIS vs EU #20,8029
10-4-18,"['fnatic', 'Heroic']","['16', '5']",Train,ESL Pro League Season 7 Europe,8028
10-4-18,"['MOUZ', 'Natus Vincere']","['5', '16']",Inferno,ESL Pro League Season 7 Europe,8027
10-4-18,"['Virtus.pro', 'G2']","['16', '10']",Nuke,ECS Season 5 Europe,8026
10-4-18,"['Heroic', 'fnatic']","['16', '8']",Cobblestone,ESL Pro League Season 7 Europe,8025
10-4-18,"['Windigo', 'ALTERNATE aTTaX']","['9', '16']",Inferno,Hellcase Cup 7,8024
10-4-18,"['Windigo', 'ALTERNATE aTTaX']","['14', '16']",Mirage,Hellcase Cup 7,8024
10-4-18,"['dizLown', 'Epsilon']","['5', '16']",Mirage,ESEA Main Season 27 Europe,8023
10-4-18,"['dizLown', 'Epsilon']","['16', '12']",Inferno,ESEA Main Season 27 Europe,8023
10-4-18,"['dizLown', 'Epsilon']","['5', '16']",Train,ESEA Main Season 27 Europe,8023
10-4-18,"['Natus Vincere', 'MOUZ']","['11', '16']",Nuke,ESL Pro League Season 7 Europe,8022
10-4-18,"['Ha MaSSe', 'Spirit']","['6', '16']",Nuke,Legend Series #5,8021
10-4-18,"['Spirit', 'Ha MaSSe']","['16', '4']",Cache,Legend Series #5,8021
10-4-18,"['Gambit', 'G2']","['6', '16']",Cache,ECS Season 5 Europe,8020
10-4-18,"['North', 'AGO']","['16', '5']",Cobblestone,ESL Pro League Season 7 Europe,8019
10-4-18,"['Envy', 'NIP']","['16', '14']",Cache,ESL Pro League Season 7 Europe,8018
10-4-18,"['Gambit', 'G2']","['10', '16']",Mirage,ECS Season 5 Europe,8017
10-4-18,"['AGO', 'North']","['4', '16']",Inferno,ESL Pro League Season 7 Europe,8016
10-4-18,"['NIP', 'Envy']","['8', '16']",Train,ESL Pro League Season 7 Europe,8015
11-4-18,"['OpTic', 'Complexity']","['14', '16']",Train,ECS Season 5 North America,8014
11-4-18,"['Renegades', 'NRG']","['16', '5']",Train,ESL Pro League Season 7 North America,8013
11-4-18,"['NRG', 'Renegades']","['17', '19']",Inferno,ESL Pro League Season 7 North America,8012
11-4-18,"['Complexity', 'OpTic']","['3', '16']",Inferno,ECS Season 5 North America,8011
11-4-18,"['Cloud9', 'Luminosity']","['6', '16']",Train,ECS Season 5 North America,8010
11-4-18,"['main jammers', 'Quickhands']","['8', '16']",Cobblestone,ESEA Main Season 27 North America,8009
11-4-18,"['Quickhands', 'main jammers']","['16', '10']",Mirage,ESEA Main Season 27 North America,8009
11-4-18,"['Spot Up', 'Vikings']","['11', '16']",Train,ESEA Main Season 27 North America,8008
11-4-18,"['Spot Up', 'Vikings']","['7', '16']",Overpass,ESEA Main Season 27 North America,8008
11-4-18,"['SK', 'Dignitas']","['16', '4']",Inferno,ESL Pro League Season 7 North America,8007
11-4-18,"['Luminosity', 'Cloud9']","['13', '16']",Overpass,ECS Season 5 North America,8006
11-4-18,"['FeelsUnderAgeMan', 'Hysteria']","['16', '7']",Cobblestone,ESEA Main Season 27 North America,8005
11-4-18,"['FeelsUnderAgeMan', 'Hysteria']","['16', '8']",Overpass,ESEA Main Season 27 North America,8005
11-4-18,"['Armada', 'Most Wanted']","['16', '13']",Overpass,Gfinity Winter Series 2018 North America,8004
11-4-18,"['Most Wanted', 'Armada']","['6', '16']",Mirage,Gfinity Winter Series 2018 North America,8004
11-4-18,"['SK', 'Dignitas']","['16', '4']",Cache,ESL Pro League Season 7 North America,8003
11-4-18,"['Mostly Harmless', 'Bravado']","['4', '16']",Overpass,ESEA Main Season 27 North America,8002
11-4-18,"['Bravado', 'Mostly Harmless']","['16', '3']",Inferno,ESEA Main Season 27 North America,8002
11-4-18,"['OpTic', 'Luminosity']","['16', '8']",Train,ESL Pro League Season 7 North America,8001
11-4-18,"['Luminosity', 'OpTic']","['7', '16']",Inferno,ESL Pro League Season 7 North America,8000
11-4-18,"['Lucky7', 'Chiefs']","['9', '16']",Nuke,ESL Australia & NZ Championship Season 6,7999
11-4-18,"['TYLOO', 'MVP PK']","['15', '19']",Train,IEM Sydney 2018 Asian Closed Qualifier,7998
11-4-18,"['MVP PK', 'TYLOO']","['7', '16']",Mirage,IEM Sydney 2018 Asian Closed Qualifier,7998
11-4-18,"['MVP PK', 'TYLOO']","['19', '16']",Inferno,IEM Sydney 2018 Asian Closed Qualifier,7998
11-4-18,"['R!OT', 'Ground Zero']","['3', '16']",Mirage,ESL Australia & NZ Championship Season 6,7997
11-4-18,"['Ground Zero', 'R!OT']","['16', '5']",Cache,ESL Australia & NZ Championship Season 6,7996
11-4-18,"['Chiefs', 'Lucky7']","['16', '1']",Mirage,ESL Australia & NZ Championship Season 6,7995
11-4-18,"['Carnage', 'ORDER']","['5', '16']",Mirage,ESL Australia & NZ Championship Season 6,7994
11-4-18,"['ALTERNATE aTTaX', 'PACT']","['16', '13']",Train,ESL One Belo Horizonte Europe Open Qualifier,7993
11-4-18,"['LDLC', 'Red Reserve']","['11', '16']",Inferno,ESL One Belo Horizonte Europe Open Qualifier,7992
11-4-18,"['ORDER', 'Carnage']","['16', '10']",Inferno,ESL Australia & NZ Championship Season 6,7991
11-4-18,"['LPSP', 'Imperial']","['8', '16']",Train,ESL One Belo Horizonte Europe Open Qualifier,7990
11-4-18,"['Spirit', 'ENCE']","['19', '16']",Overpass,ESL One Belo Horizonte Europe Open Qualifier,7989
11-4-18,"['Flash', 'BOOT-d[S]']","['10', '16']",Mirage,IEM Sydney 2018 Asian Closed Qualifier,7988
11-4-18,"['BOOT-d[S]', 'Flash']","['16', '7']",Overpass,IEM Sydney 2018 Asian Closed Qualifier,7988
11-4-18,"['G2', 'HellRaisers']","['16', '7']",Mirage,ESL Pro League Season 7 Europe,7987
11-4-18,"['FaZe', 'fnatic']","['16', '9']",Inferno,ESL Pro League Season 7 Europe,7986
11-4-18,"['HellRaisers', 'G2']","['16', '10']",Inferno,ESL Pro League Season 7 Europe,7985
11-4-18,"['attackiereN', 'Endpoint']","['9', '16']",Cobblestone,Gfinity Winter Series 2018 Europe,7984
11-4-18,"['Endpoint', 'attackiereN']","['14', '16']",Train,Gfinity Winter Series 2018 Europe,7984
11-4-18,"['attackiereN', 'Endpoint']","['16', '14']",Inferno,Gfinity Winter Series 2018 Europe,7984
11-4-18,"['fnatic', 'FaZe']","['16', '5']",Overpass,ESL Pro League Season 7 Europe,7983
11-4-18,"['Gambit', 'FaZe']","['2', '16']",Mirage,ECS Season 5 Europe,7982
11-4-18,"['AGO', 'Envy']","['13', '16']",Cobblestone,ESL Pro League Season 7 Europe,7981
11-4-18,"['Astralis', 'Natus Vincere']","['16', '19']",Train,ESL Pro League Season 7 Europe,7980
11-4-18,"['Imperial', 'AVANGAR']","['16', '3']",Mirage,ForceDrop.net Cup 1,7979
11-4-18,"['AVANGAR', 'Imperial']","['9', '16']",Inferno,ForceDrop.net Cup 1,7979
11-4-18,"['Bravado', 'Swole Patrol']","['16', '7']",Train,ESL One Belo Horizonte North America Open Qualifier,7978
11-4-18,"['TeamOne', 'Etherian']","['12', '16']",Cobblestone,ESL One Belo Horizonte North America Open Qualifier,7977
11-4-18,"['Mythic', 'RONIN']","['16', '5']",Train,ESL One Belo Horizonte North America Open Qualifier,7976
11-4-18,"['The Pioneers', 'Complexity']","['18', '22']",Train,ESL One Belo Horizonte North America Open Qualifier,7975
11-4-18,"['Gambit', 'FaZe']","['5', '16']",Nuke,ECS Season 5 Europe,7974
11-4-18,"['xTc', 'Sinister5']","['16', '12']",Mirage,ESEA Open Season 27 South Africa,7973
11-4-18,"['xTc', 'Sinister5']","['5', '16']",Cobblestone,ESEA Open Season 27 South Africa,7973
11-4-18,"['Sinister5', 'xTc']","['16', '12']",Cache,ESEA Open Season 27 South Africa,7973
11-4-18,"['Envy', 'AGO']","['16', '9']",Train,ESL Pro League Season 7 Europe,7972
11-4-18,"['Natus Vincere', 'Astralis']","['16', '11']",Inferno,ESL Pro League Season 7 Europe,7971
11-4-18,"['GODSENT', 'Gambit']","['16', '9']",Train,ECS Season 5 Europe,7970
11-4-18,"['LDLC', 'NIP']","['7', '16']",Inferno,ESL Pro League Season 7 Europe,7969
11-4-18,"['HellRaisers', 'Space Soldiers']","['6', '16']",Cobblestone,ESL Pro League Season 7 Europe,7968
11-4-18,"['GODSENT', 'Gambit']","['12', '16']",Cobblestone,ECS Season 5 Europe,7967
11-4-18,"['NIP', 'LDLC']","['10', '16']",Nuke,ESL Pro League Season 7 Europe,7966
11-4-18,"['Space Soldiers', 'HellRaisers']","['16', '8']",Inferno,ESL Pro League Season 7 Europe,7965
12-4-18,"['Cloud9', 'Renegades']","['17', '19']",Train,ECS Season 5 North America,7964
12-4-18,"['Complexity', 'NRG']","['4', '16']",Mirage,ESL Pro League Season 7 North America,7963
12-4-18,"['NRG', 'Complexity']","['16', '9']",Train,ESL Pro League Season 7 North America,7962
12-4-18,"['Cloud9', 'Renegades']","['16', '9']",Inferno,ECS Season 5 North America,7961
12-4-18,"['Dignitas', 'Splyce']","['9', '16']",Inferno,ESL Pro League Season 7 North America,7960
12-4-18,"['Luminosity', 'Renegades']","['16', '13']",Cobblestone,ECS Season 5 North America,7959
12-4-18,"['Splyce', 'Dignitas']","['8', '16']",Cache,ESL Pro League Season 7 North America,7958
12-4-18,"['Renegades', 'Luminosity']","['5', '16']",Inferno,ECS Season 5 North America,7957
12-4-18,"['NRG', 'OpTic']","['16', '7']",Mirage,ESL Pro League Season 7 North America,7956
12-4-18,"['OpTic', 'NRG']","['16', '14']",Inferno,ESL Pro League Season 7 North America,7955
12-4-18,"['ALTERNATE aTTaX', 'Imperial']","['16', '13']",Cobblestone,ESL One Belo Horizonte Europe Open Qualifier,7954
12-4-18,"['ALTERNATE aTTaX', 'Imperial']","['3', '16']",Mirage,ESL One Belo Horizonte Europe Open Qualifier,7954
12-4-18,"['ALTERNATE aTTaX', 'Imperial']","['16', '9']",Inferno,ESL One Belo Horizonte Europe Open Qualifier,7954
12-4-18,"['Conspiracy', 'Taboo']","['16', '14']",Cobblestone,ESL Australia & NZ Championship Season 6,7953
12-4-18,"['Surge', 'Grayhound']","['1', '16']",Inferno,ESL Australia & NZ Championship Season 6,7952
12-4-18,"['Grayhound', 'Surge']","['16', '3']",Mirage,ESL Australia & NZ Championship Season 6,7951
12-4-18,"['Taboo', 'Conspiracy']","['11', '16']",Overpass,ESL Australia & NZ Championship Season 6,7950
12-4-18,"['Tainted Minds', 'Control']","['16', '3']",Inferno,ESL Australia & NZ Championship Season 6,7949
12-4-18,"['Spirit', 'Red Reserve']","['16', '9']",Overpass,ESL One Belo Horizonte Europe Open Qualifier,7948
12-4-18,"['Spirit', 'Red Reserve']","['16', '7']",Cobblestone,ESL One Belo Horizonte Europe Open Qualifier,7948
12-4-18,"['Control', 'Tainted Minds']","['3', '16']",Cobblestone,ESL Australia & NZ Championship Season 6,7947
12-4-18,"['Dark Sided', 'Corvidae']","['22', '20']",Cache,ESL Australia & NZ Championship Season 6,7946
12-4-18,"['Heroic', 'Space Soldiers']","['8', '16']",Cobblestone,GG:Origin - IEM Sydney 2018 Qualifier,7945
