Date,Team1,Team2,Score,Map,Event,Series
18-8-21,"['SKADE', 'dennyslaw', 'oxygeN', 'SHiPZ', 'Rainwaker', 'Duplicate']","['INDE IRAE', 'hurtfrisk', 'floweaN', 'DavCost', 'RAiLWAY', 'X5G7V']","['8', '16']",Ancient,IronWar Grand Prix 2021,3433
18-8-21,"['SKADE', 'Duplicate', 'oxygeN', 'Rainwaker', 'dennyslaw', 'SHiPZ']","['INDE IRAE', 'hurtfrisk', 'RAiLWAY', 'X5G7V', 'floweaN', 'DavCost']","['12', '16']",Overpass,IronWar Grand Prix 2021,3433
18-8-21,"['Astralis', 'Lucky', 'dupreeh', 'gla1ve', 'Bubzkji', 'Magisk']","['Bad News Bears', 'Swisher', 'Spongey', 'Jonji', 'junior', 'Shakezullah']","['16', '4']",Inferno,ESL Pro League Season 14,3432
18-8-21,"['Astralis', 'dupreeh', 'Lucky', 'Bubzkji', 'Magisk', 'gla1ve']","['Bad News Bears', 'junior', 'Spongey', 'Shakezullah', 'Swisher', 'Jonji']","['13', '16']",Nuke,ESL Pro League Season 14,3432
18-8-21,"['AGO', 'rallen', 'snatchie', 'F1KU', 'leman', 'Furlan']","['BEZ ZP', 'clax', 'GuardiaN', 'd1Ledez', 'seized', 'Norwi']","['12', '16']",Ancient,IronWar Grand Prix 2021,3431
18-8-21,"['AGO', 'F1KU', 'rallen', 'leman', 'snatchie', 'Furlan']","['BEZ ZP', 'Norwi', 'GuardiaN', 'clax', 'seized', 'd1Ledez']","['8', '16']",Dust2,IronWar Grand Prix 2021,3431
18-8-21,"['NOM', 'Nertz', 'MOREE', 'LaNrefNi', 'BluePho3nix', 'meztal']","['HAPYJAMOT', 'HeavyGod', 'anarkez', 'asYLum', 'shushan', 'Meow']","['3', '16']",Inferno,Israel Esports Championship 2021 Finals,3430
18-8-21,"['NOM', 'meztal', 'BluePho3nix', 'LaNrefNi', 'MOREE', 'Nertz']","['HAPYJAMOT', 'shushan', 'HeavyGod', 'anarkez', 'asYLum', 'Meow']","['11', '16']",Mirage,Israel Esports Championship 2021 Finals,3430
18-8-21,"['NOM', 'LaNrefNi', 'MOREE', 'Nertz', 'meztal', 'BluePho3nix']","['HAPYJAMOT', 'HeavyGod', 'anarkez', 'flameZ', 'asYLum', 'shushan']","['11', '16']",Nuke,Israel Esports Championship 2021 Finals,3430
18-8-21,"['PACT', 'lunAtic', 'Sobol', 'bnox', 'MINISE', 'reatz']","['OFFSET', 'NOPEEJ', 'shellzi', 'EasTor', 'snapy', 'RIZZZ']","['19', '16']",Mirage,Malta Vibes Knockout Series 1,3429
18-8-21,"['PACT', 'bnox', 'reatz', 'Sobol', 'lunAtic', 'MINISE']","['OFFSET', 'shellzi', 'NOPEEJ', 'snapy', 'RIZZZ', 'EasTor']","['16', '9']",Vertigo,Malta Vibes Knockout Series 1,3429
18-8-21,"['EC Brugge', 'simix', 'Bielany', 'n0tice', 'Stev0se', 'matty']","['Trasko', '7oX1C', 'Templ', 'w0nderful', 'fostar', 'D0NEKO']","['16', '4']",Vertigo,IronWar Grand Prix 2021,3428
18-8-21,"['EC Brugge', 'Stev0se', 'n0tice', 'matty', 'Bielany', 'simix']","['Trasko', '7oX1C', 'fostar', 'D0NEKO', 'w0nderful', 'Templ']","['12', '16']",Nuke,IronWar Grand Prix 2021,3428
18-8-21,"['EC Brugge', 'Stev0se', 'Bielany', 'matty', 'n0tice', 'simix']","['Trasko', 'w0nderful', '7oX1C', 'Templ', 'fostar', 'D0NEKO']","['8', '16']",Ancient,IronWar Grand Prix 2021,3428
18-8-21,"['VP.Prodigy', 'r3salt', 'Xerison', 'BloodyK', 'lom1k', 'RuFire']","['KHAN', 'kapacho', 'Topa', 'Edward', 'rAge', 'L4F']","['8', '16']",Overpass,IronWar Grand Prix 2021,3427
18-8-21,"['VP.Prodigy', 'lom1k', 'cheerful', 'RuFire', 'r3salt', 'Xerison']","['KHAN', 'Edward', 'L4F', 'kapacho', 'rAge', 'Topa']","['9', '16']",Ancient,IronWar Grand Prix 2021,3427
18-8-21,"['VP.Prodigy', 'lom1k', 'r3salt', 'cheerful', 'Xerison', 'RuFire']","['KHAN', 'rAge', 'kapacho', 'L4F', 'Edward', 'Topa']","['7', '16']",Vertigo,IronWar Grand Prix 2021,3427
18-8-21,"['Spirit', 'mir', 'magixx', 'sdy', 'degster', 'chopper']","['ENCE', 'doto', 'hades', 'Spinx', 'Snappi', 'dycha']","['11', '16']",Nuke,ESL Pro League Season 14,3426
18-8-21,"['Spirit', 'magixx', 'degster', 'sdy', 'chopper', 'mir']","['ENCE', 'dycha', 'Spinx', 'doto', 'hades', 'Snappi']","['16', '5']",Dust2,ESL Pro League Season 14,3426
18-8-21,"['Eternal Fire', 'imoRR', 'XANTARES', 'woxic', 'Calyx', 'ISSAA']","['Sahangiller', 'duggyversus', 'Soulfly', 'zeK', 'kNb0b', 'Coulen']","['16', '11']",Dust2,ESA Supremes Vestel Cup 2021,3425
18-8-21,"['Eternal Fire', 'XANTARES', 'woxic', 'Calyx', 'ISSAA', 'imoRR']","['Sahangiller', 'Soulfly', 'kNb0b', 'duggyversus', 'Coulen', 'zeK']","['16', '5']",Inferno,ESA Supremes Vestel Cup 2021,3425
18-8-21,"['Thunderbolts', 'fola', 'cyber', 'Cizzx', 'ESQUEZ', 'ekg']","['Sangal', 'MAJ3R', 'paz', 'S3NSEY', 'ngiN', 'eneshan']","['9', '16']",Dust2,ESA Supremes Vestel Cup 2021,3424
18-8-21,"['Thunderbolts', 'fola', 'cyber', 'ekg', 'Cizzx', 'ESQUEZ']","['Sangal', 'eneshan', 'MAJ3R', 'S3NSEY', 'ngiN', 'paz']","['16', '10']",Nuke,ESA Supremes Vestel Cup 2021,3424
18-8-21,"['Galaxy Racer', 'chawzyyy', 'twist', 'disco doplan', 'PlesseN', 'dezon']","['SAW Youngsters', 'Shr', 'rafaxF', 'Linko', 'LucKyMaNN', 'reibi']","['16', '13']",Ancient,Elisa Invitational Fall 2021 Regionals,3423
18-8-21,"['Galaxy Racer', 'chawzyyy', 'twist', 'disco doplan', 'dezon', 'PlesseN']","['SAW Youngsters', 'LucKyMaNN', 'Shr', 'rafaxF', 'reibi', 'Linko']","['14', '16']",Inferno,Elisa Invitational Fall 2021 Regionals,3423
18-8-21,"['Fiend', 'viltrex', 'v1c7oR', 'h4rn', 'dream3r', 'OTMOR']","['GORILLAZ', 'suNny', 'sergej', 'ritchiEE', 'flusha', 'HS']","['16', '13']",Mirage,Malta Vibes Knockout Series 1,3422
18-8-21,"['Fiend', 'h4rn', 'v1c7oR', 'viltrex', 'dream3r', 'OTMOR']","['GORILLAZ', 'HS', 'suNny', 'sergej', 'ritchiEE', 'flusha']","['16', '13']",Inferno,Malta Vibes Knockout Series 1,3422
18-8-21,"['Fiend', 'viltrex', 'v1c7oR', 'h4rn', 'dream3r', 'OTMOR']","['GORILLAZ', 'sergej', 'suNny', 'flusha', 'ritchiEE', 'HS']","['10', '16']",Dust2,Malta Vibes Knockout Series 1,3422
18-8-21,"['ONYX', 'Impulse', 'DiMKE', 'jR', 'Dav', 'bondik']","['bankaPEPSI', 'xsepower', 'JIaYm', 'facecrack', 'ProbLeM', 'kalinka']","['10', '16']",Dust2,IronWar Grand Prix 2021,3421
18-8-21,"['ONYX', 'jR', 'Impulse', 'Dav', 'bondik', 'DiMKE']","['bankaPEPSI', 'kalinka', 'xsepower', 'facecrack', 'JIaYm', 'ProbLeM']","['16', '12']",Inferno,IronWar Grand Prix 2021,3421
18-8-21,"['AVEZ', 'SaMey', 'fanatyk', 'sNx', 'Grucha', 'pendzelek']","['Nemiga', 'Jyo', 'lollipop21k', 'iDISBALANCE', '1eeR', 'boX']","['11', '16']",Vertigo,IronWar Grand Prix 2021,3420
18-8-21,"['AVEZ', 'SaMey', 'fanatyk', 'pendzelek', 'Grucha', 'sNx']","['Nemiga', 'iDISBALANCE', 'boX', '1eeR', 'Jyo', 'lollipop21k']","['3', '16']",Inferno,IronWar Grand Prix 2021,3420
18-8-21,"['AVEZ', 'sNx', 'fanatyk', 'SaMey', 'pendzelek', 'Grucha']","['Nemiga', 'lollipop21k', 'iDISBALANCE', '1eeR', 'boX', 'Jyo']","['19', '16']",Nuke,IronWar Grand Prix 2021,3420
18-8-21,"['AGO', 'snatchie', 'rallen', 'Furlan', 'leman', 'F1KU']","['LDLC', 'hAdji', 'Maka', 'Keoz', 'Lambert', 'SIXER']","['14', '16']",Mirage,ESEA Premier Season 38 Europe,3419
18-8-21,"['AGO', 'rallen', 'Furlan', 'F1KU', 'snatchie', 'leman']","['LDLC', 'hAdji', 'Maka', 'Keoz', 'SIXER', 'Lambert']","['6', '16']",Nuke,ESEA Premier Season 38 Europe,3419
18-8-21,"['AGO', 'F1KU', 'rallen', 'snatchie', 'leman', 'Furlan']","['LDLC', 'Keoz', 'SIXER', 'hAdji', 'Maka', 'Lambert']","['16', '12']",Dust2,ESEA Premier Season 38 Europe,3419
18-8-21,"['SAW', 'stadodo', 'arki', 'rmn', 'JUST', 'MUTiRiS']","['Akuma', 'DemQQ', 'SENSEi', 'j3kie', 'Sergiz', 'Psycho']","['16', '9']",Nuke,ESEA Premier Season 38 Europe,3418
18-8-21,"['SAW', 'rmn', 'stadodo', 'arki', 'MUTiRiS', 'JUST']","['Akuma', 'DemQQ', 'Sergiz', 'SENSEi', 'j3kie', 'Psycho']","['10', '16']",Vertigo,ESEA Premier Season 38 Europe,3418
18-8-21,"['SAW', 'JUST', 'rmn', 'arki', 'stadodo', 'MUTiRiS']","['Akuma', 'SENSEi', 'Sergiz', 'j3kie', 'DemQQ', 'Psycho']","['19', '16']",Overpass,ESEA Premier Season 38 Europe,3418
18-8-21,"['GamerLegion', 'Zero', 'isak', 'eraa', 'RuStY', 'iM']","['Movistar Riders', 'alex', 'DeathZz', 'SunPayus', 'mopoz', 'dav1g']","['14', '16']",Nuke,ESEA Premier Season 38 Europe,3417
18-8-21,"['GamerLegion', 'eraa', 'iM', 'Zero', 'isak', 'RuStY']","['Movistar Riders', 'DeathZz', 'mopoz', 'SunPayus', 'alex', 'dav1g']","['12', '16']",Overpass,ESEA Premier Season 38 Europe,3417
18-8-21,"['GamerLegion', 'RuStY', 'eraa', 'iM', 'isak', 'Zero']","['Movistar Riders', 'SunPayus', 'mopoz', 'DeathZz', 'dav1g', 'alex']","['6', '16']",Vertigo,ESEA Premier Season 38 Europe,3417
18-8-21,"['Heroic', 'TeSeS', 'stavn', 'sjuush', 'refrezh', 'cadiaN']","['Vitality', 'ZywOo', 'Kyojin', 'apEX', 'shox', 'misutaaa']","['16', '7']",Vertigo,ESL Pro League Season 14,3416
18-8-21,"['Heroic', 'stavn', 'cadiaN', 'sjuush', 'refrezh', 'TeSeS']","['Vitality', 'ZywOo', 'apEX', 'misutaaa', 'shox', 'Kyojin']","['16', '12']",Nuke,ESL Pro League Season 14,3416
18-8-21,"['Heroic', 'refrezh', 'sjuush', 'TeSeS', 'stavn', 'cadiaN']","['Vitality', 'ZywOo', 'apEX', 'misutaaa', 'shox', 'Kyojin']","['16', '13']",Inferno,ESL Pro League Season 14,3416
18-8-21,"['Lyngby Vikings', 'Daffu', 'FASHR', 'maNkz', 'birdfromsky', 'WolfY']","['MASONIC', 'blaq', 'Queenix', 'kraghen', 'brzer', 'm4tt']","['9', '16']",Nuke,Elisa Invitational Fall 2021 Regionals,3415
18-8-21,"['Lyngby Vikings', 'WolfY', 'birdfromsky', 'maNkz', 'Daffu', 'FASHR']","['MASONIC', 'Queenix', 'kraghen', 'blaq', 'brzer', 'm4tt']","['16', '19']",Overpass,Elisa Invitational Fall 2021 Regionals,3415
18-8-21,"['Lyngby Vikings', 'WolfY', 'FASHR', 'maNkz', 'birdfromsky', 'Daffu']","['MASONIC', 'Queenix', 'kraghen', 'm4tt', 'brzer', 'blaq']","['16', '9']",Inferno,Elisa Invitational Fall 2021 Regionals,3415
18-8-21,"['Brosskiez', 'Powerfull', 'Darendeli', 'OgPaa', 'Loyal', 'Layie']","['Sahangiller', 'duggyversus', 'Soulfly', 'Coulen', 'zeK', 'kNb0b']","['16', '7']",Mirage,ESA Supremes Vestel Cup 2021,3414
18-8-21,"['Brosskiez', 'Layie', 'Darendeli', 'Powerfull', 'Loyal', 'OgPaa']","['Sahangiller', 'Coulen', 'kNb0b', 'zeK', 'duggyversus', 'Soulfly']","['16', '8']",Inferno,ESA Supremes Vestel Cup 2021,3414
18-8-21,"['New Pampas', 'BerSeCkaZo', 'PREDI', 'jotti', 'righi', 'bichop']","['Isurus', 'BK1', 'Gooden', 'Noktse', 'deco', 'fakzwall']","['16', '13']",Overpass,FlowFiReLEAGUE 2021 Southern Cone,3413
18-8-21,"['New Pampas', 'jotti', 'BerSeCkaZo', 'bichop', 'PREDI', 'righi']","['Isurus', 'fakzwall', 'Gooden', 'deco', 'BK1', 'Noktse']","['16', '11']",Mirage,FlowFiReLEAGUE 2021 Southern Cone,3413
18-8-21,"['New Pampas', 'jotti', 'PREDI', 'righi', 'BerSeCkaZo', 'bichop']","['Isurus', 'fakzwall', 'deco', 'BK1', 'Gooden', 'Noktse']","['7', '16']",Nuke,FlowFiReLEAGUE 2021 Southern Cone,3413
19-8-21,"['Triumph', 'Bwills', 'jeorgesnorts', 'cynic', 'RZU', 'cxzi']","['Verum', 'Scottiyio', 'Millz', 'PNDLM', 'chew', 'AJaxz']","['16', '7']",Overpass,ESEA Premier Season 38 North America,3412
19-8-21,"['Triumph', 'cxzi', 'RZU', 'Bwills', 'cynic', 'jeorgesnorts']","['Verum', 'PNDLM', 'Scottiyio', 'chew', 'Millz', 'AJaxz']","['7', '16']",Inferno,ESEA Premier Season 38 North America,3412
19-8-21,"['GGPR', 'lowrider', 'xCeeD', 'BeaKie', 'JTMythic', 'Inseaniac']","['Coldest Riders', 'Jermaine', 'Pol0', 'sava9e', 'landmaz', 'Drew']","['16', '8']",Mirage,ESEA Premier Season 38 North America,3411
19-8-21,"['GGPR', 'Inseaniac', 'BeaKie', 'xCeeD', 'JTMythic', 'lowrider']","['Coldest Riders', 'Drew', 'Jermaine', 'sava9e', 'Pol0', 'landmaz']","['8', '16']",Dust2,ESEA Premier Season 38 North America,3411
19-8-21,"['Meta', 'peqexino', 'naz', 'alexer', 'elemeNt', 'nbl']","['Coscu Army', 'DILLION1', 'restikk', '648', 'FRANAR', 'nhl']","['13', '16']",Mirage,FlowFiReLEAGUE 2021 Southern Cone,3410
19-8-21,"['Meta', 'alexer', 'nbl', 'naz', 'peqexino', 'elemeNt']","['Coscu Army', 'DILLION1', '648', 'FRANAR', 'restikk', 'nhl']","['11', '16']",Nuke,FlowFiReLEAGUE 2021 Southern Cone,3410
19-8-21,"['Meta', 'peqexino', 'nbl', 'elemeNt', 'alexer', 'naz']","['Coscu Army', 'nhl', 'restikk', 'FRANAR', 'DILLION1', '648']","['12', '16']",Inferno,FlowFiReLEAGUE 2021 Southern Cone,3410
19-8-21,"['NKT', 'erkaSt', 'xccurate', 'XigN', 'sk0R', 'ImpressioN']","['Camel Riders', 'PokemoN', 'DVDOV', 'Ttyke', 'JOKER', 'Mistyy']","['16', '5']",Inferno,Funspark ULTI 2021 Asia Playoffs 1,3409
19-8-21,"['NKT', 'erkaSt', 'XigN', 'ImpressioN', 'xccurate', 'sk0R']","['Camel Riders', 'PokemoN', 'DVDOV', 'Ttyke', 'JOKER', 'Mistyy']","['4', '16']",Overpass,Funspark ULTI 2021 Asia Playoffs 1,3409
19-8-21,"['Chiefs', 'BL1TZ', 'Mayker', 'HUGHMUNGUS', 'soju_j', 'gump']","['FURY', 'Jimmy', 'Shockwave', 'oliff', 'callum_murray', 'toM']","['16', '11']",Nuke,ESL Australia & NZ Championship Season 13,3408
19-8-21,"['Spirit Academy', 'znx', 'zont1x', 'Patsi', 's1ren', 'God6y']","['EC Kyiv', 'byr9', 'uQlutzavr', 'Smash', 's4', 'Wonderful_Y']","['3', '16']",Mirage,Malta Vibes Knockout Series 1,3407
19-8-21,"['Spirit Academy', 'Patsi', 's1ren', 'zont1x', 'znx', 'donk']","['EC Kyiv', 'Smash', 'uQlutzavr', 'Wonderful_Y', 's4', 'byr9']","['16', '12']",Dust2,Malta Vibes Knockout Series 1,3407
19-8-21,"['EC Brugge', 'KaiR0N-', 'Stev0se', 'n0tice', 'matty', 'simix']","['AVEZ', 'Grucha', 'sNx', 'pendzelek', 'fanatyk', 'SaMey']","['7', '16']",Vertigo,IronWar Grand Prix 2021,3406
19-8-21,"['EC Brugge', 'KaiR0N-', 'n0tice', 'Stev0se', 'simix', 'matty']","['AVEZ', 'SaMey', 'sNx', 'pendzelek', 'Grucha', 'fanatyk']","['10', '16']",Mirage,IronWar Grand Prix 2021,3406
19-8-21,"['NewBelarus', 'LavL', 'F1n3tw', 'dERZKIY', 'SlooKy', 'sakova']","['Trasko', 'Templ', 'w0nderful', 'fostar', 'D0NEKO', '7oX1C']","['16', '11']",Overpass,IronWar Grand Prix 2021,3405
19-8-21,"['NewBelarus', 'SlooKy', 'F1n3tw', 'LavL', 'dERZKIY', 'sakova']","['Trasko', '7oX1C', 'Templ', 'fostar', 'w0nderful', 'D0NEKO']","['6', '16']",Vertigo,IronWar Grand Prix 2021,3405
19-8-21,"['EC Brugge', 'matty', 'n0tice', 'KaiR0N-', 'Stev0se', 'simix']","['AVEZ', 'SaMey', 'Grucha', 'sNx', 'fanatyk', 'pendzelek']","['8', '16']",Nuke,IronWar Grand Prix 2021,3404
19-8-21,"['Dynasty', 'supa', 'yourwombat', 'bz', 'rhys', 'spidok']","['Warriors', 'chop', 'ApeX', 'Dirty', 'Mingovi', 'muffin']","['16', '5']",Nuke,ESL Australia & NZ Championship Season 13,3403
19-8-21,"['Lynn Vision', 'z4kr', 'Westmelon', 'B1NGO', 'Starry', 'expro']","['Invictus', 'flying', 'rage', 'bottle', 'DeStRoYeR', 'Viva']","['5', '16']",Inferno,Funspark ULTI 2021 Asia Playoffs 1,3402
19-8-21,"['Lynn Vision', 'B1NGO', 'expro', 'Starry', 'Westmelon', 'z4kr']","['Invictus', 'DeStRoYeR', 'bottle', 'rage', 'flying', 'Viva']","['8', '16']",Dust2,Funspark ULTI 2021 Asia Playoffs 1,3402
19-8-21,"['Lynn Vision', 'Starry', 'expro', 'z4kr', 'Westmelon', 'B1NGO']","['Invictus', 'flying', 'bottle', 'DeStRoYeR', 'Viva', 'rage']","['13', '16']",Ancient,Funspark ULTI 2021 Asia Playoffs 1,3402
19-8-21,"['Lyngby Vikings', 'birdfromsky', 'maNkz', 'WolfY', 'FASHR', 'Daffu']","['M1 EDEN', 'Crityourface', 'gab', 'REV', 'Riczi Maszynka', 'olimp']","['16', '9']",Dust2,European Development Championship 5,3401
19-8-21,"['Lyngby Vikings', 'FASHR', 'birdfromsky', 'WolfY', 'maNkz', 'Daffu']","['M1 EDEN', 'olimp', 'Crityourface', 'Riczi Maszynka', 'gab', 'REV']","['16', '6']",Mirage,European Development Championship 5,3401
19-8-21,"['Kanga', 'DANZ', 'valentino', 'TjP', 'm0nt', 'Edlinn']","['8Ballers', 'Onii', 'bogeymanh', 'Shoey', 'Pacificdongr', 'JoolzCheat']","['12', '16']",Inferno,ESL Australia & NZ Championship Season 13,3400
19-8-21,"['Nemiga', 'lollipop21k', '1eeR', 'iDISBALANCE', 'Jyo', 'boX']","['ONYX', 'Impulse', 'bondik', 'DiMKE', 'jR', 'Dav']","['12', '16']",Inferno,Malta Vibes Knockout Series 1,3399
19-8-21,"['Nemiga', 'lollipop21k', 'iDISBALANCE', 'boX', 'Jyo', '1eeR']","['ONYX', 'DiMKE', 'Impulse', 'bondik', 'Dav', 'jR']","['19', '17']",Nuke,Malta Vibes Knockout Series 1,3399
19-8-21,"['Nexus', 'mhN1', 'Blytz', 'lauNX', 'BTN', 'XELLOW']","['VP.Prodigy', 'BloodyK', 'Xerison', 'r3salt', 'RuFire', 'lom1k']","['16', '11']",Mirage,IronWar Grand Prix 2021,3398
19-8-21,"['Nexus', 'Blytz', 'mhN1', 'XELLOW', 'lauNX', 'BTN']","['VP.Prodigy', 'r3salt', 'Xerison', 'lom1k', 'BloodyK', 'RuFire']","['16', '14']",Overpass,IronWar Grand Prix 2021,3398
19-8-21,"['Nexus', 'XELLOW', 'Blytz', 'BTN', 'lauNX', 'mhN1']","['VP.Prodigy', 'BloodyK', 'RuFire', 'lom1k', 'r3salt', 'Xerison']","['16', '5']",Nuke,IronWar Grand Prix 2021,3398
19-8-21,"['bankaPEPSI', 'xsepower', 'kalinka', 'ProbLeM', 'facecrack', 'JIaYm']","['BEZ ZP', 'd1Ledez', 'seized', 'GuardiaN', 'Norwi', 'clax']","['13', '16']",Ancient,IronWar Grand Prix 2021,3397
19-8-21,"['bankaPEPSI', 'xsepower', 'kalinka', 'ProbLeM', 'JIaYm', 'facecrack']","['BEZ ZP', 'Norwi', 'clax', 'd1Ledez', 'GuardiaN', 'seized']","['16', '11']",Overpass,IronWar Grand Prix 2021,3397
19-8-21,"['bankaPEPSI', 'kalinka', 'ProbLeM', 'xsepower', 'JIaYm', 'facecrack']","['BEZ ZP', 'd1Ledez', 'Norwi', 'seized', 'GuardiaN', 'clax']","['14', '16']",Nuke,IronWar Grand Prix 2021,3397
19-8-21,"['Spirit', 'sdy', 'chopper', 'magixx', 'degster', 'mir']","['Bad News Bears', 'Swisher', 'Spongey', 'Shakezullah', 'junior', 'Jonji']","['16', '6']",Inferno,ESL Pro League Season 14,3396
19-8-21,"['Spirit', 'degster', 'mir', 'magixx', 'sdy', 'chopper']","['Bad News Bears', 'Jonji', 'Spongey', 'junior', 'Swisher', 'Shakezullah']","['8', '16']",Dust2,ESL Pro League Season 14,3396
19-8-21,"['eetswa', 'SWANKY', 'mchun14', 'nibke', 'jkaz', 'tomo']","['CAMO', 'PeetyG', 'NikkeZ', 'PaPaDoxie', 'CyanideJr', 'Straxx']","['16', '14']",Inferno,ESL Australia & NZ Championship Season 13,3395
19-8-21,"['Young Ninjas', 'phzy', 'Mann3n', 'Sapec', 'ztr', 'Ro1f']","['Lyngby Vikings', 'FASHR', 'Daffu', 'WolfY', 'maNkz', 'birdfromsky']","['16', '3']",Vertigo,European Development Championship 5,3394
19-8-21,"['Young Ninjas', 'Mann3n', 'Ro1f', 'ztr', 'phzy', 'Sapec']","['Lyngby Vikings', 'maNkz', 'birdfromsky', 'Daffu', 'WolfY', 'FASHR']","['16', '9']",Mirage,European Development Championship 5,3394
19-8-21,"['Izako Boars', 'Vegi', 'STOMP', 'TOAO', 'byali', 'Enzo']","['Finest', 'shokz', 'kreaz', 'fejtZ', 'anarkez', 'mar']","['12', '16']",Overpass,Malta Vibes Knockout Series 1,3393
19-8-21,"['Izako Boars', 'STOMP', 'byali', 'TOAO', 'Enzo', 'Vegi']","['Finest', 'kreaz', 'shokz', 'anarkez', 'fejtZ', 'mar']","['17', '19']",Dust2,Malta Vibes Knockout Series 1,3393
19-8-21,"['Izako Boars', 'Enzo', 'TOAO', 'Vegi', 'STOMP', 'byali']","['Finest', 'mar', 'shokz', 'kreaz', 'anarkez', 'fejtZ']","['16', '7']",Nuke,Malta Vibes Knockout Series 1,3393
19-8-21,"['AGO', 'snatchie', 'rallen', 'leman', 'Furlan', 'F1KU']","['ONYX', 'DiMKE', 'Impulse', 'bondik', 'jR', 'Dav']","['16', '12']",Ancient,IronWar Grand Prix 2021,3392
19-8-21,"['AGO', 'rallen', 'snatchie', 'leman', 'Furlan', 'F1KU']","['ONYX', 'DiMKE', 'bondik', 'Dav', 'jR', 'Impulse']","['10', '16']",Inferno,IronWar Grand Prix 2021,3392
19-8-21,"['Istanbul Wildcats', 'Weirdaimm', 'Kenshin', 'colorzz', 'ImYourBOSS-', 'QuickShare']","['Thunderbolts', 'Cizzx', 'cyber', 'ekg', 'fola', 'ESQUEZ']","['8', '16']",Dust2,ESA Supremes Vestel Cup 2021,3391
19-8-21,"['Istanbul Wildcats', 'colorzz', 'QuickShare', 'Kenshin', 'ImYourBOSS-', 'Weirdaimm']","['Thunderbolts', 'ESQUEZ', 'fola', 'Cizzx', 'cyber', 'ekg']","['6', '16']",Inferno,ESA Supremes Vestel Cup 2021,3391
19-8-21,"['Istanbul Wildcats', 'Kenshin', 'Weirdaimm', 'colorzz', 'QuickShare', 'ImYourBOSS-']","['Thunderbolts', 'cyber', 'ESQUEZ', 'Cizzx', 'ekg', 'fola']","['15', '19']",Ancient,ESA Supremes Vestel Cup 2021,3391
19-8-21,"['SACRAMENTO', 'Dern1errr', 'MyLastChance', 'imposony', 'dooku', 'MoWeL']","['Cosmoss Riga', 'ELVISG', 'ayriks', 'Electrix', 'erners', '1nspireR']","['6', '16']",Overpass,Ghetto eGames Season 1 Finals,3390
19-8-21,"['SACRAMENTO', 'dooku', 'MoWeL', 'imposony', 'Dern1errr', 'MyLastChance']","['Cosmoss Riga', 'ayriks', '1nspireR', 'erners', 'Electrix', 'ELVISG']","['16', '7']",Ancient,Ghetto eGames Season 1 Finals,3390
19-8-21,"['Heroic', 'TeSeS', 'refrezh', 'cadiaN', 'stavn', 'sjuush']","['ENCE', 'Snappi', 'Spinx', 'dycha', 'doto', 'hades']","['5', '16']",Mirage,ESL Pro League Season 14,3389
19-8-21,"['Heroic', 'stavn', 'sjuush', 'refrezh', 'TeSeS', 'cadiaN']","['ENCE', 'hades', 'Spinx', 'dycha', 'doto', 'Snappi']","['14', '16']",Overpass,ESL Pro League Season 14,3389
19-8-21,"['Heroic', 'sjuush', 'stavn', 'refrezh', 'cadiaN', 'TeSeS']","['ENCE', 'dycha', 'hades', 'Snappi', 'Spinx', 'doto']","['16', '14']",Nuke,ESL Pro League Season 14,3389
19-8-21,"['KOVA', 'Twixie', 'uli', 'pietola', 'Spargo', 'BONA']","['GORILLAZ', 'sergej', 'suNny', 'HS', 'flusha', 'ritchiEE']","['17', '19']",Mirage,Elisa Invitational Fall 2021 Regionals,3388
19-8-21,"['KOVA', 'Spargo', 'Twixie', 'pietola', 'uli', 'BONA']","['GORILLAZ', 'sergej', 'HS', 'flusha', 'suNny', 'ritchiEE']","['11', '16']",Nuke,Elisa Invitational Fall 2021 Regionals,3388
19-8-21,"['KOVA', 'Spargo', 'pietola', 'Twixie', 'BONA', 'uli']","['GORILLAZ', 'suNny', 'HS', 'flusha', 'sergej', 'ritchiEE']","['14', '16']",Inferno,Elisa Invitational Fall 2021 Regionals,3388
19-8-21,"['Sahangiller', 'zeK', 'duggyversus', 'Coulen', 'kNb0b', 'Soulfly']","['Istanbul Wildcats', 'Kenshin', 'colorzz', 'ImYourBOSS-', 'QuickShare', 'Weirdaimm']","['11', '16']",Inferno,ESA Supremes Vestel Cup 2021,3387
19-8-21,"['Sahangiller', 'Coulen', 'Soulfly', 'duggyversus', 'zeK', 'kNb0b']","['Istanbul Wildcats', 'Kenshin', 'colorzz', 'QuickShare', 'ImYourBOSS-', 'Weirdaimm']","['8', '16']",Mirage,ESA Supremes Vestel Cup 2021,3387
19-8-21,"['SKADE', 'dennyslaw', 'Rainwaker', 'SHiPZ', 'oxygeN', 'Duplicate']","['Nemiga', 'boX', 'iDISBALANCE', 'lollipop21k', 'Jyo', '1eeR']","['13', '16']",Inferno,IronWar Grand Prix 2021,3386
19-8-21,"['SKADE', 'Rainwaker', 'dennyslaw', 'Duplicate', 'SHiPZ', 'oxygeN']","['Nemiga', 'iDISBALANCE', 'Jyo', 'lollipop21k', '1eeR', 'boX']","['24', '28']",Overpass,IronWar Grand Prix 2021,3386
19-8-21,"['SKADE', 'Rainwaker', 'SHiPZ', 'oxygeN', 'Duplicate', 'dennyslaw']","['Nemiga', 'boX', 'iDISBALANCE', '1eeR', 'lollipop21k', 'Jyo']","['16', '6']",Mirage,IronWar Grand Prix 2021,3386
