Date,Team1,Team2,Score,Map,Event,Series
11-9-19,"['CR4ZY', 'EspiranTo', 'ottoNd', 'huNter-', 'LETN1', 'nexa']","['Unicorns of Love', 'urge', 'kzy', 'maRky', 'DeniMM', 'crisby']","['8', '16']",Mirage,DreamHack Masters Malmö 2019 Europe Closed Qualifier,2825
11-9-19,"['Heroic', 'stavn', 'b0RUP', 'blameF', 'es3tag', 'Snappi']","['Spirit', 'iDISBALANCE', 'magixx', 'sdy', 'chopper', 'Certus']","['10', '16']",Dust2,DreamHack Masters Malmö 2019 Europe Closed Qualifier,2824
11-9-19,"['Heroic', 'blameF', 'es3tag', 'b0RUP', 'Snappi', 'stavn']","['Spirit', 'sdy', 'Dima', 'iDISBALANCE', 'magixx', 'chopper']","['13', '16']",Overpass,DreamHack Masters Malmö 2019 Europe Closed Qualifier,2824
11-9-19,"['Heroic', 'blameF', 'stavn', 'b0RUP', 'es3tag', 'Snappi']","['Spirit', 'chopper', 'COLDYY1', 'iDISBALANCE', 'sdy', 'magixx']","['16', '5']",Mirage,DreamHack Masters Malmö 2019 Europe Closed Qualifier,2824
11-9-19,"['Heretics', 'Davidp', 'jeyN', 'JiNKZ', 'Keoz', 'Maka']","['PACT', 'darko', 'Crityourface', 'Sobol', 'lunAtic', 'Goofy']","['8', '16']",Dust2,LOOT.BET Season 4,2823
11-9-19,"['Heretics', 'JiNKZ', 'jeyN', 'Davidp', 'Maka', 'Keoz']","['PACT', 'lunAtic', 'darko', 'Crityourface', 'Sobol', 'Goofy']","['16', '13']",Nuke,LOOT.BET Season 4,2823
11-9-19,"['MOUZ', 'frozen', 'karrigan', 'woxic', 'chrisJ', 'ropz']","['GamerLegion', 'SHiPZ', 'hampus', 'nawwk', 'dennis', 'ScreaM']","['16', '9']",Mirage,DreamHack Masters Malmö 2019 Europe Closed Qualifier,2822
11-9-19,"['MOUZ', 'frozen', 'ropz', 'woxic', 'karrigan', 'chrisJ']","['GamerLegion', 'nawwk', 'hampus', 'dennis', 'ScreaM', 'SHiPZ']","['15', '19']",Train,DreamHack Masters Malmö 2019 Europe Closed Qualifier,2822
11-9-19,"['Tricked', 'Bubzkji', 'roeJ', 'acoR', 'HUNDEN', 'sjuush']","['BLUEJAYS', 'dEE', 'sarenii', 'c0llins', 'aVN', 'DiMKE']","['7', '16']",Inferno,ECS Season 8 Europe Pinnacle Cup,2821
11-9-19,"['Tricked', 'acoR', 'roeJ', 'Bubzkji', 'HUNDEN', 'sjuush']","['BLUEJAYS', 'dEE', 'DiMKE', 'sarenii', 'c0llins', 'aVN']","['16', '3']",Nuke,ECS Season 8 Europe Pinnacle Cup,2821
11-9-19,"['Heroic', 'es3tag', 'b0RUP', 'Snappi', 'stavn', 'blameF']","['Windigo', 'poizon', 'Thomas', 'Calyx', 'hAdji', 'bubble']","['16', '11']",Inferno,ECS Season 8 Europe Pinnacle Cup,2820
11-9-19,"['Heroic', 'es3tag', 'blameF', 'Snappi', 'stavn', 'b0RUP']","['Windigo', 'poizon', 'hAdji', 'Calyx', 'Thomas', 'bubble']","['16', '9']",Nuke,ECS Season 8 Europe Pinnacle Cup,2820
11-9-19,"['GamerLegion', 'nawwk', 'hampus', 'dennis', 'ScreaM', 'SHiPZ']","['Se7en', 'smiley', 'w1nt3r', 'Lack1', 'icem4N', 'hpp']","['16', '10']",Dust2,ECS Season 8 Europe Pinnacle Cup,2819
11-9-19,"['GamerLegion', 'dennis', 'nawwk', 'SHiPZ', 'ScreaM', 'hampus']","['Se7en', 'smiley', 'Lack1', 'w1nt3r', 'hpp', 'icem4N']","['16', '13']",Inferno,ECS Season 8 Europe Pinnacle Cup,2819
11-9-19,"['eUnited', 'moose', 'vanity', 'Cooper', 'food', 'MarKE']","['Monstars', 'RIKO', 'aproto', 'bENITA', 'tex', 'Swisher']","['16', '3']",Nuke,DreamHack Masters Malmö 2019 North America Closed Qualifier,2818
11-9-19,"['eUnited', 'vanity', 'moose', 'MarKE', 'Cooper', 'food']","['Monstars', 'Swisher', 'bENITA', 'aproto', 'tex', 'RIKO']","['6', '16']",Overpass,DreamHack Masters Malmö 2019 North America Closed Qualifier,2818
11-9-19,"['Envy', 'ANDROID', 's0m', 'ryann', 'FugLy', 'Nifty']","['Divine', 'tweiss', 'penny', 'Hunter', 'zander', 'roca']","['16', '10']",Nuke,DreamHack Masters Malmö 2019 North America Closed Qualifier,2817
11-9-19,"['Envy', 'FugLy', 'Nifty', 'ryann', 's0m', 'ANDROID']","['Divine', 'tweiss', 'roca', 'penny', 'Hunter', 'zander']","['8', '16']",Inferno,DreamHack Masters Malmö 2019 North America Closed Qualifier,2817
11-9-19,"['Sharks', 'Luken', 'exit', 'meyern', 'jnt', 'leo_drk']","['ATK', 'motm', 'oSee', 'JT', 'floppy', 'Sonic']","['19', '16']",Inferno,DreamHack Masters Malmö 2019 North America Closed Qualifier,2816
11-9-19,"['Sharks', 'meyern', 'exit', 'leo_drk', 'jnt', 'Luken']","['ATK', 'motm', 'oSee', 'floppy', 'Sonic', 'JT']","['10', '16']",Train,DreamHack Masters Malmö 2019 North America Closed Qualifier,2816
11-9-19,"['FATE', 'v1c7oR', 'doublemagic', 'Rainwaker', 'mar', 'Duplicate']","['Tricked', 'Bubzkji', 'roeJ', 'acoR', 'HUNDEN', 'sjuush']","['16', '9']",Overpass,DreamHack Masters Malmö 2019 Europe Closed Qualifier,2815
11-9-19,"['FATE', 'mar', 'Rainwaker', 'Duplicate', 'doublemagic', 'v1c7oR']","['Tricked', 'roeJ', 'acoR', 'sjuush', 'Bubzkji', 'HUNDEN']","['16', '11']",Dust2,DreamHack Masters Malmö 2019 Europe Closed Qualifier,2815
11-9-19,"['FATE', 'Rainwaker', 'mar', 'v1c7oR', 'doublemagic', 'Duplicate']","['Tricked', 'HUNDEN', 'acoR', 'sjuush', 'Bubzkji', 'roeJ']","['8', '16']",Train,DreamHack Masters Malmö 2019 Europe Closed Qualifier,2815
11-9-19,"['Heretics', 'Davidp', 'devoduvek', 'Maka', 'JiNKZ', 'jeyN']","['Sprout', 'syrsoN', 'k1to', 'faveN', 'Spiidi', 'denis']","['16', '1']",Nuke,ECS Season 8 Europe Pinnacle Cup,2814
11-9-19,"['Heretics', 'devoduvek', 'Maka', 'jeyN', 'JiNKZ', 'Davidp']","['Sprout', 'faveN', 'syrsoN', 'denis', 'k1to', 'Spiidi']","['15', '19']",Inferno,ECS Season 8 Europe Pinnacle Cup,2814
11-9-19,"['Spirit', 'iDISBALANCE', 'magixx', 'Dima', 'chopper', 'sdy']","['Japaleno', 'Relaxa', 'FREDDyFROG', 'tabz', 'Bååten', 'djL']","['16', '13']",Overpass,ECS Season 8 Europe Pinnacle Cup,2813
11-9-19,"['Spirit', 'magixx', 'Dima', 'chopper', 'sdy', 'iDISBALANCE']","['Japaleno', 'Relaxa', 'tabz', 'djL', 'Bååten', 'FREDDyFROG']","['16', '13']",Dust2,ECS Season 8 Europe Pinnacle Cup,2813
11-9-19,"['forZe', 'facecrack', 'almazer', 'Jerry', 'FL1T', 'xsepower']","['Ambush', 'BERRY', 'refrezh', 'Ryxxo', 'raalz', 'PR1mE']","['16', '6']",Overpass,ECS Season 8 Europe Pinnacle Cup,2812
11-9-19,"['forZe', 'FL1T', 'facecrack', 'almazer', 'Jerry', 'xsepower']","['Ambush', 'refrezh', 'raalz', 'BERRY', 'Ryxxo', 'PR1mE']","['12', '16']",Inferno,ECS Season 8 Europe Pinnacle Cup,2812
11-9-19,"['BIG', 'tiziaN', 'XANTARES', 'nex', 'smooya', 'tabseN']","['Espada', 'FinigaN', 'degster', 'RAiLWAY', 'reN', 'h1glaiN']","['7', '16']",Train,ECS Season 8 Europe Pinnacle Cup,2811
11-9-19,"['BIG', 'tiziaN', 'tabseN', 'smooya', 'XANTARES', 'nex']","['Espada', 'degster', 'h1glaiN', 'RAiLWAY', 'FinigaN', 'reN']","['16', '3']",Overpass,ECS Season 8 Europe Pinnacle Cup,2811
12-9-19,"['RED Canids', 'fnx', 'nak', 'latto', 'pesadelo', 'nython']","['W7M', 'realziN', 'ryotzz', 'pancc', 'rood', 'raafa']","['16', '4']",Inferno,Brasileirão Season 1,2810
12-9-19,"['Swole Patrol', 'Subroza', 'Zellsis', 'yay', 'neptune', 'swag']","['Envy', 's0m', 'FugLy', 'ANDROID', 'Nifty', 'ryann']","['14', '16']",Mirage,DreamHack Masters Malmö 2019 North America Closed Qualifier,2809
12-9-19,"['ATK', 'Sonic', 'JT', 'floppy', 'oSee', 'motm']","['OCG', 'miLLe', 'J0LZ', 'tENSKI', 'KOLER', 'Melio']","['9', '16']",Mirage,ECS Season 8 North America Pinnacle Cup,2808
12-9-19,"['ATK', 'motm', 'floppy', 'oSee', 'Sonic', 'JT']","['OCG', 'KOLER', 'tENSKI', 'Melio', 'J0LZ', 'miLLe']","['2', '16']",Dust2,ECS Season 8 North America Pinnacle Cup,2808
12-9-19,"['Riot Squad', 'mitch', 'Jonji', 'ptr', 'FNS', 'crashies']","['RBG', 'gmanchew', 'wiz', 'HexT', 'Walco', 'pwny']","['5', '16']",Inferno,ECS Season 8 North America Pinnacle Cup,2807
12-9-19,"['Riot Squad', 'ptr', 'mitch', 'FNS', 'crashies', 'Jonji']","['RBG', 'wiz', 'gmanchew', 'pwny', 'HexT', 'Walco']","['16', '14']",Nuke,ECS Season 8 North America Pinnacle Cup,2807
12-9-19,"['RED Canids', 'latto', 'pesadelo', 'fnx', 'nython', 'nak']","['W7M', 'pancc', 'raafa', 'rood', 'ryotzz', 'realziN']","['16', '10']",Mirage,Brasileirão Season 1,2806
12-9-19,"['Swole Patrol', 'Zellsis', 'neptune', 'yay', 'Subroza', 'swag']","['Envy', 's0m', 'ANDROID', 'ryann', 'Nifty', 'FugLy']","['2', '16']",Inferno,DreamHack Masters Malmö 2019 North America Closed Qualifier,2805
12-9-19,"['Swole Patrol', 'swag', 'Zellsis', 'neptune', 'Subroza', 'yay']","['Envy', 'Nifty', 's0m', 'ANDROID', 'ryann', 'FugLy']","['14', '16']",Train,DreamHack Masters Malmö 2019 North America Closed Qualifier,2805
12-9-19,"['Sharks', 'jnt', 'leo_drk', 'meyern', 'exit', 'Luken']","['Mythic', 'hazed', 'C0M', 'Keiti', 'fl0m', 'SileNt']","['6', '16']",Nuke,ECS Season 8 North America Pinnacle Cup,2804
12-9-19,"['Sharks', 'meyern', 'exit', 'Luken', 'leo_drk', 'jnt']","['Mythic', 'hazed', 'SileNt', 'Keiti', 'fl0m', 'C0M']","['9', '16']",Dust2,ECS Season 8 North America Pinnacle Cup,2804
12-9-19,"['New Identity', 'dapr', 'Relyks', 'dazzLe', 'wrath', 'seb']","['Divine', 'roca', 'penny', 'tweiss', 'Hunter', 'zander']","['16', '11']",Overpass,ECS Season 8 North America Pinnacle Cup,2803
12-9-19,"['New Identity', 'dazzLe', 'wrath', 'Relyks', 'seb', 'dapr']","['Divine', 'penny', 'roca', 'tweiss', 'zander', 'Hunter']","['16', '11']",Vertigo,ECS Season 8 North America Pinnacle Cup,2803
12-9-19,"['New Identity', 'dapr', 'seb', 'wrath', 'dazzLe', 'Relyks']","['Divine', 'Hunter', 'tweiss', 'roca', 'zander', 'penny']","['9', '16']",Mirage,ECS Season 8 North America Pinnacle Cup,2803
12-9-19,"['DETONA', 'prt', 'Lucaozy', 'Tuurtle', 'tiburci0', 'vsm']","['paiN', 'biguzera', 'hardzao', 'tatazin', 'land1n', 'PKL']","['9', '16']",Overpass,Brasileirão Season 1,2802
12-9-19,"['DETONA', 'vsm', 'Tuurtle', 'tiburci0', 'prt', 'Lucaozy']","['paiN', 'hardzao', 'PKL', 'tatazin', 'biguzera', 'land1n']","['16', '9']",Train,Brasileirão Season 1,2802
12-9-19,"['eUnited', 'Cooper', 'MarKE', 'moose', 'vanity', 'food']","['Sharks', 'meyern', 'Luken', 'exit', 'jnt', 'leo_drk']","['2', '16']",Train,DreamHack Masters Malmö 2019 North America Closed Qualifier,2801
12-9-19,"['eUnited', 'Cooper', 'MarKE', 'food', 'moose', 'vanity']","['Sharks', 'meyern', 'Luken', 'exit', 'leo_drk', 'jnt']","['17', '19']",Dust2,DreamHack Masters Malmö 2019 North America Closed Qualifier,2801
12-9-19,"['eUnited', 'MarKE', 'Cooper', 'moose', 'vanity', 'food']","['Sharks', 'exit', 'meyern', 'Luken', 'leo_drk', 'jnt']","['16', '5']",Nuke,DreamHack Masters Malmö 2019 North America Closed Qualifier,2801
12-9-19,"['Monstars', 'aproto', 'RIKO', 'witmer', 'Swisher', 'tex']","['ATK', 'motm', 'floppy', 'oSee', 'JT', 'Sonic']","['16', '5']",Mirage,DreamHack Masters Malmö 2019 North America Closed Qualifier,2800
12-9-19,"['Monstars', 'tex', 'witmer', 'RIKO', 'Swisher', 'aproto']","['ATK', 'oSee', 'motm', 'floppy', 'Sonic', 'JT']","['11', '16']",Dust2,DreamHack Masters Malmö 2019 North America Closed Qualifier,2800
12-9-19,"['TeamOne', 'b4rtiN', 'trk', 'Maluk3', 'BIT', 'caike']","['Party Astronauts', 'stellar', 'robby', 'dangle', 'PwnAlone', 'c4Lypso']","['16', '14']",Vertigo,ECS Season 8 North America Pinnacle Cup,2799
12-9-19,"['TeamOne', 'trk', 'BIT', 'b4rtiN', 'Maluk3', 'caike']","['Party Astronauts', 'stellar', 'PwnAlone', 'robby', 'dangle', 'c4Lypso']","['12', '16']",Dust2,ECS Season 8 North America Pinnacle Cup,2799
12-9-19,"['LiViD', 'INCRED', 'effys', 'gMd', 'MkaeL', 'huynh']","['The Quest', 'Grim', 'Snakes', 'Spongey', 'xCeeD', 'mCe']","['14', '16']",Nuke,ECS Season 8 North America Pinnacle Cup,2798
12-9-19,"['LiViD', 'effys', 'INCRED', 'gMd', 'huynh', 'MkaeL']","['The Quest', 'xCeeD', 'Spongey', 'Snakes', 'mCe', 'Grim']","['9', '16']",Mirage,ECS Season 8 North America Pinnacle Cup,2798
12-9-19,"['Big Frames', 'devastation', 'L0NER', 'Church', 'Welshy', 'Nurfed']","['Rap Gang', '4pack', 'Bwills', 'FaNg', 'Xeppaa', 'SPAMMER']","['12', '16']",Nuke,ECS Season 8 North America Pinnacle Cup,2797
12-9-19,"['Big Frames', 'L0NER', 'Nurfed', 'Welshy', 'devastation', 'Church']","['Rap Gang', 'Xeppaa', 'Bwills', '4pack', 'FaNg', 'SPAMMER']","['6', '16']",Vertigo,ECS Season 8 North America Pinnacle Cup,2797
12-9-19,"['Big Frames', 'devastation', 'L0NER', 'Nurfed', 'Welshy', 'Church']","['Rap Gang', 'Bwills', '4pack', 'Xeppaa', 'SPAMMER', 'FaNg']","['16', '6']",Inferno,ECS Season 8 North America Pinnacle Cup,2797
12-9-19,"['AVANT', 'HaZR', 'sterling', 'soju_j', 'J1rah', 'ap0c']","['Jade', 'flaw', 'nettik', 'vanilla', 'duz', 'breaker']","['16', '9']",Dust2,DreamHack Masters Malmö 2019 Oceania Closed Qualifier,2796
12-9-19,"['AVANT', 'HaZR', 'ap0c', 'sterling', 'soju_j', 'J1rah']","['Jade', 'flaw', 'nettik', 'vanilla', 'breaker', 'duz']","['5', '16']",Overpass,DreamHack Masters Malmö 2019 Oceania Closed Qualifier,2796
12-9-19,"['Genuine', 'Mayker', 'HUGHMUNGUS', 'apocdud', 'SkulL', 'Jinxx']","['Chiefs', 'Texta', 'tucks', 'BL1TZ', 'ofnu', 'flickz']","['8', '16']",Inferno,DreamHack Masters Malmö 2019 Oceania Closed Qualifier,2795
12-9-19,"['Genuine', 'apocdud', 'Mayker', 'Jinxx', 'HUGHMUNGUS', 'SkulL']","['Chiefs', 'Texta', 'flickz', 'tucks', 'ofnu', 'BL1TZ']","['8', '16']",Mirage,DreamHack Masters Malmö 2019 Oceania Closed Qualifier,2795
12-9-19,"['Genuine', 'Jinxx', 'Mayker', 'HUGHMUNGUS', 'apocdud', 'SkulL']","['Chiefs', 'Texta', 'ofnu', 'flickz', 'tucks', 'BL1TZ']","['16', '12']",Nuke,DreamHack Masters Malmö 2019 Oceania Closed Qualifier,2795
12-9-19,"['Grayhound', 'INS', 'DickStacy', 'dexter', 'Sico', 'malta']","['AVANT', 'soju_j', 'sterling', 'J1rah', 'ap0c', 'HaZR']","['16', '12']",Mirage,DreamHack Masters Malmö 2019 Oceania Closed Qualifier,2794
12-9-19,"['Grayhound', 'DickStacy', 'Sico', 'dexter', 'malta', 'INS']","['AVANT', 'soju_j', 'ap0c', 'HaZR', 'sterling', 'J1rah']","['16', '11']",Overpass,DreamHack Masters Malmö 2019 Oceania Closed Qualifier,2794
12-9-19,"['Grayhound', 'INS', 'dexter', 'malta', 'Sico', 'DickStacy']","['AVANT', 'HaZR', 'ap0c', 'sterling', 'J1rah', 'soju_j']","['17', '19']",Nuke,DreamHack Masters Malmö 2019 Oceania Closed Qualifier,2794
12-9-19,"['Paradox', 'keeyto', 'Llamas', 'Chub', 'Noobster', 'Kingfisher']","['Parallax', 'Roflko', 'BRACE', 'Vexite', 'dreams', 'rewind']","['2', '16']",Train,ESEA MDL Season 32 Australia,2793
12-9-19,"['Invictus', 'flying', 'Koshak', 'V4D1M', 'expro', 'FIOURN']","['AUGUST', 'Zilkenberg', 'erkaSt', 'NEUZ', 'dobu', 'kabal']","['16', '14']",Nuke,ESL Pro League Season 10 Greater China Qualifier,2792
12-9-19,"['Invictus', 'flying', 'Koshak', 'FIOURN', 'V4D1M', 'expro']","['AUGUST', 'erkaSt', 'dobu', 'kabal', 'Zilkenberg', 'NEUZ']","['15', '19']",Train,ESL Pro League Season 10 Greater China Qualifier,2792
12-9-19,"['Aristocracy', 'dycha', 'MINISE', 'TaZ', 'rallen', 'mouz']","['SMASH', 'STYKO', 'zehN', 'Maikelele', 'Maden', 'kRYSTAL']","['16', '10']",Mirage,LOOT.BET Season 4,2791
12-9-19,"['Aristocracy', 'mouz', 'dycha', 'MINISE', 'rallen', 'TaZ']","['SMASH', 'Maden', 'STYKO', 'Maikelele', 'kRYSTAL', 'zehN']","['11', '16']",Inferno,LOOT.BET Season 4,2791
12-9-19,"['Aristocracy', 'mouz', 'rallen', 'dycha', 'MINISE', 'TaZ']","['SMASH', 'STYKO', 'Maikelele', 'kRYSTAL', 'Maden', 'zehN']","['4', '16']",Vertigo,LOOT.BET Season 4,2791
12-9-19,"['ZOOWEEMAMA', 'Koro', 'BiggyGreen', 'Brimo', 'Frockle', 'micalis']","['PC419', 'Doom', 'DuckyPanic', 'Wolfy', 'Muzoona', 'BeeTee']","['16', '8']",Nuke,ESEA MDL Season 32 Australia,2790
12-9-19,"['madlikewizards', 'ju1ces', 'spookr', 'chelleos', 'ADK', 'RaZ']","['ZOOWEEMAMA', 'Koro', 'Brimo', 'BiggyGreen', 'micalis', 'Frockle']","['16', '7']",Vertigo,ESEA MDL Season 32 Australia,2789
12-9-19,"['Bpro', 'Rock1nG', 'dennyslaw', 'Zix', 'viltrex', 'rafftu']","['ex-Epsilon', 'v1c7oR', 'CRUC1AL', 'SPELLAN', 'Surreal', 'NK4Y']","['5', '16']",Inferno,LOOT.BET Season 4,2788
12-9-19,"['Bpro', 'Zix', 'dennyslaw', 'viltrex', 'rafftu', 'Rock1nG']","['ex-Epsilon', 'NK4Y', 'v1c7oR', 'SPELLAN', 'CRUC1AL', 'Surreal']","['16', '10']",Dust2,LOOT.BET Season 4,2788
12-9-19,"['MOUZ', 'frozen', 'ropz', 'woxic', 'karrigan', 'chrisJ']","['CR4ZY', 'EspiranTo', 'huNter-', 'ottoNd', 'nexa', 'LETN1']","['10', '16']",Dust2,DreamHack Masters Malmö 2019 Europe Closed Qualifier,2787
12-9-19,"['MOUZ', 'ropz', 'chrisJ', 'frozen', 'karrigan', 'woxic']","['CR4ZY', 'EspiranTo', 'nexa', 'ottoNd', 'LETN1', 'huNter-']","['5', '16']",Overpass,DreamHack Masters Malmö 2019 Europe Closed Qualifier,2787
12-9-19,"['MOUZ', 'frozen', 'karrigan', 'ropz', 'woxic', 'chrisJ']","['CR4ZY', 'LETN1', 'huNter-', 'nexa', 'ottoNd', 'EspiranTo']","['16', '8']",Train,DreamHack Masters Malmö 2019 Europe Closed Qualifier,2787
12-9-19,"['BIG', 'XANTARES', 'smooya', 'nex', 'tiziaN', 'tabseN']","['GamerLegion', 'nawwk', 'hampus', 'SHiPZ', 'dennis', 'ScreaM']","['9', '16']",Inferno,ECS Season 8 Europe Pinnacle Cup,2786
12-9-19,"['BIG', 'nex', 'smooya', 'XANTARES', 'tabseN', 'tiziaN']","['GamerLegion', 'nawwk', 'hampus', 'dennis', 'SHiPZ', 'ScreaM']","['16', '8']",Train,ECS Season 8 Europe Pinnacle Cup,2786
12-9-19,"['Sprout', 'k1to', 'syrsoN', 'faveN', 'Spiidi', 'denis']","['forZe', 'facecrack', 'xsepower', 'Jerry', 'FL1T', 'almazer']","['16', '14']",Train,ECS Season 8 Europe Pinnacle Cup,2785
12-9-19,"['Sprout', 'syrsoN', 'k1to', 'denis', 'faveN', 'Spiidi']","['forZe', 'xsepower', 'Jerry', 'FL1T', 'almazer', 'facecrack']","['16', '13']",Dust2,ECS Season 8 Europe Pinnacle Cup,2785
12-9-19,"['Se7en', 'smiley', 'hpp', 'Lack1', 'icem4N', 'w1nt3r']","['BLUEJAYS', 'dEE', 'DiMKE', 'c0llins', 'sarenii', 'aVN']","['11', '16']",Inferno,ECS Season 8 Europe Pinnacle Cup,2784
12-9-19,"['Se7en', 'icem4N', 'smiley', 'w1nt3r', 'Lack1', 'hpp']","['BLUEJAYS', 'DiMKE', 'aVN', 'dEE', 'c0llins', 'sarenii']","['16', '9']",Nuke,ECS Season 8 Europe Pinnacle Cup,2784
12-9-19,"['Se7en', 'hpp', 'Lack1', 'w1nt3r', 'icem4N', 'smiley']","['BLUEJAYS', 'dEE', 'c0llins', 'DiMKE', 'aVN', 'sarenii']","['9', '16']",Train,ECS Season 8 Europe Pinnacle Cup,2784
12-9-19,"['Sprout', 'syrsoN', 'faveN', 'denis', 'Spiidi', 'k1to']","['forZe', 'xsepower', 'FL1T', 'Jerry', 'almazer', 'facecrack']","['17', '19']",Inferno,ECS Season 8 Europe Pinnacle Cup,2783
12-9-19,"['Tricked', 'Bubzkji', 'roeJ', 'acoR', 'sjuush', 'HUNDEN']","['Heroic', 'b0RUP', 'es3tag', 'stavn', 'blameF', 'Snappi']","['14', '16']",Mirage,ECS Season 8 Europe Pinnacle Cup,2782
12-9-19,"['Tricked', 'Bubzkji', 'acoR', 'HUNDEN', 'sjuush', 'roeJ']","['Heroic', 'es3tag', 'Snappi', 'blameF', 'stavn', 'b0RUP']","['16', '10']",Nuke,ECS Season 8 Europe Pinnacle Cup,2782
12-9-19,"['Windigo', 'poizon', 'bubble', 'Calyx', 'Thomas', 'hAdji']","['Espada', 'degster', 'reN', 'h1glaiN', 'FinigaN', 'RAiLWAY']","['16', '14']",Mirage,ECS Season 8 Europe Pinnacle Cup,2781
12-9-19,"['Windigo', 'poizon', 'Thomas', 'hAdji', 'Calyx', 'bubble']","['Espada', 'h1glaiN', 'FinigaN', 'RAiLWAY', 'degster', 'reN']","['5', '16']",Train,ECS Season 8 Europe Pinnacle Cup,2781
12-9-19,"['m1x', 'juanflatroo', 'anarkez', 'tudsoN', 'sinnopsyy', 'rigoN']","['Japaleno', 'djL', 'FREDDyFROG', 'Bååten', 'Relaxa', 'tabz']","['16', '8']",Mirage,ECS Season 8 Europe Pinnacle Cup,2780
12-9-19,"['m1x', 'anarkez', 'rigoN', 'sinnopsyy', 'juanflatroo', 'tudsoN']","['Japaleno', 'tabz', 'djL', 'Relaxa', 'Bååten', 'FREDDyFROG']","['9', '16']",Inferno,ECS Season 8 Europe Pinnacle Cup,2780
12-9-19,"['m1x', 'sinnopsyy', 'tudsoN', 'anarkez', 'juanflatroo', 'rigoN']","['Japaleno', 'Bååten', 'tabz', 'Relaxa', 'FREDDyFROG', 'djL']","['14', '16']",Train,ECS Season 8 Europe Pinnacle Cup,2780
12-9-19,"['Ambush', 'raalz', 'BERRY', 'PR1mE', 'Ryxxo', 'refrezh']","['Heretics', 'jeyN', 'JiNKZ', 'Davidp', 'Maka', 'B1GGY']","['7', '16']",Overpass,ECS Season 8 Europe Pinnacle Cup,2779
12-9-19,"['Ambush', 'Ryxxo', 'raalz', 'PR1mE', 'BERRY', 'refrezh']","['Heretics', 'jeyN', 'B1GGY', 'Davidp', 'Maka', 'JiNKZ']","['16', '11']",Dust2,ECS Season 8 Europe Pinnacle Cup,2779
12-9-19,"['Ambush', 'refrezh', 'raalz', 'Ryxxo', 'PR1mE', 'BERRY']","['Heretics', 'Davidp', 'jeyN', 'Maka', 'JiNKZ', 'B1GGY']","['16', '9']",Inferno,ECS Season 8 Europe Pinnacle Cup,2779
12-9-19,"['Swole Patrol', 'Subroza', 'yay', 'neptune', 'swag', 'Zellsis']","['ATK', 'floppy', 'motm', 'Sonic', 'oSee', 'JT']","['16', '12']",Inferno,DreamHack Masters Malmö 2019 North America Closed Qualifier,2778
12-9-19,"['Swole Patrol', 'Zellsis', 'yay', 'neptune', 'Subroza', 'swag']","['ATK', 'floppy', 'motm', 'Sonic', 'oSee', 'JT']","['16', '14']",Mirage,DreamHack Masters Malmö 2019 North America Closed Qualifier,2778
12-9-19,"['Swole Patrol', 'swag', 'yay', 'Zellsis', 'Subroza', 'fRoD']","['ATK', 'floppy', 'Sonic', 'motm', 'oSee', 'JT']","['17', '19']",Dust2,DreamHack Masters Malmö 2019 North America Closed Qualifier,2778
12-9-19,"['Baecon', 'axoN', 'SHOUW', 'sark', 'Demonos', 'brA']","['GTZ Bulls', 'emp', 'shellzi', 'kst', 'Misk', 'CarboN']","['16', '10']",Nuke,LPCS Summer Split Finals 2019,2777
12-9-19,"['Baecon', 'brA', 'SHOUW', 'sark', 'axoN', 'Demonos']","['GTZ Bulls', 'emp', 'kst', 'shellzi', 'CarboN', 'Misk']","['16', '11']",Vertigo,LPCS Summer Split Finals 2019,2777
12-9-19,"['Divine', 'penny', 'Hunter', 'zander', 'tweiss', 'roca']","['Sharks', 'meyern', 'jnt', 'Luken', 'exit', 'leo_drk']","['19', '16']",Nuke,DreamHack Masters Malmö 2019 North America Closed Qualifier,2776
12-9-19,"['Divine', 'roca', 'Hunter', 'zander', 'tweiss', 'penny']","['Sharks', 'meyern', 'leo_drk', 'exit', 'Luken', 'jnt']","['16', '11']",Inferno,DreamHack Masters Malmö 2019 North America Closed Qualifier,2776
12-9-19,"['Divine', 'tweiss', 'roca', 'Hunter', 'penny', 'zander']","['Sharks', 'jnt', 'exit', 'meyern', 'leo_drk', 'Luken']","['9', '16']",Vertigo,DreamHack Masters Malmö 2019 North America Closed Qualifier,2776
12-9-19,"['m1x', 'juanflatroo', 'sinnopsyy', 'anarkez', 'rigoN', 'tudsoN']","['Tricked', 'acoR', 'sjuush', 'Bubzkji', 'HUNDEN', 'roeJ']","['14', '16']",Mirage,ECS Season 8 Europe Pinnacle Cup,2775
12-9-19,"['m1x', 'tudsoN', 'rigoN', 'sinnopsyy', 'anarkez', 'juanflatroo']","['Tricked', 'acoR', 'roeJ', 'Bubzkji', 'sjuush', 'HUNDEN']","['7', '16']",Overpass,ECS Season 8 Europe Pinnacle Cup,2775
12-9-19,"['m1x', 'juanflatroo', 'tudsoN', 'sinnopsyy', 'rigoN', 'anarkez']","['Tricked', 'roeJ', 'Bubzkji', 'sjuush', 'acoR', 'HUNDEN']","['16', '5']",Train,ECS Season 8 Europe Pinnacle Cup,2775
12-9-19,"['BLUEJAYS', 'aVN', 'DiMKE', 'dEE', 'c0llins', 'sarenii']","['Espada', 'degster', 'reN', 'h1glaiN', 'RAiLWAY', 'FinigaN']","['16', '6']",Mirage,ECS Season 8 Europe Pinnacle Cup,2774
