Date,Team1,Team2,Score,Map,Event,Series
13-4-19,"['Breakaway', 'HaZR', 'Llamas', 'Noisia', 'YDNA', 'J1rah']","['Chiefs', 'BL1TZ', 'ofnu', 'zewsy', 'Texta', 'tucks']","['16', '1']",Mirage,IEM Sydney 2019 Oceania Closed Qualifier,6153
13-4-19,"['Breakaway', 'J1rah', 'YDNA', 'Llamas', 'HaZR', 'Noisia']","['Chiefs', 'zewsy', 'tucks', 'Texta', 'ofnu', 'BL1TZ']","['4', '16']",Dust2,IEM Sydney 2019 Oceania Closed Qualifier,6153
13-4-19,"['1337HUANIA', 'lukjjE', 'Butters', 'pounh', 'Carcass', 'HyPe']","['AllTheRage', 'feqew', 'maty', 'Dreamas', 'fAnet', 'Prochas']","['14', '16']",Nuke,Baltic Esports League Season 2 Finals,6152
13-4-19,"['1337HUANIA', 'pounh', 'HyPe', 'Butters', 'lukjjE', 'Carcass']","['AllTheRage', 'feqew', 'maty', 'Dreamas', 'Prochas', 'fAnet']","['19', '17']",Cache,Baltic Esports League Season 2 Finals,6152
13-4-19,"['1337HUANIA', 'HyPe', 'Butters', 'pounh', 'Carcass', 'lukjjE']","['AllTheRage', 'maty', 'feqew', 'fAnet', 'Prochas', 'Dreamas']","['16', '11']",Mirage,Baltic Esports League Season 2 Finals,6151
13-4-19,"['1337HUANIA', 'Butters', 'pounh', 'lukjjE', 'HyPe', 'Carcass']","['AllTheRage', 'Prochas', 'fAnet', 'feqew', 'maty', 'Dreamas']","['16', '5']",Inferno,Baltic Esports League Season 2 Finals,6151
13-4-19,"['FrostFire', 'acAp', 'Avirity', 'Subbey', 'Nutr1xNTC', 'aimaNNN']","['LDLC', 'MAJ3R', 'SIXER', 'Happy', 'xms', 'roden']","['16', '3']",Train,Charleroi Esports,6150
13-4-19,"['FrostFire', 'Subbey', 'acAp', 'aimaNNN', 'Avirity', 'Nutr1xNTC']","['LDLC', 'SIXER', 'Happy', 'roden', 'MAJ3R', 'xms']","['16', '13']",Mirage,Charleroi Esports,6150
13-4-19,"['FrostFire', 'Avirity', 'aimaNNN', 'acAp', 'Subbey', 'Nutr1xNTC']","['LDLC', 'SIXER', 'Happy', 'xms', 'MAJ3R', 'roden']","['14', '16']",Inferno,Charleroi Esports,6150
13-4-19,"['ex-Honor & Glory', 'smiley', 'hidenway', 'lord', 'Arcelo', 'kinder']","['PORCHA', 'kade0', 'spellfull', 'malinger', 'Darkwow', 'howl']","['17', '19']",Mirage,Burabay Cyber Cup,6149
13-4-19,"['ex-Honor & Glory', 'smiley', 'hidenway', 'lord', 'Arcelo', 'kinder']","['PORCHA', 'Darkwow', 'howl', 'malinger', 'kade0', 'spellfull']","['16', '10']",Train,Burabay Cyber Cup,6149
13-4-19,"['ex-Honor & Glory', 'kinder', 'Arcelo', 'smiley', 'hidenway', 'lord']","['PORCHA', 'kade0', 'Darkwow', 'malinger', 'howl', 'spellfull']","['16', '9']",Dust2,Burabay Cyber Cup,6149
13-4-19,"['G2', 'kennyS', 'Lucky', 'JaCkz', 'shox', 'AmaNEk']","['Virtus.pro', 'byali', 'MICHU', 'Snax', 'snatchie', 'Vegi']","['7', '16']",Nuke,Charleroi Esports,6148
13-4-19,"['G2', 'kennyS', 'Lucky', 'shox', 'JaCkz', 'AmaNEk']","['Virtus.pro', 'snatchie', 'Vegi', 'byali', 'Snax', 'MICHU']","['16', '12']",Train,Charleroi Esports,6148
13-4-19,"['Astralis', 'dupreeh', 'device', 'gla1ve', 'Xyp9x', 'Magisk']","['MIBR', 'coldzera', 'felps', 'fer', 'FalleN', 'TACO']","['16', '2']",Overpass,BLAST Pro Series Miami 2019,6147
13-4-19,"['Cloud9', 'cajunb', 'autimatic', 'RUSH', 'vice', 'Golden']","['FaZe', 'GuardiaN', 'AdreN', 'olofmeister', 'NiKo', 'rain']","['7', '16']",Overpass,BLAST Pro Series Miami 2019,6146
13-4-19,"['Natus Vincere', 's1mple', 'electronic', 'Edward', 'Zeus', 'flamie']","['Liquid', 'Twistzz', 'NAF', 'Stewie2K', 'EliGE', 'nitr0']","['16', '12']",Inferno,BLAST Pro Series Miami 2019,6145
13-4-19,"['MOUZ', 'ropz', 'karrigan', 'frozen', 'woxic', 'chrisJ']","['OpTic', 'niko', 'refrezh', 'k0nfig', 'Snappi', 'MSL']","['16', '7']",Overpass,ESL Pro League Season 9 Europe,6144
13-4-19,"['MOUZ', 'woxic', 'frozen', 'ropz', 'karrigan', 'chrisJ']","['OpTic', 'refrezh', 'k0nfig', 'niko', 'Snappi', 'MSL']","['16', '4']",Dust2,ESL Pro League Season 9 Europe,6144
13-4-19,"['MOUZ', 'woxic', 'chrisJ', 'ropz', 'karrigan', 'frozen']","['OpTic', 'niko', 'k0nfig', 'Snappi', 'refrezh', 'MSL']","['16', '11']",Train,ESL Pro League Season 9 Europe,6144
13-4-19,"['MIBR', 'felps', 'fer', 'FalleN', 'coldzera', 'TACO']","['Cloud9', 'RUSH', 'autimatic', 'cajunb', 'Golden', 'vice']","['6', '16']",Cache,BLAST Pro Series Miami 2019,6143
13-4-19,"['FaZe', 'AdreN', 'NiKo', 'olofmeister', 'GuardiaN', 'rain']","['Natus Vincere', 'electronic', 's1mple', 'Edward', 'Zeus', 'flamie']","['16', '10']",Overpass,BLAST Pro Series Miami 2019,6142
13-4-19,"['Astralis', 'Magisk', 'gla1ve', 'device', 'Xyp9x', 'dupreeh']","['Liquid', 'NAF', 'nitr0', 'EliGE', 'Stewie2K', 'Twistzz']","['14', '16']",Overpass,BLAST Pro Series Miami 2019,6141
13-4-19,"['Sprout', 'syrsoN', 'Spiidi', 'mirbit', 'denis', 'faveN']","['LDLC', 'MAJ3R', 'SIXER', 'xms', 'Happy', 'roden']","['10', '16']",Dust2,Charleroi Esports,6140
13-4-19,"['Sprout', 'syrsoN', 'faveN', 'Spiidi', 'denis', 'mirbit']","['LDLC', 'SIXER', 'xms', 'Happy', 'roden', 'MAJ3R']","['6', '16']",Train,Charleroi Esports,6140
13-4-19,"['Team n0thing', 'Toy', 'ptr', 'n0thing', 'juho', 'bENITA']","['Team hazed', 'hazed', 'reatz', 'KOLER', 'djay', 'PwnAlone']","['16', '12']",Vertigo,ESEA Rank S Combine,6139
13-4-19,"['Astralis', 'Magisk', 'Xyp9x', 'gla1ve', 'device', 'dupreeh']","['FaZe', 'NiKo', 'rain', 'GuardiaN', 'AdreN', 'olofmeister']","['5', '16']",Dust2,BLAST Pro Series Miami 2019,6138
13-4-19,"['MIBR', 'FalleN', 'coldzera', 'fer', 'TACO', 'felps']","['Liquid', 'EliGE', 'NAF', 'Twistzz', 'nitr0', 'Stewie2K']","['10', '16']",Overpass,BLAST Pro Series Miami 2019,6137
13-4-19,"['Cloud9', 'vice', 'cajunb', 'Golden', 'autimatic', 'RUSH']","['Natus Vincere', 'flamie', 'electronic', 's1mple', 'Edward', 'Zeus']","['13', '16']",Overpass,BLAST Pro Series Miami 2019,6136
13-4-19,"['Nemiga', 'mds', 'boX', 'lollipop21k', 'Jyo', 'ROBO']","['Budapest Five', 'kolor', 'Barcode', 'gabesson', 'gejmzilla', 'fleav']","['7', '16']",Inferno,ESL One Cologne 2019 Europe Open Qualifier 1,6135
13-4-19,"['Syman', 'neaLaN', 'Keoz', 'Ramz1kBO$$', 'Perfecto', 't0rick']","['Spirit', 'iDISBALANCE', 'COLDYY1', 'sdy', 'S0tF1k', 'chopper']","['11', '16']",Inferno,ESL One Cologne 2019 Europe Open Qualifier 1,6134
13-4-19,"['Team seang@res', 'Dima', 'innocent', 'xajdish', 'seang@res', 'TORAS']","['Team Skadoodle', 'Skadoodle', 'crashies', 'seb', 'bew', 'KiiroKami']","['25', '21']",Mirage,ESEA Rank S Combine,6133
13-4-19,"['North', 'valde', 'gade', 'aizy', 'Kjaerbye', 'cadiaN']","['ex-Space Soldiers', 'Calyx', 'imoRR', 'yam', 'ngiN', 'paz']","['16', '13']",Dust2,ESL Pro League Season 9 Europe,6132
13-4-19,"['North', 'gade', 'valde', 'aizy', 'cadiaN', 'Kjaerbye']","['ex-Space Soldiers', 'imoRR', 'Calyx', 'paz', 'yam', 'ngiN']","['11', '16']",Train,ESL Pro League Season 9 Europe,6132
13-4-19,"['Tricked', 'sjuush', 'acoR', 'Bubzkji', 'HUNDEN', 'b0RUP']","['TheDice', 'Smyli', 'nonick', 'XpG', 'Kan4', 'Polox']","['16', '5']",Overpass,ESL One Cologne 2019 Europe Open Qualifier 1,6131
13-4-19,"['Copenhagen Flames', 'Basso', 'Farlig', 'Console', 'roeJ', 'HooXi']","['Heroic', 'blameF', 'mertz', 'stavn', 'friberg', 'es3tag']","['16', '7']",Overpass,ESL One Cologne 2019 Europe Open Qualifier 1,6130
13-4-19,"['ex-3DMAX', 'hAdji', 'Davidp', 'Maka', 'JiNKZ', 'LOGAN']","['Chaos', 'PlesseN', 'Relaxa', 'FREDDyFROG', 'tabz', 'Bååten']","['13', '16']",Dust2,ESL One Cologne 2019 Europe Open Qualifier 1,6129
13-4-19,"['PACT', 'morelz', 'Sobol', 'darko', 'Sidney', 'lunAtic']","['Apeks', 'Marcelious', 'akez', 'Grusarn', 'Polly', 'aNdz']","['16', '13']",Nuke,ESL One Cologne 2019 Europe Open Qualifier 1,6128
13-4-19,"['Nemiga', 'lollipop21k', 'ROBO', 'Jyo', 'boX', 'mds']","['Spirit', 'iDISBALANCE', 'S0tF1k', 'COLDYY1', 'chopper', 'sdy']","['14', '16']",Overpass,ESL One Cologne 2019 Europe Open Qualifier 1,6127
13-4-19,"['Ancient', 'disco doplan', 'Plopski', 'grux', 'znajder', 'pronax']","['NoChance', 'Maikelele', 'zehN', 'STYKO', 'kRYSTAL', 'nukkye']","['16', '10']",Mirage,ESL One Cologne 2019 Europe Open Qualifier 1,6126
13-4-19,"['Balderisnor', 'dfen', 'dj_skullfuck', 'holzt', 'haste', 'TeSeS']","['Unique', 'PASHANOJ', 'R0b3n', 'FANAT ROCKA', 'fenvicious', 'uNdo']","['16', '8']",Inferno,ESL One Cologne 2019 Europe Open Qualifier 1,6125
13-4-19,"['GamerLegion', 'HS', 'ScreaM', 'nawwk', 'Ex6TenZ', 'hampus']","['G2', 'shox', 'kennyS', 'JaCkz', 'Lucky', 'AmaNEk']","['4', '16']",Nuke,Charleroi Esports,6124
13-4-19,"['GamerLegion', 'Ex6TenZ', 'HS', 'hampus', 'nawwk', 'ScreaM']","['G2', 'kennyS', 'JaCkz', 'shox', 'Lucky', 'AmaNEk']","['16', '6']",Overpass,Charleroi Esports,6124
13-4-19,"['Tricked', 'acoR', 'Bubzkji', 'sjuush', 'b0RUP', 'HUNDEN']","['Heroic', 'friberg', 'mertz', 'blameF', 'stavn', 'es3tag']","['7', '16']",Nuke,ESL One Cologne 2019 Europe Open Qualifier 1,6123
13-4-19,"['Liquid', 'NAF', 'Twistzz', 'EliGE', 'nitr0', 'Stewie2K']","['FaZe', 'NiKo', 'AdreN', 'GuardiaN', 'rain', 'olofmeister']","['6', '16']",Mirage,BLAST Pro Series Miami 2019,6122
13-4-19,"['Liquid', 'nitr0', 'NAF', 'EliGE', 'Stewie2K', 'Twistzz']","['FaZe', 'rain', 'NiKo', 'olofmeister', 'GuardiaN', 'AdreN']","['16', '12']",Dust2,BLAST Pro Series Miami 2019,6122
13-4-19,"['PACT', 'Sobol', 'morelz', 'Sidney', 'darko', 'lunAtic']","['Balderisnor', 'dfen', 'holzt', 'TeSeS', 'haste', 'dj_skullfuck']","['16', '8']",Mirage,ESL One Cologne 2019 Europe Open Qualifier 1,6121
13-4-19,"['Chaos', 'FREDDyFROG', 'Relaxa', 'PlesseN', 'tabz', 'Bååten']","['Ancient', 'znajder', 'Plopski', 'pronax', 'grux', 'disco doplan']","['4', '16']",Overpass,ESL One Cologne 2019 Europe Open Qualifier 1,6120
13-4-19,"['Team hazed', 'reatz', 'PwnAlone', 'hazed', 'KOLER', 'djay']","['Team seang@res', 'Dima', 'xajdish', 'innocent', 'TORAS', 'seang@res']","['14', '16']",Dust2,ESEA Rank S Combine,6119
14-4-19,"['ORDER', 'Hatz', 'emagine', 'aliStair', 'INS', 'zeph']","['Breakaway', 'Llamas', 'YDNA', 'J1rah', 'HaZR', 'Noisia']","['16', '11']",Nuke,ESL Pro League Season 9 Asia-Pacific,6118
14-4-19,"['ORDER', 'Hatz', 'INS', 'emagine', 'zeph', 'aliStair']","['Breakaway', 'Llamas', 'Noisia', 'J1rah', 'YDNA', 'HaZR']","['16', '6']",Inferno,ESL Pro League Season 9 Asia-Pacific,6118
14-4-19,"['ORDER', 'emagine', 'Hatz', 'aliStair', 'zeph', 'INS']","['Breakaway', 'YDNA', 'HaZR', 'Noisia', 'Llamas', 'J1rah']","['12', '16']",Mirage,ESL Pro League Season 9 Asia-Pacific,6118
14-4-19,"['Team n0thing', 'Toy', 'n0thing', 'ptr', 'juho', 'bENITA']","['Team Skadoodle', 'crashies', 'Skadoodle', 'seb', 'bew', 'KiiroKami']","['22', '19']",Inferno,ESEA Rank S Combine,6117
14-4-19,"['Team n0thing', 'juho', 'bENITA', 'ptr', 'Toy', 'n0thing']","['Team Skadoodle', 'crashies', 'bew', 'Skadoodle', 'KiiroKami', 'seb']","['16', '10']",Train,ESEA Rank S Combine,6117
14-4-19,"['Team n0thing', 'n0thing', 'ptr', 'juho', 'Toy', 'bENITA']","['Team Skadoodle', 'crashies', 'Skadoodle', 'seb', 'bew', 'KiiroKami']","['11', '16']",Dust2,ESEA Rank S Combine,6116
14-4-19,"['NRG', 'CeRq', 'Brehze', 'tarik', 'Ethan', 'daps']","['eUnited', 'MarKE', 'moose', 'vanity', 'food', 'Cooper']","['16', '13']",Dust2,ESL Pro League Season 9 Americas,6115
14-4-19,"['NRG', 'tarik', 'Brehze', 'Ethan', 'CeRq', 'daps']","['eUnited', 'Cooper', 'MarKE', 'vanity', 'food', 'moose']","['9', '16']",Mirage,ESL Pro League Season 9 Americas,6115
14-4-19,"['TeamOne', 'b4rtiN', 'Maluk3', 'BIT', 'trk', 'iDk']","['Royal', 'JoshRT', 'Xeppaa', 'Bwills', 'tex', 'RZU']","['13', '16']",Mirage,ESL One Cologne 2019 North America Open Qualifier 1,6114
14-4-19,"['GGPR', 'micro', 'Reality', 'BOWMAN', 'viz', 'ChurmZ']","['ATK', 'Sonic', 'JT', 'Fadey', 'Domsterr', 'blackpoisoN']","['16', '4']",Train,ESL One Cologne 2019 North America Open Qualifier 1,6113
14-4-19,"['iNTACT', 'clone', 'penny', 'dVeeN', 'recky', 'DaneJoris']","['Bad News Bears', 'Relyks', 'dazzLe', 'mitch', 'shinobi', 'TenZ']","['6', '16']",Inferno,ESL One Cologne 2019 North America Open Qualifier 1,6112
14-4-19,"['Zone', 'Swisher', 'aproto', 'Hunter', 'koga', 'zander']","['Chris and the boys', 'will', 'Swahn', 'Spongey', 'Rich', 'kaboose']","['20', '22']",Mirage,ESL One Cologne 2019 North America Open Qualifier 1,6111
14-4-19,"['Athletico', 'smooth_criminal22', 'chelleos', 'ADK', 'Dezibel', 'JD']","['Paradox', 'keeyto', 'tensai', 'Chub', 'Noobster', 'Kingfisher']","['16', '13']",Mirage,ESL Pro League Season 9 Asia-Pacific,6110
14-4-19,"['Athletico', 'chelleos', 'ADK', 'Dezibel', 'smooth_criminal22', 'JD']","['Paradox', 'keeyto', 'Chub', 'tensai', 'Noobster', 'Kingfisher']","['12', '16']",Overpass,ESL Pro League Season 9 Asia-Pacific,6110
14-4-19,"['Athletico', 'chelleos', 'smooth_criminal22', 'Dezibel', 'JD', 'ADK']","['Paradox', 'keeyto', 'Noobster', 'Valiance', 'Chub', 'Kingfisher']","['13', '16']",Cache,ESL Pro League Season 9 Asia-Pacific,6110
14-4-19,"['Renegades', 'jkaem', 'smooya', 'jks', 'AZR', 'Liazz']","['INTZ', 'chelo', 'horvy', 'yel', 'xand', 'SHOOWTiME']","['9', '16']",Dust2,ESL Pro League Season 9 Americas,6109
14-4-19,"['Renegades', 'smooya', 'AZR', 'jkaem', 'jks', 'Liazz']","['INTZ', 'yel', 'xand', 'SHOOWTiME', 'horvy', 'chelo']","['13', '16']",Mirage,ESL Pro League Season 9 Americas,6109
14-4-19,"['MVP PK', 'xeta', 'XigN', 'zeff', 'stax', 'HSK']","['ex-Storm Riders', 'Tsogoo', 'NEUZ', 'nin9', 'maaRaa', 'ncl']","['16', '2']",Overpass,DreamHack Masters Dallas 2019 Asia Closed Qualifier,6108
14-4-19,"['MVP PK', 'HSK', 'xeta', 'XigN', 'stax', 'zeff']","['ex-Storm Riders', 'NEUZ', 'Tsogoo', 'ncl', 'nin9', 'maaRaa']","['16', '5']",Inferno,DreamHack Masters Dallas 2019 Asia Closed Qualifier,6108
14-4-19,"['Lucid Dream', 'Geniuss', 'wannafly', 'PTC', 'qqGOD', 'cbbk']","['Ignis', 'RIPablo Escobar', 'hornet', 'neth', 'oitaN', 'poem']","['10', '16']",Dust2,DreamHack Masters Dallas 2019 Asia Closed Qualifier,6107
14-4-19,"['Lucid Dream', 'cbbk', 'qqGOD', 'PTC', 'wannafly', 'Geniuss']","['Ignis', 'neth', 'oitaN', 'RIPablo Escobar', 'poem', 'hornet']","['16', '13']",Train,DreamHack Masters Dallas 2019 Asia Closed Qualifier,6107
14-4-19,"['Absolute', 'takej', 'Laz', 'Reita', 'crow', 'barce']","['BOOM', 'mindfreak', 'Gruvee', 'f0rsakeN', '6fingers', 'kylooshka']","['10', '16']",Inferno,DreamHack Masters Dallas 2019 Asia Closed Qualifier,6106
14-4-19,"['Absolute', 'Laz', 'barce', 'takej', 'Reita', 'crow']","['BOOM', 'f0rsakeN', 'Gruvee', 'mindfreak', 'kylooshka', '6fingers']","['16', '14']",Mirage,DreamHack Masters Dallas 2019 Asia Closed Qualifier,6106
14-4-19,"['BOOT-d[S]', 'dsn', 'd4v41', 'splashske', 'Bobosaur', 'alecks']","['Beyond', 'TOR', 'JohnOlsen', 'veta', 'WPT', 'RoLEX']","['16', '19']",Mirage,DreamHack Masters Dallas 2019 Asia Closed Qualifier,6105
14-4-19,"['BOOT-d[S]', 'd4v41', 'Bobosaur', 'dsn', 'splashske', 'alecks']","['Beyond', 'veta', 'JohnOlsen', 'bnwGiggs', 'TOR', 'RoLEX']","['16', '14']",Inferno,DreamHack Masters Dallas 2019 Asia Closed Qualifier,6105
14-4-19,"['ORDER', 'Hatz', 'emagine', 'aliStair', 'zeph', 'INS']","['Chiefs', 'Texta', 'ofnu', 'zewsy', 'BL1TZ', 'tucks']","['16', '14']",Overpass,IEM Sydney 2019 Oceania Closed Qualifier,6104
14-4-19,"['ORDER', 'zeph', 'INS', 'emagine', 'Hatz', 'aliStair']","['Chiefs', 'tucks', 'zewsy', 'Texta', 'BL1TZ', 'ofnu']","['16', '11']",Inferno,IEM Sydney 2019 Oceania Closed Qualifier,6104
14-4-19,"['ORDER', 'INS', 'aliStair', 'Hatz', 'emagine', 'zeph']","['Chiefs', 'ofnu', 'tucks', 'BL1TZ', 'zewsy', 'Texta']","['16', '14']",Nuke,IEM Sydney 2019 Oceania Closed Qualifier,6104
14-4-19,"['MVP PK', 'XigN', 'zeff', 'xeta', 'HSK', 'stax']","['Lucid Dream', 'qqGOD', 'PTC', 'Geniuss', 'cbbk', 'wannafly']","['10', '16']",Mirage,DreamHack Masters Dallas 2019 Asia Closed Qualifier,6103
14-4-19,"['MVP PK', 'XigN', 'stax', 'xeta', 'zeff', 'HSK']","['Lucid Dream', 'cbbk', 'qqGOD', 'Geniuss', 'PTC', 'wannafly']","['16', '5']",Nuke,DreamHack Masters Dallas 2019 Asia Closed Qualifier,6103
14-4-19,"['BOOM', 'f0rsakeN', 'kylooshka', 'Gruvee', 'mindfreak', '6fingers']","['Beyond', 'TOR', 'veta', 'JohnOlsen', 'RoLEX', 'bnwGiggs']","['16', '8']",Nuke,DreamHack Masters Dallas 2019 Asia Closed Qualifier,6102
14-4-19,"['BOOM', 'f0rsakeN', 'Gruvee', 'mindfreak', '6fingers', 'kylooshka']","['Beyond', 'RoLEX', 'veta', 'TOR', 'bnwGiggs', 'JohnOlsen']","['8', '16']",Dust2,DreamHack Masters Dallas 2019 Asia Closed Qualifier,6102
14-4-19,"['TYLOO', 'Attacker', 'BnTeT', 'Summer', 'somebody', 'xccurate']","['Panda', 'Savage', 'Monster', 'bottle', 'tb', 'nighttime']","['16', '9']",Mirage,DreamHack Masters Dallas 2019 China Closed Qualifier,6101
14-4-19,"['TYLOO', 'Summer', 'xccurate', 'somebody', 'Attacker', 'BnTeT']","['Panda', 'tb', 'Monster', 'bottle', 'nighttime', 'Savage']","['16', '13']",Dust2,DreamHack Masters Dallas 2019 China Closed Qualifier,6101
14-4-19,"['Grayhound', 'Sico', 'dexter', 'erkaSt', 'malta', 'DickStacy']","['ORDER', 'emagine', 'INS', 'Hatz', 'zeph', 'aliStair']","['16', '13']",Mirage,IEM Sydney 2019 Oceania Closed Qualifier,6100
14-4-19,"['Grayhound', 'DickStacy', 'Sico', 'erkaSt', 'dexter', 'malta']","['ORDER', 'emagine', 'INS', 'aliStair', 'Hatz', 'zeph']","['10', '16']",Overpass,IEM Sydney 2019 Oceania Closed Qualifier,6100
14-4-19,"['Grayhound', 'dexter', 'malta', 'DickStacy', 'erkaSt', 'Sico']","['ORDER', 'Hatz', 'INS', 'aliStair', 'zeph', 'emagine']","['16', '13']",Nuke,IEM Sydney 2019 Oceania Closed Qualifier,6100
14-4-19,"['Beyond', 'RoLEX', 'TOR', 'veta', 'bnwGiggs', 'JohnOlsen']","['Lucid Dream', 'PTC', 'wannafly', 'Geniuss', 'qqGOD', 'cbbk']","['16', '13']",Dust2,DreamHack Masters Dallas 2019 Asia Closed Qualifier,6099
14-4-19,"['Beyond', 'veta', 'JohnOlsen', 'TOR', 'RoLEX', 'bnwGiggs']","['Lucid Dream', 'cbbk', 'qqGOD', 'wannafly', 'PTC', 'Geniuss']","['6', '16']",Nuke,DreamHack Masters Dallas 2019 Asia Closed Qualifier,6099
14-4-19,"['TRIDENT', 'DannyG', 'kstyles', 's1ck', 'BoLTz', 'Jimmy']","['Surge', 'moojuice', 'asap', 'JJ', 'Crunchy', 'SenpaiMadara']","['8', '16']",Train,ESEA MDL Season 30 Australia Relegation,6098
14-4-19,"['TRIDENT', 'Jimmy', 'DannyG', 's1ck', 'kstyles', 'BoLTz']","['Surge', 'JJ', 'Crunchy', 'moojuice', 'asap', 'SenpaiMadara']","['16', '7']",Cache,ESEA MDL Season 30 Australia Relegation,6098
14-4-19,"['Epsilon', 'SPELLAN', 'broky', 'CRUC1AL', 'Surreal', 'k1to']","['Sprout', 'syrsoN', 'faveN', 'Spiidi', 'mirbit', 'denis']","['8', '16']",Inferno,Charleroi Esports,6097
14-4-19,"['Epsilon', 'broky', 'CRUC1AL', 'k1to', 'Surreal', 'SPELLAN']","['Sprout', 'faveN', 'mirbit', 'denis', 'Spiidi', 'syrsoN']","['16', '10']",Mirage,Charleroi Esports,6097
14-4-19,"['Winstrike', 'Kvik', 'bondik', 'WorldEdit', 'n0rb3r7', 'Boombl4']","['Nordavind', 'hallzerk', 'TENZKI', 'cromen', 'Radifaction', 'RUBINO']","['16', '11']",Dust2,LOOT.BET Season 2,6096
14-4-19,"['Winstrike', 'Boombl4', 'bondik', 'WorldEdit', 'Kvik', 'n0rb3r7']","['Nordavind', 'hallzerk', 'cromen', 'RUBINO', 'TENZKI', 'Radifaction']","['17', '19']",Mirage,LOOT.BET Season 2,6096
14-4-19,"['Vitality', 'NBK-', 'RpK', 'ZywOo', 'apEX', 'ALEX']","['G2', 'JaCkz', 'shox', 'Lucky', 'kennyS', 'AmaNEk']","['16', '14']",Nuke,Charleroi Esports,6095
14-4-19,"['Vitality', 'ZywOo', 'ALEX', 'apEX', 'NBK-', 'RpK']","['G2', 'AmaNEk', 'Lucky', 'JaCkz', 'kennyS', 'shox']","['19', '16']",Overpass,Charleroi Esports,6095
14-4-19,"['Vitality', 'ZywOo', 'RpK', 'NBK-', 'apEX', 'ALEX']","['G2', 'shox', 'AmaNEk', 'kennyS', 'Lucky', 'JaCkz']","['5', '16']",Cache,Charleroi Esports,6095
14-4-19,"['Wolsung', 'hyskeee', 'YEKINDAR', 'Flarich', 'GekoNs', 'krii']","['Esi Pirmais', 'Sylvyrrocks', 'kykaho', 'FreakY', 'sunshine', 'Daze']","['16', '3']",Dust2,Monster Energy GOEXANIMO CS:GO 5x5 #16,6094
14-4-19,"['Wolsung', 'YEKINDAR', 'krii', 'GekoNs', 'Flarich', 'hyskeee']","['Esi Pirmais', 'FreakY', 'kykaho', 'sunshine', 'Sylvyrrocks', 'Daze']","['5', '16']",Mirage,Monster Energy GOEXANIMO CS:GO 5x5 #16,6094
14-4-19,"['deprEST', 'reN', 'endicate', 'raw', 'keen', 'Emis2']","['Synergy', 'DeSTATE', 'saturnus', 'sL', 'Green9K', 'Mackapag']","['17', '19']",Train,Monster Energy GOEXANIMO CS:GO 5x5 #16,6093
14-4-19,"['deprEST', 'endicate', 'raw', 'keen', 'reN', 'Emis2']","['Synergy', 'saturnus', 'sL', 'Mackapag', 'DeSTATE', 'Green9K']","['16', '14']",Overpass,Monster Energy GOEXANIMO CS:GO 5x5 #16,6093
14-4-19,"['Spirit', 'sdy', 'iDISBALANCE', 'COLDYY1', 'S0tF1k', 'chopper']","['Heroic', 'blameF', 'friberg', 'es3tag', 'stavn', 'mertz']","['9', '16']",Overpass,ESL One Cologne 2019 Europe Open Qualifier 1,6092
14-4-19,"['Spirit', 'iDISBALANCE', 'sdy', 'COLDYY1', 'S0tF1k', 'chopper']","['Heroic', 'mertz', 'stavn', 'blameF', 'friberg', 'es3tag']","['16', '12']",Mirage,ESL One Cologne 2019 Europe Open Qualifier 1,6092
14-4-19,"['MOUZ', 'ropz', 'woxic', 'chrisJ', 'frozen', 'karrigan']","['North', 'aizy', 'cadiaN', 'gade', 'Kjaerbye', 'valde']","['16', '4']",Train,ESL Pro League Season 9 Europe,6091
14-4-19,"['MOUZ', 'woxic', 'ropz', 'frozen', 'chrisJ', 'karrigan']","['North', 'gade', 'Kjaerbye', 'cadiaN', 'aizy', 'valde']","['5', '16']",Mirage,ESL Pro League Season 9 Europe,6090
14-4-19,"['Wolsung', 'krii', 'YEKINDAR', 'hyskeee', 'Flarich', 'GekoNs']","['deprEST', 'Emis2', 'reN', 'endicate', 'keen', 'raw']","['16', '14']",Nuke,Monster Energy GOEXANIMO CS:GO 5x5 #16,6089
14-4-19,"['Wolsung', 'krii', 'Flarich', 'YEKINDAR', 'hyskeee', 'GekoNs']","['deprEST', 'keen', 'reN', 'raw', 'endicate', 'Emis2']","['16', '6']",Mirage,Monster Energy GOEXANIMO CS:GO 5x5 #16,6089
14-4-19,"['Wolsung', 'Flarich', 'YEKINDAR', 'GekoNs', 'hyskeee', 'krii']","['deprEST', 'reN', 'endicate', 'raw', 'Emis2', 'keen']","['7', '16']",Inferno,Monster Energy GOEXANIMO CS:GO 5x5 #16,6089
14-4-19,"['Portal', 'PokemoN', 'HZI', 'SOULM8', 'traNz', 'Shooter']","['NASR', 'havoK', 'breAker', 'Nami', 'k1tkat', 'kAzoo']","['5', '16']",Nuke,Pakistan-UAE CS:GO Series 2019,6088
14-4-19,"['Portal', 'PokemoN', 'HZI', 'SOULM8', 'traNz', 'Shooter']","['NASR', 'breAker', 'havoK', 'Nami', 'k1tkat', 'kAzoo']","['8', '16']",Mirage,Pakistan-UAE CS:GO Series 2019,6088
14-4-19,"['Sprout', 'syrsoN', 'faveN', 'Spiidi', 'denis', 'mirbit']","['Vitality', 'ZywOo', 'ALEX', 'apEX', 'NBK-', 'RpK']","['16', '12']",Inferno,Charleroi Esports,6087
