Team1,Team1_Status,Team2,Team2_Status,Date,Map,Event
Wisla Krakow,w,Endpoint,l,14-4-20,Train,ESEA MDL Season 33 Europe Relegation
Wisla Krakow,l,Endpoint,w,14-4-20,Train,ESEA MDL Season 33 Europe Relegation
Wisla Krakow,w,Endpoint,l,14-4-20,Train,ESEA MDL Season 33 Europe Relegation
Reason,l,Apeks,w,14-4-20,Nuke,ESEA MDL Season 33 Europe Relegation
Reason,l,Apeks,w,14-4-20,Nuke,ESEA MDL Season 33 Europe Relegation
Unique,l,Salamander,w,14-4-20,Train,ESEA MDL Season 33 Europe Relegation
Unique,l,Salamander,w,14-4-20,Train,ESEA MDL Season 33 Europe Relegation
Turkey5,l,Prima,w,14-4-20,Vertigo,ESEA MDL Season 33 Europe Relegation
Turkey5,l,Prima,w,14-4-20,Vertigo,ESEA MDL Season 33 Europe Relegation
Movistar Riders,l,Spirit,w,14-4-20,Mirage,Home Sweet Home Cup 2
Movistar Riders,l,Spirit,w,14-4-20,Mirage,Home Sweet Home Cup 2
Nordavind,w,Japaleno,l,14-4-20,Inferno,LOOT.BET Season 6
Nordavind,w,Japaleno,l,14-4-20,Inferno,LOOT.BET Season 6
Nordavind,l,Japaleno,w,14-4-20,Inferno,LOOT.BET Season 6
Syman,l,Virtus.pro,w,14-4-20,Inferno,Home Sweet Home Cup 2
Syman,l,Virtus.pro,w,14-4-20,Inferno,Home Sweet Home Cup 2
Spirit,l,Virtus.pro,w,14-4-20,Train,Home Sweet Home Cup 2
Syman,w,Movistar Riders,l,14-4-20,Inferno,Home Sweet Home Cup 2
Nemiga,l,Hard Legion,w,14-4-20,Inferno,LOOT.BET Season 6
Nemiga,l,Hard Legion,w,14-4-20,Inferno,LOOT.BET Season 6
Nemiga,w,Hard Legion,l,14-4-20,Inferno,LOOT.BET Season 6
ZIGMA,w,Invictus,l,14-4-20,Inferno,Play From Home
ZIGMA,w,Invictus,l,14-4-20,Inferno,Play From Home
Alma,w,Bravos,l,14-4-20,Overpass,CLUTCH Season 2
Alma,l,Bravos,w,14-4-20,Overpass,CLUTCH Season 2
DETONA,w,Isurus,l,13-4-20,Inferno,CLUTCH Season 2
DETONA,l,Isurus,w,13-4-20,Inferno,CLUTCH Season 2
Cloud9,w,Orgless,l,13-4-20,Inferno,Flashpoint 1
Cloud9,w,Orgless,l,13-4-20,Inferno,Flashpoint 1
Cloud9,l,Orgless,w,13-4-20,Inferno,Flashpoint 1
ttc,l,FATE,w,13-4-20,Overpass,ESEA MDL Season 33 Europe Relegation
ttc,l,FATE,w,13-4-20,Overpass,ESEA MDL Season 33 Europe Relegation
Salamander,l,SKADE,w,13-4-20,Mirage,ESEA MDL Season 33 Europe Relegation
Salamander,w,SKADE,l,13-4-20,Mirage,ESEA MDL Season 33 Europe Relegation
Salamander,l,SKADE,w,13-4-20,Mirage,ESEA MDL Season 33 Europe Relegation
Reason,l,Ambush,w,13-4-20,Train,ESEA MDL Season 33 Europe Relegation
Reason,l,Ambush,w,13-4-20,Train,ESEA MDL Season 33 Europe Relegation
Apeks,w,TheDice,l,13-4-20,Mirage,ESEA MDL Season 33 Europe Relegation
Apeks,w,TheDice,l,13-4-20,Mirage,ESEA MDL Season 33 Europe Relegation
Apeks,l,TheDice,w,13-4-20,Mirage,ESEA MDL Season 33 Europe Relegation
Endpoint,w,Vexed,l,13-4-20,Dust2,ESEA MDL Season 33 Europe Relegation
Endpoint,w,Vexed,l,13-4-20,Dust2,ESEA MDL Season 33 Europe Relegation
Endpoint,l,Vexed,w,13-4-20,Dust2,ESEA MDL Season 33 Europe Relegation
Wisla Krakow,w,Prima,l,13-4-20,Dust2,ESEA MDL Season 33 Europe Relegation
Wisla Krakow,l,Prima,w,13-4-20,Dust2,ESEA MDL Season 33 Europe Relegation
Wisla Krakow,w,Prima,l,13-4-20,Dust2,ESEA MDL Season 33 Europe Relegation
OFFSET,l,Unique,w,13-4-20,Nuke,ESEA MDL Season 33 Europe Relegation
OFFSET,l,Unique,w,13-4-20,Nuke,ESEA MDL Season 33 Europe Relegation
HAVU,w,Gen.G,l,13-4-20,Nuke,Flashpoint 1
HAVU,w,Gen.G,l,13-4-20,Nuke,Flashpoint 1
HAVU,l,Gen.G,w,13-4-20,Nuke,Flashpoint 1
Unique,l,Vexed,w,13-4-20,Vertigo,ESEA MDL Season 33 Europe Relegation
Unique,l,Vexed,w,13-4-20,Vertigo,ESEA MDL Season 33 Europe Relegation
OFFSET,l,Endpoint,w,13-4-20,Dust2,ESEA MDL Season 33 Europe Relegation
OFFSET,l,Endpoint,w,13-4-20,Dust2,ESEA MDL Season 33 Europe Relegation
SKADE,w,FATE,l,13-4-20,Dust2,ESEA MDL Season 33 Europe Relegation
SKADE,w,FATE,l,13-4-20,Dust2,ESEA MDL Season 33 Europe Relegation
SKADE,l,FATE,w,13-4-20,Dust2,ESEA MDL Season 33 Europe Relegation
Ambush,w,Turkey5,l,13-4-20,Train,ESEA MDL Season 33 Europe Relegation
Ambush,w,Turkey5,l,13-4-20,Train,ESEA MDL Season 33 Europe Relegation
Ambush,l,Turkey5,w,13-4-20,Train,ESEA MDL Season 33 Europe Relegation
Salamander,w,ttc,l,13-4-20,Inferno,ESEA MDL Season 33 Europe Relegation
Salamander,w,ttc,l,13-4-20,Inferno,ESEA MDL Season 33 Europe Relegation
Salamander,l,ttc,w,13-4-20,Inferno,ESEA MDL Season 33 Europe Relegation
TheDice,l,Wisla Krakow,w,13-4-20,Mirage,ESEA MDL Season 33 Europe Relegation
TheDice,l,Wisla Krakow,w,13-4-20,Mirage,ESEA MDL Season 33 Europe Relegation
Heretics,l,Sprout,w,13-4-20,Nuke,LOOT.BET Season 6
Heretics,l,Sprout,w,13-4-20,Nuke,LOOT.BET Season 6
Heretics,w,Sprout,l,13-4-20,Nuke,LOOT.BET Season 6
BTRG,l,ZIGMA,w,13-4-20,Train,Play From Home
BTRG,w,ZIGMA,l,13-4-20,Train,Play From Home
BTRG,l,ZIGMA,w,13-4-20,Train,Play From Home
pro100,w,AGO,l,13-4-20,Inferno,LOOT.BET Season 6
pro100,w,AGO,l,13-4-20,Inferno,LOOT.BET Season 6
pro100,l,AGO,w,13-4-20,Inferno,LOOT.BET Season 6
Invictus,l,TIGER,w,13-4-20,Train,Play From Home
Liquid,w,Evil Geniuses,l,12-4-20,Vertigo,ESL Pro League Season 11 North America
Liquid,w,Evil Geniuses,l,12-4-20,Vertigo,ESL Pro League Season 11 North America
MIBR,w,HAVU,l,12-4-20,Train,Flashpoint 1
MIBR,w,HAVU,l,12-4-20,Train,Flashpoint 1
MIBR,l,HAVU,w,12-4-20,Train,Flashpoint 1
BIG,w,Spirit,l,12-4-20,Mirage,Home Sweet Home Cup
BIG,l,Spirit,w,12-4-20,Mirage,Home Sweet Home Cup
BIG,w,Spirit,l,12-4-20,Mirage,Home Sweet Home Cup
Cloud9,l,MAD Lions,w,12-4-20,Nuke,Flashpoint 1
Cloud9,l,MAD Lions,w,12-4-20,Nuke,Flashpoint 1
Apeks,l,Prima,w,12-4-20,Dust2,ESEA MDL Season 33 Europe Relegation
Apeks,l,Prima,w,12-4-20,Dust2,ESEA MDL Season 33 Europe Relegation
Apeks,w,Prima,l,12-4-20,Dust2,ESEA MDL Season 33 Europe Relegation
Spirit,w,North,l,12-4-20,Inferno,Home Sweet Home Cup
Spirit,w,North,l,12-4-20,Inferno,Home Sweet Home Cup
fnatic,w,mousesports,l,12-4-20,Mirage,ESL Pro League Season 11 Europe
fnatic,w,mousesports,l,12-4-20,Mirage,ESL Pro League Season 11 Europe
fnatic,l,mousesports,w,12-4-20,Mirage,ESL Pro League Season 11 Europe
fnatic,l,mousesports,w,12-4-20,Mirage,ESL Pro League Season 11 Europe
fnatic,w,mousesports,l,12-4-20,Mirage,ESL Pro League Season 11 Europe
SMASH,l,Illuminar,w,12-4-20,Overpass,LOOT.BET Season 6
SMASH,l,Illuminar,w,12-4-20,Overpass,LOOT.BET Season 6
SMASH,w,Illuminar,l,12-4-20,Overpass,LOOT.BET Season 6
Sprout,l,BIG,w,12-4-20,Vertigo,Home Sweet Home Cup
Sprout,l,BIG,w,12-4-20,Vertigo,Home Sweet Home Cup
Movistar Riders,l,Heretics,w,12-4-20,Vertigo,Cyber.Bet Cup
Movistar Riders,l,Heretics,w,12-4-20,Vertigo,Cyber.Bet Cup
Hard Legion,w,Espada,l,12-4-20,Mirage,LOOT.BET Season 6
Hard Legion,w,Espada,l,12-4-20,Mirage,LOOT.BET Season 6
FURIA,l,Evil Geniuses,w,11-4-20,Inferno,ESL Pro League Season 11 North America
FURIA,l,Evil Geniuses,w,11-4-20,Inferno,ESL Pro League Season 11 North America
Orgless,w,Chaos,l,11-4-20,Inferno,Flashpoint 1
Orgless,w,Chaos,l,11-4-20,Inferno,Flashpoint 1
Spirit,w,forZe,l,11-4-20,Mirage,Home Sweet Home Cup
Spirit,w,forZe,l,11-4-20,Mirage,Home Sweet Home Cup
Spirit,l,forZe,w,11-4-20,Mirage,Home Sweet Home Cup
Gen.G,w,FunPlus Phoenix,l,11-4-20,Inferno,Flashpoint 1
Gen.G,w,FunPlus Phoenix,l,11-4-20,Inferno,Flashpoint 1
Astralis,l,mousesports,w,11-4-20,Nuke,ESL Pro League Season 11 Europe
Astralis,w,mousesports,l,11-4-20,Nuke,ESL Pro League Season 11 Europe
Astralis,l,mousesports,w,11-4-20,Nuke,ESL Pro League Season 11 Europe
North,w,Endpoint,l,11-4-20,Train,Home Sweet Home Cup
North,w,Endpoint,l,11-4-20,Train,Home Sweet Home Cup
Nemiga,w,pro100,l,11-4-20,Mirage,LOOT.BET Season 6
Nemiga,w,pro100,l,11-4-20,Mirage,LOOT.BET Season 6
Nemiga,l,pro100,w,11-4-20,Mirage,LOOT.BET Season 6
Heretics,w,NAVI Junior,l,11-4-20,Mirage,Cyber.Bet Cup
Heretics,w,NAVI Junior,l,11-4-20,Mirage,Cyber.Bet Cup
SKADE,l,Sprout,w,11-4-20,Inferno,Home Sweet Home Cup
SKADE,l,Sprout,w,11-4-20,Mirage,Home Sweet Home Cup
Movistar Riders,w,Syman,l,11-4-20,Train,Cyber.Bet Cup
Movistar Riders,w,Syman,l,11-4-20,Train,Cyber.Bet Cup
AGO,l,Nordavind,w,11-4-20,Inferno,LOOT.BET Season 6
AGO,w,Nordavind,l,11-4-20,Inferno,LOOT.BET Season 6
AGO,l,Nordavind,w,11-4-20,Inferno,LOOT.BET Season 6
Virtus.pro,l,BIG,w,11-4-20,Mirage,Home Sweet Home Cup
Virtus.pro,l,BIG,w,11-4-20,Mirage,Home Sweet Home Cup
Nordavind,l,Syman,w,11-4-20,Inferno,Cyber.Bet Cup
Nordavind,l,Syman,w,11-4-20,Inferno,Cyber.Bet Cup
Liquid,w,Evil Geniuses,l,10-4-20,Dust2,ESL Pro League Season 11 North America
Liquid,w,Evil Geniuses,l,10-4-20,Dust2,ESL Pro League Season 11 North America
Orgless,l,MIBR,w,10-4-20,Dust2,Flashpoint 1
Orgless,w,MIBR,l,10-4-20,Dust2,Flashpoint 1
Orgless,l,MIBR,w,10-4-20,Dust2,Flashpoint 1
Gambit Youngsters,l,Virtus.pro,w,10-4-20,Train,Home Sweet Home Cup
Gambit Youngsters,w,Virtus.pro,l,10-4-20,Train,Home Sweet Home Cup
Gambit Youngsters,l,Virtus.pro,w,10-4-20,Train,Home Sweet Home Cup
Chaos,l,HAVU,w,10-4-20,Train,Flashpoint 1
Chaos,l,HAVU,w,10-4-20,Train,Flashpoint 1
Nordavind,l,Virtus.pro,w,10-4-20,Mirage,Home Sweet Home Cup
Nordavind,l,Virtus.pro,w,10-4-20,Mirage,Home Sweet Home Cup
Hard Legion,l,NAVI Junior,w,10-4-20,Inferno,Cyber.Bet Cup
Hard Legion,l,NAVI Junior,w,10-4-20,Inferno,Cyber.Bet Cup
Hard Legion,w,NAVI Junior,l,10-4-20,Inferno,Cyber.Bet Cup
Winstrike,w,Secret,l,10-4-20,Nuke,LOOT.BET Season 6
Winstrike,l,Secret,w,10-4-20,Nuke,LOOT.BET Season 6
Winstrike,w,Secret,l,10-4-20,Nuke,LOOT.BET Season 6
Gambit Youngsters,l,forZe,w,10-4-20,Dust2,Home Sweet Home Cup
Gambit Youngsters,l,forZe,w,10-4-20,Dust2,Home Sweet Home Cup
forZe,w,Nordavind,l,10-4-20,Mirage,Home Sweet Home Cup
Japaleno,l,Sprout,w,10-4-20,Train,LOOT.BET Season 6
Japaleno,l,Sprout,w,10-4-20,Train,LOOT.BET Season 6
Virtus.pro,l,Gambit Youngsters,w,10-4-20,Overpass,Home Sweet Home Cup
Thunder Logic,l,blood,w,10-4-20,Nuke,ESEA MDL Season 33 North America Relegation
Thunder Logic,l,blood,w,10-4-20,Nuke,ESEA MDL Season 33 North America Relegation
Thunder Logic,w,blood,l,10-4-20,Nuke,ESEA MDL Season 33 North America Relegation
Trivium,w,AA,l,10-4-20,Mirage,ESEA MDL Season 33 North America Relegation
Trivium,l,AA,w,10-4-20,Mirage,ESEA MDL Season 33 North America Relegation
Trivium,w,AA,l,10-4-20,Mirage,ESEA MDL Season 33 North America Relegation
MIBR,l,FURIA,w,9-4-20,Mirage,ESL Pro League Season 11 North America
MIBR,l,FURIA,w,9-4-20,Mirage,ESL Pro League Season 11 North America
Cloud9,w,Gen.G,l,9-4-20,Nuke,Flashpoint 1
Cloud9,w,Gen.G,l,9-4-20,Nuke,Flashpoint 1
Sprout,w,Japaleno,l,9-4-20,Inferno,Home Sweet Home Cup
Sprout,w,Japaleno,l,9-4-20,Inferno,Home Sweet Home Cup
KINGZZZ,l,Casa de Papel,w,9-4-20,Inferno,Swisscom Hero League Season 3
KINGZZZ,l,Casa de Papel,w,9-4-20,Inferno,Swisscom Hero League Season 3
FunPlus Phoenix,l,MAD Lions,w,9-4-20,Dust2,Flashpoint 1
FunPlus Phoenix,l,MAD Lions,w,9-4-20,Dust2,Flashpoint 1
fnatic,w,Natus Vincere,l,9-4-20,Nuke,ESL Pro League Season 11 Europe
fnatic,w,Natus Vincere,l,9-4-20,Nuke,ESL Pro League Season 11 Europe
OG,l,FaZe,w,9-4-20,Mirage,ESL Pro League Season 11 Europe
OG,l,FaZe,w,9-4-20,Mirage,ESL Pro League Season 11 Europe
Sprout,w,Movistar Riders,l,9-4-20,Mirage,Home Sweet Home Cup
Sprout,w,Movistar Riders,l,9-4-20,Mirage,Home Sweet Home Cup
mousesports,l,Astralis,w,9-4-20,Dust2,ESL Pro League Season 11 Europe
mousesports,l,Astralis,w,9-4-20,Dust2,ESL Pro League Season 11 Europe
Nordavind,w,SMASH,l,9-4-20,Inferno,Cyber.Bet Cup
Nordavind,w,SMASH,l,9-4-20,Inferno,Cyber.Bet Cup
Japaleno,l,North,w,9-4-20,Dust2,Home Sweet Home Cup
Japaleno,w,North,l,9-4-20,Dust2,Home Sweet Home Cup
Japaleno,l,North,w,9-4-20,Dust2,Home Sweet Home Cup
Heretics,w,Syman,l,9-4-20,Overpass,Cyber.Bet Cup
Heretics,w,Syman,l,9-4-20,Overpass,Cyber.Bet Cup
Endpoint,l,SKADE,w,9-4-20,Inferno,LOOT.BET Season 6
Endpoint,l,SKADE,w,9-4-20,Inferno,LOOT.BET Season 6
North,w,Sprout,l,9-4-20,Nuke,Home Sweet Home Cup
Movistar Riders,l,Japaleno,w,9-4-20,Overpass,Home Sweet Home Cup
Heretics,w,Gambit Youngsters,l,9-4-20,Dust2,LOOT.BET Season 6
Heretics,w,Gambit Youngsters,l,9-4-20,Dust2,LOOT.BET Season 6
VERTEX,w,i sleep,l,9-4-20,Dust2,LPL Pro League Season 4
VERTEX,w,i sleep,l,9-4-20,Dust2,LPL Pro League Season 4
VERTEX,l,i sleep,w,9-4-20,Dust2,LPL Pro League Season 4
Trivium,w,Serac,l,9-4-20,Vertigo,ESEA MDL Season 33 North America Relegation
Trivium,w,Serac,l,9-4-20,Vertigo,ESEA MDL Season 33 North America Relegation
Trivium,l,Serac,w,9-4-20,Vertigo,ESEA MDL Season 33 North America Relegation
blood,w,sweat,l,9-4-20,Nuke,ESEA MDL Season 33 North America Relegation
blood,w,sweat,l,9-4-20,Nuke,ESEA MDL Season 33 North America Relegation
In The Lab,l,Thunder Logic,w,9-4-20,Train,ESEA MDL Season 33 North America Relegation
In The Lab,l,Thunder Logic,w,9-4-20,Train,ESEA MDL Season 33 North America Relegation
AA,w,Rebel,l,9-4-20,Dust2,ESEA MDL Season 33 North America Relegation
AA,w,Rebel,l,9-4-20,Dust2,ESEA MDL Season 33 North America Relegation
In The Lab,l,Oceanus,w,9-4-20,Train,ESEA MDL Season 33 North America Relegation
In The Lab,l,Oceanus,w,9-4-20,Train,ESEA MDL Season 33 North America Relegation
In The Lab,w,Oceanus,l,9-4-20,Train,ESEA MDL Season 33 North America Relegation
blood,l,sweat,w,9-4-20,Nuke,ESEA MDL Season 33 North America Relegation
blood,l,sweat,w,9-4-20,Nuke,ESEA MDL Season 33 North America Relegation
Infinity,w,Serac,l,9-4-20,Overpass,ESEA MDL Season 33 North America Relegation
Infinity,w,Serac,l,9-4-20,Overpass,ESEA MDL Season 33 North America Relegation
Infinity,l,Serac,w,9-4-20,Overpass,ESEA MDL Season 33 North America Relegation
AA,l,ETHEREAL,w,9-4-20,Dust2,ESEA MDL Season 33 North America Relegation
AA,l,ETHEREAL,w,9-4-20,Dust2,ESEA MDL Season 33 North America Relegation
OG,l,Astralis,w,8-4-20,Overpass,ESL Pro League Season 11 Europe
OG,l,Astralis,w,8-4-20,Overpass,ESL Pro League Season 11 Europe
Endpoint,w,AGO,l,8-4-20,Train,Home Sweet Home Cup
Endpoint,w,AGO,l,8-4-20,Train,Home Sweet Home Cup
Endpoint,w,Singularity,l,8-4-20,Dust2,Home Sweet Home Cup
Endpoint,w,Singularity,l,8-4-20,Dust2,Home Sweet Home Cup
FaZe,l,Natus Vincere,w,8-4-20,Nuke,ESL Pro League Season 11 Europe
