Date,Teams,Score,Map,Event,Series
7-1-20,"['OneThree', 'AUGUST']","['16', '8']",Nuke,IEM Katowice 2020 Asia Closed Qualifier,25392
7-1-20,"['OneThree', 'AUGUST']","['8', '16']",Dust2,IEM Katowice 2020 Asia Closed Qualifier,25392
7-1-20,"['Alpha Red', 'OneThree']","['10', '16']",Mirage,IEM Katowice 2020 Asia Closed Qualifier,25391
7-1-20,"['OneThree', 'Alpha Red']","['13', '16']",Inferno,IEM Katowice 2020 Asia Closed Qualifier,25391
7-1-20,"['Alpha Red', 'OneThree']","['14', '16']",Dust2,IEM Katowice 2020 Asia Closed Qualifier,25391
7-1-20,"['AUGUST', 'ViCi']","['16', '19']",Nuke,IEM Katowice 2020 Asia Closed Qualifier,25390
7-1-20,"['ViCi', 'AUGUST']","['9', '16']",Train,IEM Katowice 2020 Asia Closed Qualifier,25390
7-1-20,"['AUGUST', 'ViCi']","['10', '16']",Inferno,IEM Katowice 2020 Asia Closed Qualifier,25390
7-1-20,"['R-Stars', 'Mazaalai']","['16', '8']",Dust2,IEM Katowice 2020 Asia Closed Qualifier,25389
7-1-20,"['R-Stars', 'Mazaalai']","['16', '7']",Inferno,IEM Katowice 2020 Asia Closed Qualifier,25389
7-1-20,"['TYLOO', 'Bren']","['18', '22']",Inferno,IEM Katowice 2020 Asia Closed Qualifier,25388
7-1-20,"['Bren', 'TYLOO']","['7', '16']",Mirage,IEM Katowice 2020 Asia Closed Qualifier,25388
7-1-20,"['TYLOO', 'Bren']","['11', '16']",Train,IEM Katowice 2020 Asia Closed Qualifier,25388
7-1-20,"['ARCY', 'HAVU']","['10', '16']",Train,SECTOR: MOSTBET,25387
7-1-20,"['HAVU', 'ARCY']","['16', '6']",Nuke,SECTOR: MOSTBET,25387
7-1-20,"['SKADE', 'OG']","['13', '16']",Train,IEM Katowice 2020 Europe Open Qualifier 2,25386
7-1-20,"['MAD Lions', 'Winstrike']","['16', '13']",Train,IEM Katowice 2020 Europe Open Qualifier 2,25385
7-1-20,"['Sinners', 'AGO']","['13', '16']",Dust2,IEM Katowice 2020 Europe Open Qualifier 2,25384
7-1-20,"['Apeks', 'GamerLegion']","['16', '12']",Mirage,IEM Katowice 2020 Europe Open Qualifier 2,25383
8-1-20,"['sAw', 'Gambit Youngsters']","['6', '16']",Vertigo,IEM Katowice 2020 Europe Open Qualifier 2,25382
8-1-20,"['water gamers', 'Secret']","['16', '4']",Mirage,IEM Katowice 2020 Europe Open Qualifier 2,25381
8-1-20,"['Cloud9', 'Riot Squad']","['16', '7']",Dust2,IEM Katowice 2020 North America Closed Qualifier,25380
8-1-20,"['Riot Squad', 'Cloud9']","['4', '16']",Overpass,IEM Katowice 2020 North America Closed Qualifier,25380
8-1-20,"['MIBR', 'INTZ']","['16', '4']",Mirage,IEM Katowice 2020 North America Closed Qualifier,25379
8-1-20,"['INTZ', 'MIBR']","['16', '8']",Train,IEM Katowice 2020 North America Closed Qualifier,25379
8-1-20,"['INTZ', 'MIBR']","['16', '14']",Vertigo,IEM Katowice 2020 North America Closed Qualifier,25379
8-1-20,"['FURIA', 'Chaos']","['14', '16']",Train,IEM Katowice 2020 North America Closed Qualifier,25378
8-1-20,"['Chaos', 'FURIA']","['16', '14']",Mirage,IEM Katowice 2020 North America Closed Qualifier,25378
8-1-20,"['Complexity', 'Gen.G']","['16', '10']",Train,IEM Katowice 2020 North America Closed Qualifier,25377
8-1-20,"['Gen.G', 'Complexity']","['15', '19']",Mirage,IEM Katowice 2020 North America Closed Qualifier,25377
8-1-20,"['MELBET', 'Hard Legion']","['15', '19']",Overpass,IEM Katowice 2020 Europe Open Qualifier 2,25376
8-1-20,"['North', 'Nemiga']","['16', '12']",Mirage,IEM Katowice 2020 Europe Open Qualifier 2,25375
8-1-20,"['FURIA', 'Gen.G']","['13', '16']",Train,IEM Katowice 2020 North America Closed Qualifier,25374
8-1-20,"['Gen.G', 'FURIA']","['16', '9']",Inferno,IEM Katowice 2020 North America Closed Qualifier,25374
8-1-20,"['Cloud9', 'INTZ']","['16', '6']",Vertigo,IEM Katowice 2020 North America Closed Qualifier,25373
8-1-20,"['INTZ', 'Cloud9']","['7', '16']",Inferno,IEM Katowice 2020 North America Closed Qualifier,25373
8-1-20,"['Chaos', 'Complexity']","['4', '16']",Dust2,IEM Katowice 2020 North America Closed Qualifier,25372
8-1-20,"['Chaos', 'Complexity']","['11', '16']",Nuke,IEM Katowice 2020 North America Closed Qualifier,25372
8-1-20,"['MIBR', 'Riot Squad']","['16', '12']",Inferno,IEM Katowice 2020 North America Closed Qualifier,25371
8-1-20,"['Riot Squad', 'MIBR']","['16', '13']",Mirage,IEM Katowice 2020 North America Closed Qualifier,25371
8-1-20,"['Riot Squad', 'MIBR']","['10', '16']",Train,IEM Katowice 2020 North America Closed Qualifier,25371
8-1-20,"['TYLOO', 'OneThree']","['16', '8']",Train,IEM Katowice 2020 Asia Closed Qualifier,25370
8-1-20,"['OneThree', 'TYLOO']","['12', '16']",Mirage,IEM Katowice 2020 Asia Closed Qualifier,25370
8-1-20,"['AUGUST', 'R-Stars']","['12', '16']",Dust2,IEM Katowice 2020 Asia Closed Qualifier,25369
8-1-20,"['R-Stars', 'AUGUST']","['16', '11']",Train,IEM Katowice 2020 Asia Closed Qualifier,25369
8-1-20,"['ViCi', 'Bren']","['7', '16']",Inferno,IEM Katowice 2020 Asia Closed Qualifier,25368
8-1-20,"['Bren', 'ViCi']","['12', '16']",Overpass,IEM Katowice 2020 Asia Closed Qualifier,25368
8-1-20,"['Bren', 'ViCi']","['10', '16']",Nuke,IEM Katowice 2020 Asia Closed Qualifier,25368
8-1-20,"['TYLOO', 'R-Stars']","['16', '11']",Train,IEM Katowice 2020 Asia Closed Qualifier,25367
8-1-20,"['R-Stars', 'TYLOO']","['4', '16']",Mirage,IEM Katowice 2020 Asia Closed Qualifier,25367
8-1-20,"['HAVU', 'GODSENT']","['10', '16']",Inferno,SECTOR: MOSTBET,25366
8-1-20,"['HAVU', 'GODSENT']","['10', '16']",Train,SECTOR: MOSTBET,25366
8-1-20,"['water gamers', 'Hard Legion']","['6', '16']",Inferno,IEM Katowice 2020 Europe Open Qualifier 2,25365
8-1-20,"['OG', 'AGO']","['10', '16']",Inferno,IEM Katowice 2020 Europe Open Qualifier 2,25364
8-1-20,"['AGO', 'Hard Legion']","['16', '5']",Inferno,IEM Katowice 2020 Europe Open Qualifier 2,25363
8-1-20,"['AGO', 'Hard Legion']","['16', '10']",Dust2,IEM Katowice 2020 Europe Open Qualifier 2,25363
8-1-20,"['MAD Lions', 'Apeks']","['16', '4']",Overpass,IEM Katowice 2020 Europe Open Qualifier 2,25362
8-1-20,"['North', 'Gambit Youngsters']","['16', '8']",Mirage,IEM Katowice 2020 Europe Open Qualifier 2,25361
8-1-20,"['North', 'MAD Lions']","['8', '16']",Overpass,IEM Katowice 2020 Europe Open Qualifier 2,25360
8-1-20,"['MAD Lions', 'North']","['16', '4']",Mirage,IEM Katowice 2020 Europe Open Qualifier 2,25360
9-1-20,"['MIBR', 'Chaos']","['16', '5']",Mirage,IEM Katowice 2020 North America Closed Qualifier,25359
9-1-20,"['Chaos', 'MIBR']","['8', '16']",Inferno,IEM Katowice 2020 North America Closed Qualifier,25359
9-1-20,"['Gen.G', 'INTZ']","['14', '16']",Vertigo,IEM Katowice 2020 North America Closed Qualifier,25358
9-1-20,"['INTZ', 'Gen.G']","['16', '10']",Dust2,IEM Katowice 2020 North America Closed Qualifier,25358
9-1-20,"['Cloud9', 'Complexity']","['8', '16']",Dust2,IEM Katowice 2020 North America Closed Qualifier,25357
9-1-20,"['Complexity', 'Cloud9']","['14', '16']",Inferno,IEM Katowice 2020 North America Closed Qualifier,25357
9-1-20,"['Cloud9', 'Complexity']","['16', '3']",Nuke,IEM Katowice 2020 North America Closed Qualifier,25357
9-1-20,"['INTZ', 'MIBR']","['13', '16']",Vertigo,IEM Katowice 2020 North America Closed Qualifier,25356
9-1-20,"['INTZ', 'MIBR']","['16', '7']",Mirage,IEM Katowice 2020 North America Closed Qualifier,25356
9-1-20,"['INTZ', 'MIBR']","['10', '16']",Train,IEM Katowice 2020 North America Closed Qualifier,25356
9-1-20,"['TYLOO', 'Bren']","['16', '5']",Inferno,IEM Katowice 2020 Asia Closed Qualifier,25355
9-1-20,"['Bren', 'TYLOO']","['5', '16']",Mirage,IEM Katowice 2020 Asia Closed Qualifier,25355
9-1-20,"['TYLOO', 'ViCi']","['12', '16']",Mirage,IEM Katowice 2020 Asia Closed Qualifier,25354
9-1-20,"['TYLOO', 'ViCi']","['7', '16']",Overpass,IEM Katowice 2020 Asia Closed Qualifier,25354
9-1-20,"['Heroic', 'MAD Lions']","['7', '16']",Train,IEM Katowice 2020 Europe Closed Qualifier,25353
9-1-20,"['MAD Lions', 'Heroic']","['16', '13']",Nuke,IEM Katowice 2020 Europe Closed Qualifier,25353
9-1-20,"['G2', 'AGO']","['16', '12']",Mirage,IEM Katowice 2020 Europe Closed Qualifier,25352
9-1-20,"['AGO', 'G2']","['16', '14']",Vertigo,IEM Katowice 2020 Europe Closed Qualifier,25352
9-1-20,"['G2', 'AGO']","['16', '10']",Dust2,IEM Katowice 2020 Europe Closed Qualifier,25352
9-1-20,"['FaZe', 'ARCY']","['16', '14']",Nuke,IEM Katowice 2020 Europe Closed Qualifier,25351
9-1-20,"['ARCY', 'FaZe']","['12', '16']",Dust2,IEM Katowice 2020 Europe Closed Qualifier,25351
9-1-20,"['ENCE', 'Illuminar']","['16', '14']",Nuke,IEM Katowice 2020 Europe Closed Qualifier,25350
9-1-20,"['Illuminar', 'ENCE']","['16', '6']",Overpass,IEM Katowice 2020 Europe Closed Qualifier,25350
9-1-20,"['ENCE', 'Illuminar']","['16', '7']",Train,IEM Katowice 2020 Europe Closed Qualifier,25350
9-1-20,"['FaZe', 'ENCE']","['16', '10']",Mirage,IEM Katowice 2020 Europe Closed Qualifier,25349
9-1-20,"['ENCE', 'FaZe']","['16', '12']",Dust2,IEM Katowice 2020 Europe Closed Qualifier,25349
9-1-20,"['ENCE', 'FaZe']","['12', '16']",Nuke,IEM Katowice 2020 Europe Closed Qualifier,25349
9-1-20,"['Illuminar', 'ARCY']","['16', '11']",Train,IEM Katowice 2020 Europe Closed Qualifier,25348
9-1-20,"['ARCY', 'Illuminar']","['12', '16']",Nuke,IEM Katowice 2020 Europe Closed Qualifier,25348
9-1-20,"['G2', 'MAD Lions']","['20', '22']",Train,IEM Katowice 2020 Europe Closed Qualifier,25347
9-1-20,"['MAD Lions', 'G2']","['14', '16']",Dust2,IEM Katowice 2020 Europe Closed Qualifier,25347
9-1-20,"['MAD Lions', 'G2']","['13', '16']",Nuke,IEM Katowice 2020 Europe Closed Qualifier,25347
9-1-20,"['Heroic', 'AGO']","['3', '16']",Train,IEM Katowice 2020 Europe Closed Qualifier,25346
9-1-20,"['AGO', 'Heroic']","['10', '16']",Nuke,IEM Katowice 2020 Europe Closed Qualifier,25346
9-1-20,"['AGO', 'Heroic']","['16', '5']",Vertigo,IEM Katowice 2020 Europe Closed Qualifier,25346
9-1-20,"['MIBR', 'Complexity']","['16', '7']",Mirage,IEM Katowice 2020 North America Closed Qualifier,25345
9-1-20,"['Complexity', 'MIBR']","['25', '28']",Inferno,IEM Katowice 2020 North America Closed Qualifier,25345
10-1-20,"['Infinity', 'Hadouken']","['16', '8']",Inferno,Aorus League 2019 #4 Northern Cone,25344
10-1-20,"['Infinity', 'Hadouken']","['16', '1']",Mirage,Aorus League 2019 #4 Northern Cone,25344
10-1-20,"['Cloud9', 'MIBR']","['13', '16']",Train,IEM Katowice 2020 North America Closed Qualifier,25343
10-1-20,"['MIBR', 'Cloud9']","['4', '16']",Overpass,IEM Katowice 2020 North America Closed Qualifier,25342
10-1-20,"['Cloud9', 'MIBR']","['16', '12']",Inferno,IEM Katowice 2020 North America Closed Qualifier,25342
10-1-20,"['Infamous', 'Supremacy']","['8', '16']",Nuke,Aorus League 2019 #4 Northern Cone,25341
10-1-20,"['Infamous', 'Supremacy']","['12', '16']",Inferno,Aorus League 2019 #4 Northern Cone,25341
10-1-20,"['ENCE', 'AGO']","['16', '1']",Inferno,IEM Katowice 2020 Europe Closed Qualifier,25340
10-1-20,"['AGO', 'ENCE']","['16', '12']",Mirage,IEM Katowice 2020 Europe Closed Qualifier,25340
10-1-20,"['ENCE', 'AGO']","['16', '5']",Dust2,IEM Katowice 2020 Europe Closed Qualifier,25340
10-1-20,"['MAD Lions', 'Illuminar']","['16', '12']",Nuke,IEM Katowice 2020 Europe Closed Qualifier,25339
10-1-20,"['Illuminar', 'MAD Lions']","['16', '10']",Overpass,IEM Katowice 2020 Europe Closed Qualifier,25339
10-1-20,"['MAD Lions', 'Illuminar']","['19', '17']",Train,IEM Katowice 2020 Europe Closed Qualifier,25339
10-1-20,"['ENCE', 'MAD Lions']","['7', '16']",Overpass,IEM Katowice 2020 Europe Closed Qualifier,25338
10-1-20,"['MAD Lions', 'ENCE']","['16', '10']",Mirage,IEM Katowice 2020 Europe Closed Qualifier,25338
10-1-20,"['Defusekids', 'hREDS']","['16', '10']",Inferno,DreamHack Open Leipzig 2020 Europe Open Qualifier,25337
10-1-20,"['Apeks', 'Tenerife Titans']","['2', '16']",Mirage,DreamHack Open Leipzig 2020 Europe Open Qualifier,25336
10-1-20,"['Avengers', 'SKADE']","['13', '16']",Inferno,DreamHack Open Leipzig 2020 Europe Open Qualifier,25335
11-1-20,"['Project X', 'KOVA']","['17', '19']",Nuke,DreamHack Open Leipzig 2020 Europe Open Qualifier,25334
11-1-20,"['AVEZ', 'Unique']","['22', '18']",Train,DreamHack Open Leipzig 2020 Europe Open Qualifier,25333
11-1-20,"['Secret', 'Juggernauts']","['16', '12']",Mirage,DreamHack Open Leipzig 2020 Europe Open Qualifier,25332
11-1-20,"['Infinity', 'Supremacy']","['16', '10']",Mirage,Aorus League 2019 #4 Northern Cone,25331
11-1-20,"['Infinity', 'Supremacy']","['16', '4']",Train,Aorus League 2019 #4 Northern Cone,25331
11-1-20,"['Copenhagen Flames', 'Gambit Youngsters']","['7', '16']",Mirage,DreamHack Open Leipzig 2020 Europe Open Qualifier,25330
11-1-20,"['NAVI Junior', 'Winstrike']","['20', '22']",Dust2,DreamHack Open Leipzig 2020 Europe Open Qualifier,25329
11-1-20,"['Infamous', 'Tecsysnet']","['16', '3']",Inferno,Aorus League 2019 #4 Northern Cone,25328
11-1-20,"['GMCC', 'A Point']","['16', '4']",Overpass,NVIDIA Geforce Cup Pacific 2019,25327
11-1-20,"['GTV.Revolution', 'Impunity']","['16', '14']",Dust2,NVIDIA Geforce Cup Pacific 2019,25326
11-1-20,"['BOOM', 'Darkhorse']","['16', '14']",Inferno,NVIDIA Geforce Cup Pacific 2019,25325
11-1-20,"['MiTH.Maple', 'Entity']","['16', '8']",Overpass,NVIDIA Geforce Cup Pacific 2019,25324
11-1-20,"['Bren', 'GMCC']","['19', '17']",Nuke,NVIDIA Geforce Cup Pacific 2019,25323
11-1-20,"['ex-Genuine', 'BOOM']","['11', '16']",Mirage,NVIDIA Geforce Cup Pacific 2019,25322
11-1-20,"['A Point', 'GTV.Revolution']","['4', '16']",Inferno,NVIDIA Geforce Cup Pacific 2019,25321
11-1-20,"['Darkhorse', 'Entity']","['16', '13']",Dust2,NVIDIA Geforce Cup Pacific 2019,25320
11-1-20,"['ex-Genuine', 'Entity']","['16', '7']",Train,NVIDIA Geforce Cup Pacific 2019,25319
11-1-20,"['Impunity', 'Bren']","['11', '16']",Dust2,NVIDIA Geforce Cup Pacific 2019,25318
11-1-20,"['MiTH.Maple', 'Darkhorse']","['16', '8']",Overpass,NVIDIA Geforce Cup Pacific 2019,25317
11-1-20,"['GMCC', 'GTV.Revolution']","['7', '16']",Dust2,NVIDIA Geforce Cup Pacific 2019,25316
11-1-20,"['Bren', 'A Point']","['16', '6']",Inferno,NVIDIA Geforce Cup Pacific 2019,25315
11-1-20,"['MiTH.Maple', 'BOOM']","['16', '8']",Train,NVIDIA Geforce Cup Pacific 2019,25314
11-1-20,"['Darkhorse', 'ex-Genuine']","['10', '16']",Dust2,NVIDIA Geforce Cup Pacific 2019,25313
11-1-20,"['Impunity', 'A Point']","['16', '10']",Mirage,NVIDIA Geforce Cup Pacific 2019,25312
11-1-20,"['Bren', 'GTV.Revolution']","['16', '5']",Inferno,NVIDIA Geforce Cup Pacific 2019,25311
11-1-20,"['Entity', 'BOOM']","['9', '16']",Dust2,NVIDIA Geforce Cup Pacific 2019,25310
11-1-20,"['MiTH.Maple', 'ex-Genuine']","['16', '13']",Vertigo,NVIDIA Geforce Cup Pacific 2019,25309
11-1-20,"['GMCC', 'Impunity']","['12', '16']",Mirage,NVIDIA Geforce Cup Pacific 2019,25308
11-1-20,"['Secret', 'KOVA']","['16', '12']",Nuke,DreamHack Open Leipzig 2020 Europe Open Qualifier,25307
11-1-20,"['KOVA', 'Secret']","['22', '25']",Mirage,DreamHack Open Leipzig 2020 Europe Open Qualifier,25307
11-1-20,"['Gambit Youngsters', 'Winstrike']","['16', '11']",Dust2,DreamHack Open Leipzig 2020 Europe Open Qualifier,25306
11-1-20,"['Winstrike', 'Gambit Youngsters']","['10', '16']",Overpass,DreamHack Open Leipzig 2020 Europe Open Qualifier,25306
11-1-20,"['Defusekids', 'Tenerife Titans']","['16', '10']",Mirage,DreamHack Open Leipzig 2020 Europe Open Qualifier,25305
11-1-20,"['Tenerife Titans', 'Defusekids']","['6', '16']",Inferno,DreamHack Open Leipzig 2020 Europe Open Qualifier,25305
11-1-20,"['SKADE', 'AVEZ']","['8', '16']",Nuke,DreamHack Open Leipzig 2020 Europe Open Qualifier,25304
11-1-20,"['AVEZ', 'SKADE']","['14', '16']",Overpass,DreamHack Open Leipzig 2020 Europe Open Qualifier,25303
11-1-20,"['SKADE', 'AVEZ']","['16', '6']",Mirage,DreamHack Open Leipzig 2020 Europe Open Qualifier,25303
11-1-20,"['TeamOne', 'UP']","['16', '6']",Dust2,WESG 2019 Brazil Open Qualifier,25302
11-1-20,"['UP', 'TeamOne']","['9', '16']",Train,WESG 2019 Brazil Open Qualifier,25302
11-1-20,"['Alma', 'W7M']","['5', '16']",Inferno,WESG 2019 Brazil Open Qualifier,25301
11-1-20,"['W7M', 'Alma']","['16', '10']",Vertigo,WESG 2019 Brazil Open Qualifier,25301
11-1-20,"['Yeah', 'RUFUS']","['19', '17']",Nuke,WESG 2019 Brazil Open Qualifier,25300
11-1-20,"['Yeah', 'RUFUS']","['16', '9']",Train,WESG 2019 Brazil Open Qualifier,25300
11-1-20,"['paiN', 'F4K3']","['16', '11']",Dust2,WESG 2019 Brazil Open Qualifier,25299
11-1-20,"['paiN', 'F4K3']","['16', '4']",Overpass,WESG 2019 Brazil Open Qualifier,25299
11-1-20,"['Triumph', 'Saskatoon Warriors']","['16', '9']",Nuke,DreamHack Open Leipzig 2020 North America Open Qualifier,25298
11-1-20,"['Saskatoon Warriors', 'Triumph']","['3', '16']",Inferno,DreamHack Open Leipzig 2020 North America Open Qualifier,25298
11-1-20,"['Gen.G', 'Divine']","['19', '16']",Mirage,DreamHack Open Leipzig 2020 North America Open Qualifier,25297
11-1-20,"['Divine', 'Gen.G']","['9', '16']",Vertigo,DreamHack Open Leipzig 2020 North America Open Qualifier,25297
11-1-20,"['Chaos', 'New England Whalers']","['16', '4']",Nuke,DreamHack Open Leipzig 2020 North America Open Qualifier,25296
11-1-20,"['New England Whalers', 'Chaos']","['3', '16']",Inferno,DreamHack Open Leipzig 2020 North America Open Qualifier,25296
11-1-20,"['INTZ', 'Russian Street Party']","['12', '16']",Inferno,DreamHack Open Leipzig 2020 North America Open Qualifier,25295
11-1-20,"['Russian Street Party', 'INTZ']","['5', '16']",Mirage,DreamHack Open Leipzig 2020 North America Open Qualifier,25295
11-1-20,"['INTZ', 'Russian Street Party']","['16', '7']",Train,DreamHack Open Leipzig 2020 North America Open Qualifier,25295
11-1-20,"['Infamous', 'Loto']","['16', '10']",Inferno,Aorus League 2019 #4 Northern Cone,25294
11-1-20,"['Infamous', 'Loto']","['16', '8']",Mirage,Aorus League 2019 #4 Northern Cone,25294
12-1-20,"['Supremacy', 'Infamous']","['16', '14']",Train,Aorus League 2019 #4 Northern Cone,25293
12-1-20,"['Infamous', 'Supremacy']","['16', '12']",Inferno,Aorus League 2019 #4 Northern Cone,25293
12-1-20,"['Supremacy', 'Infamous']","['16', '10']",Mirage,Aorus League 2019 #4 Northern Cone,25293
12-1-20,"['BOOM', 'Bren']","['7', '16']",Train,NVIDIA Geforce Cup Pacific 2019,25292
12-1-20,"['Bren', 'BOOM']","['16', '10']",Nuke,NVIDIA Geforce Cup Pacific 2019,25292
12-1-20,"['MiTH.Maple', 'GTV.Revolution']","['9', '16']",Inferno,NVIDIA Geforce Cup Pacific 2019,25291
