Date,Teams,Score,Map,Event,Series
14-2-19,"['Renegades', 'ENCE']","['16', '7']",Nuke,IEM Katowice 2019 Main Qualifier,18647
14-2-19,"['ENCE', 'Renegades']","['14', '16']",Mirage,IEM Katowice 2019 Main Qualifier,18647
14-2-19,"['ex-Fragsters', 'Virtus.pro']","['14', '16']",Mirage,ESEA MDL Season 30 Europe,18646
14-2-19,"['HAVU', 'AGO']","['14', '16']",Cache,United Masters League,18645
14-2-19,"['AGO', 'HAVU']","['16', '10']",Dust2,United Masters League,18645
14-2-19,"['forZe', 'pro100']","['16', '14']",Inferno,NoxFire League Season 2,18644
14-2-19,"['Epsilon', 'Izako Boars']","['16', '4']",Cache,ESEA MDL Season 30 Europe,18643
14-2-19,"['TYLOO', 'NRG']","['14', '16']",Inferno,IEM Katowice 2019 Main Qualifier,18642
14-2-19,"['NRG', 'TYLOO']","['16', '13']",Mirage,IEM Katowice 2019 Main Qualifier,18642
14-2-19,"['FURIA', 'Spirit']","['16', '9']",Mirage,IEM Katowice 2019 Main Qualifier,18641
14-2-19,"['Spirit', 'FURIA']","['14', '16']",Nuke,IEM Katowice 2019 Main Qualifier,18641
14-2-19,"['Movistar Riders', 'Chaos']","['16', '12']",Mirage,ESEA MDL Season 30 Europe,18640
14-2-19,"['forZe', 'Valiance']","['16', '8']",Mirage,ESEA MDL Season 30 Europe,18639
14-2-19,"['volgare', 'Bojestvata']","['16', '10']",Mirage,NoxFire League Season 2,18638
14-2-19,"['Unicorns of Love', 'Izako Boars']","['16', '13']",Overpass,ESEA MDL Season 30 Europe,18637
14-2-19,"['pro100', 'SJ']","['13', '16']",Nuke,NoxFire League Season 2,18636
14-2-19,"['Red Reserve', 'ALTERNATE aTTaX']","['19', '15']",Cache,ESEA MDL Season 30 Europe,18635
14-2-19,"['EURONICS', 'Tricked']","['13', '16']",Mirage,United Masters League,18634
14-2-19,"['Tricked', 'EURONICS']","['16', '7']",Cache,United Masters League,18634
15-2-19,"['All Knights', 'S2N']","['9', '16']",Overpass,Aorus League 2019 #1 Southern Cone,18633
15-2-19,"['Denial', 'Forty Six and 2']","['16', '10']",Inferno,ESEA MDL Season 30 North America,18632
15-2-19,"['Dynasty', 'Nocturns']","['16', '13']",Mirage,Aorus League 2019 #1 Southern Cone,18631
15-2-19,"['Stay Frosty', 'Luminosity']","['5', '16']",Mirage,ESEA MDL Season 30 North America,18630
15-2-19,"['Fragging for Andy', 'TeamOne']","['12', '16']",Mirage,ESEA MDL Season 30 North America,18629
15-2-19,"['Denial', 'The Fundamentals']","['16', '9']",Overpass,ESEA MDL Season 30 North America,18628
15-2-19,"['Old Guys Club', 'Singularity']","['9', '16']",Overpass,ESEA MDL Season 30 North America,18627
15-2-19,"['ViCi', 'Vitality']","['22', '25']",Inferno,IEM Katowice 2019 Main Qualifier,18626
15-2-19,"['ViCi', 'Vitality']","['12', '16']",Nuke,IEM Katowice 2019 Main Qualifier,18626
15-2-19,"['LDLC', 'Windigo']","['11', '16']",Overpass,United Masters League,18625
15-2-19,"['Windigo', 'LDLC']","['20', '22']",Dust2,United Masters League,18625
15-2-19,"['Virtus.pro', 'Movistar Riders']","['16', '13']",Cache,ESEA MDL Season 30 Europe,18624
15-2-19,"['TYLOO', 'AVANGAR']","['12', '16']",Cache,IEM Katowice 2019 Main Qualifier,18623
15-2-19,"['AVANGAR', 'TYLOO']","['16', '14']",Inferno,IEM Katowice 2019 Main Qualifier,18623
15-2-19,"['EURONICS', 'Windigo']","['5', '16']",Dust2,United Masters League,18622
15-2-19,"['EURONICS', 'Windigo']","['8', '16']",Overpass,United Masters League,18622
15-2-19,"['GamePub', '3DMAX']","['7', '16']",Inferno,NoxFire League Season 2,18621
15-2-19,"['LDLC', 'Virtus.pro']","['14', '16']",Cache,ESEA MDL Season 30 Europe,18620
15-2-19,"['HoP', 'GamePub']","['21', '19']",Mirage,NoxFire League Season 2,18619
15-2-19,"['3DMAX', 'Vexed']","['14', '16']",Mirage,United Masters League,18618
15-2-19,"['Vexed', '3DMAX']","['13', '16']",Inferno,United Masters League,18618
15-2-19,"['KoN Denmark', 'KoN Finland']","['11', '16']",Mirage,King of Nordic Season 13,18617
15-2-19,"['ENCE', 'Winstrike']","['16', '11']",Dust2,IEM Katowice 2019 Main Qualifier,18616
15-2-19,"['Winstrike', 'ENCE']","['16', '7']",Mirage,IEM Katowice 2019 Main Qualifier,18616
15-2-19,"['ENCE', 'Winstrike']","['16', '13']",Train,IEM Katowice 2019 Main Qualifier,18616
15-2-19,"['pro100', 'Nexus']","['16', '2']",Mirage,NoxFire League Season 2,18615
15-2-19,"['KoN Finland', 'KoN Sweden']","['16', '7']",Cache,King of Nordic Season 13,18614
15-2-19,"['KoN Norway', 'KoN Finland']","['16', '9']",Mirage,King of Nordic Season 13,18613
16-2-19,"['Sprout', 'Unicorns of Love']","['16', '14']",Dust2,DreamHack Leipzig WinterNational,18612
16-2-19,"['expert', 'ALTERNATE aTTaX']","['22', '20']",Cache,DreamHack Leipzig WinterNational,18611
16-2-19,"['Vega Squadron', 'NiP']","['19', '17']",Overpass,IEM Katowice 2019 Main Qualifier,18610
16-2-19,"['NiP', 'Vega Squadron']","['16', '6']",Train,IEM Katowice 2019 Main Qualifier,18610
16-2-19,"['Vega Squadron', 'NiP']","['13', '16']",Mirage,IEM Katowice 2019 Main Qualifier,18610
16-2-19,"['Unicorns of Love', 'ALTERNATE aTTaX']","['3', '16']",Inferno,DreamHack Leipzig WinterNational,18609
16-2-19,"['expert', 'Sprout']","['8', '16']",Dust2,DreamHack Leipzig WinterNational,18608
16-2-19,"['expert', 'Sprout']","['11', '16']",Cache,DreamHack Leipzig WinterNational,18608
16-2-19,"['G2', 'fnatic']","['8', '16']",Mirage,IEM Katowice 2019 Main Qualifier,18607
16-2-19,"['G2', 'fnatic']","['16', '8']",Dust2,IEM Katowice 2019 Main Qualifier,18607
16-2-19,"['G2', 'fnatic']","['16', '5']",Overpass,IEM Katowice 2019 Main Qualifier,18607
16-2-19,"['Smoke Criminals', 'Codewise Unicorns']","['16', '9']",Nuke,Alienware Game Arena 2019 Split 1,18606
16-2-19,"['Smoke Criminals', 'Codewise Unicorns']","['7', '16']",Dust2,Alienware Game Arena 2019 Split 1,18606
16-2-19,"['Codewise Unicorns', 'Smoke Criminals']","['6', '16']",Inferno,Alienware Game Arena 2019 Split 1,18606
16-2-19,"['FURIA', 'Cloud9']","['16', '1']",Mirage,IEM Katowice 2019 Main Qualifier,18605
16-2-19,"['Cloud9', 'FURIA']","['16', '1']",Inferno,IEM Katowice 2019 Main Qualifier,18605
16-2-19,"['Cloud9', 'FURIA']","['16', '10']",Cache,IEM Katowice 2019 Main Qualifier,18604
16-2-19,"['PACT', 'Brutalis']","['22', '20']",Inferno,Alienware Game Arena 2019 Split 1,18603
16-2-19,"['Brutalis', 'PACT']","['17', '19']",Nuke,Alienware Game Arena 2019 Split 1,18603
17-2-19,"['Tainted Minds', 'Genuine']","['16', '7']",Inferno,ESL Australia & NZ Championship Season 8 Qualifier #2,18602
17-2-19,"['PopoutBoyz', 'AVANT']","['10', '16']",Cache,ESEA MDL Season 30 Australia,18601
17-2-19,"['ViCi', 'NiP']","['7', '16']",Train,IEM Katowice 2019 Main Qualifier,18600
17-2-19,"['NiP', 'ViCi']","['13', '16']",Inferno,IEM Katowice 2019 Main Qualifier,18600
17-2-19,"['ViCi', 'NiP']","['10', '16']",Mirage,IEM Katowice 2019 Main Qualifier,18600
17-2-19,"['forZe', 'Endpoint']","['16', '8']",Mirage,ECS Season 7 Europe Challenger Cup Open Qualifier 1,18599
17-2-19,"['Endpoint', 'forZe']","['6', '16']",Inferno,ECS Season 7 Europe Challenger Cup Open Qualifier 1,18599
17-2-19,"['pro100', 'Movistar Riders']","['5', '16']",Cache,ECS Season 7 Europe Challenger Cup Open Qualifier 1,18598
17-2-19,"['Movistar Riders', 'pro100']","['16', '9']",Inferno,ECS Season 7 Europe Challenger Cup Open Qualifier 1,18598
17-2-19,"['ex-Fragsters', 'x-kom']","['13', '16']",Cache,ECS Season 7 Europe Challenger Cup Open Qualifier 1,18597
17-2-19,"['ex-Fragsters', 'x-kom']","['15', '19']",Mirage,ECS Season 7 Europe Challenger Cup Open Qualifier 1,18597
17-2-19,"['Throw Potential', '2019']","['10', '16']",Inferno,ECS Season 7 Europe Challenger Cup Open Qualifier 1,18596
17-2-19,"['Throw Potential', '2019']","['16', '3']",Mirage,ECS Season 7 Europe Challenger Cup Open Qualifier 1,18596
17-2-19,"['Throw Potential', '2019']","['16', '7']",Cache,ECS Season 7 Europe Challenger Cup Open Qualifier 1,18596
17-2-19,"['G2', 'TYLOO']","['12', '16']",Mirage,IEM Katowice 2019 Main Qualifier,18595
17-2-19,"['TYLOO', 'G2']","['2', '16']",Dust2,IEM Katowice 2019 Main Qualifier,18595
17-2-19,"['G2', 'TYLOO']","['16', '7']",Cache,IEM Katowice 2019 Main Qualifier,18595
17-2-19,"['forZe', 'x-kom']","['11', '16']",Mirage,ECS Season 7 Europe Challenger Cup Open Qualifier 1,18594
17-2-19,"['forZe', 'x-kom']","['16', '4']",Train,ECS Season 7 Europe Challenger Cup Open Qualifier 1,18594
17-2-19,"['x-kom', 'forZe']","['16', '13']",Nuke,ECS Season 7 Europe Challenger Cup Open Qualifier 1,18594
17-2-19,"['Throw Potential', 'Movistar Riders']","['13', '16']",Inferno,ECS Season 7 Europe Challenger Cup Open Qualifier 1,18593
17-2-19,"['Movistar Riders', 'Throw Potential']","['5', '16']",Mirage,ECS Season 7 Europe Challenger Cup Open Qualifier 1,18593
17-2-19,"['Throw Potential', 'Movistar Riders']","['14', '16']",Train,ECS Season 7 Europe Challenger Cup Open Qualifier 1,18593
17-2-19,"['PACT', 'Smoke Criminals']","['14', '16']",Inferno,Alienware Game Arena 2019 Split 1,18592
17-2-19,"['PACT', 'Smoke Criminals']","['16', '8']",Nuke,Alienware Game Arena 2019 Split 1,18592
17-2-19,"['Smoke Criminals', 'PACT']","['16', '10']",Dust2,Alienware Game Arena 2019 Split 1,18592
17-2-19,"['Cloud9', 'Winstrike']","['16', '7']",Nuke,IEM Katowice 2019 Main Qualifier,18591
17-2-19,"['Winstrike', 'Cloud9']","['16', '19']",Overpass,IEM Katowice 2019 Main Qualifier,18591
17-2-19,"['Heavy KnockOut', 'volgare']","['16', '12']",Mirage,NoxFire League Season 2,18590
17-2-19,"['The Quest', 'Zone']","['11', '16']",Nuke,ECS Season 7 North America Challenger Cup Open Qualifier 1,18589
17-2-19,"['The Quest', 'Zone']","['12', '16']",Inferno,ECS Season 7 North America Challenger Cup Open Qualifier 1,18589
17-2-19,"['Infamous', 'Hentai Heroes']","['16', '2']",Mirage,ECS Season 7 North America Challenger Cup Open Qualifier 1,18588
17-2-19,"['Hentai Heroes', 'Infamous']","['10', '16']",Overpass,ECS Season 7 North America Challenger Cup Open Qualifier 1,18588
17-2-19,"['Hysteria', 'Final Feature']","['12', '16']",Cache,ECS Season 7 North America Challenger Cup Open Qualifier 1,18587
17-2-19,"['Final Feature', 'Hysteria']","['16', '11']",Inferno,ECS Season 7 North America Challenger Cup Open Qualifier 1,18587
17-2-19,"['SODMG', 'MASSIVEimpact']","['8', '16']",Inferno,ECS Season 7 North America Challenger Cup Open Qualifier 1,18586
17-2-19,"['MASSIVEimpact', 'SODMG']","['16', '11']",Cache,ECS Season 7 North America Challenger Cup Open Qualifier 1,18586
18-2-19,"['MASSIVEimpact', 'Infamous']","['16', '11']",Overpass,ECS Season 7 North America Challenger Cup Open Qualifier 1,18585
18-2-19,"['Infamous', 'MASSIVEimpact']","['8', '16']",Mirage,ECS Season 7 North America Challenger Cup Open Qualifier 1,18585
18-2-19,"['Final Feature', 'Zone']","['16', '12']",Inferno,ECS Season 7 North America Challenger Cup Open Qualifier 1,18584
18-2-19,"['Zone', 'Final Feature']","['16', '7']",Dust2,ECS Season 7 North America Challenger Cup Open Qualifier 1,18584
18-2-19,"['Zone', 'Final Feature']","['16', '2']",Mirage,ECS Season 7 North America Challenger Cup Open Qualifier 1,18584
18-2-19,"['PC419', 'Breakaway']","['10', '16']",Dust2,ESEA MDL Season 30 Australia,18583
18-2-19,"['ORDER', 'Breakaway']","['16', '6']",Train,ESEA MDL Season 30 Australia,18582
18-2-19,"['ex-Paradox', 'PopoutBoyz']","['19', '17']",Mirage,ESEA MDL Season 30 Australia,18581
18-2-19,"['Chaos', 'Red Reserve']","['14', '16']",Overpass,LOOT.BET Season 1,18580
18-2-19,"['Chaos', 'Red Reserve']","['12', '16']",Cache,LOOT.BET Season 1,18580
18-2-19,"['Sprout', 'Valiance']","['11', '16']",Mirage,United Masters League,18579
18-2-19,"['Valiance', 'Sprout']","['16', '14']",Dust2,United Masters League,18579
18-2-19,"['Tricked', 'Valiance']","['8', '16']",Mirage,United Masters League,18578
18-2-19,"['Valiance', 'Tricked']","['16', '6']",Train,United Masters League,18578
18-2-19,"['Kinguin', 'Unicorns of Love']","['16', '9']",Cache,NoxFire League Season 2,18577
18-2-19,"['Uruguay', 'Chaos']","['19', '17']",Dust2,ESEA MDL Season 30 Europe,18576
18-2-19,"['Izako Boars', 'Movistar Riders']","['15', '19']",Train,ESEA MDL Season 30 Europe,18575
18-2-19,"['AGO', 'LDLC']","['16', '9']",Overpass,United Masters League,18574
18-2-19,"['LDLC', 'AGO']","['6', '16']",Mirage,United Masters League,18574
18-2-19,"['x6tence Galaxy', 'HAVU']","['10', '16']",Mirage,LOOT.BET Season 1,18573
18-2-19,"['HAVU', 'x6tence Galaxy']","['16', '6']",Dust2,LOOT.BET Season 1,18573
18-2-19,"['INTZ.Academy', 'W7M']","['16', '8']",Cache,Dell Gaming Liga Pro Season 1 - #2 FEB/19,18572
18-2-19,"['W7M', 'INTZ.Academy']","['16', '4']",Inferno,Dell Gaming Liga Pro Season 1 - #2 FEB/19,18572
18-2-19,"['W7M', 'INTZ.Academy']","['16', '10']",Overpass,Dell Gaming Liga Pro Season 1 - #2 FEB/19,18572
19-2-19,"['Furious', 'Atrapa2']","['16', '3']",Overpass,Aorus League 2019 #1 Southern Cone,18571
19-2-19,"['Furious', 'Atrapa2']","['16', '8']",Cache,Aorus League 2019 #1 Southern Cone,18571
19-2-19,"['WePlayGames', 'DETONA']","['4', '16']",Nuke,Dell Gaming Liga Pro Season 1 - #2 FEB/19,18570
19-2-19,"['WePlayGames', 'DETONA']","['6', '16']",Cache,Dell Gaming Liga Pro Season 1 - #2 FEB/19,18570
19-2-19,"['PC419', 'R!OT']","['7', '16']",Mirage,ESEA MDL Season 30 Australia,18569
19-2-19,"['Caladrius', 'Off The Grid']","['19', '17']",Overpass,ESEA MDL Season 30 Australia,18568
19-2-19,"['R!OT', 'Athletico']","['1', '16']",Inferno,ESEA MDL Season 30 Australia,18567
19-2-19,"['Chaos', 'NoChance']","['9', '16']",Overpass,LOOT.BET Season 1,18566
19-2-19,"['Chaos', 'NoChance']","['16', '8']",Mirage,LOOT.BET Season 1,18566
19-2-19,"['NoChance', 'Chaos']","['16', '6']",Inferno,LOOT.BET Season 1,18566
19-2-19,"['ALTERNATE aTTaX', 'Valiance']","['4', '16']",Mirage,United Masters League,18565
19-2-19,"['ALTERNATE aTTaX', 'Valiance']","['10', '16']",Cache,United Masters League,18565
19-2-19,"['EURONICS', 'expert']","['5', '16']",Dust2,United Masters League,18564
19-2-19,"['expert', 'EURONICS']","['16', '14']",Train,United Masters League,18564
19-2-19,"['HAVU', 'x-kom']","['13', '16']",Cache,LOOT.BET Season 1,18563
19-2-19,"['HAVU', 'x-kom']","['16', '8']",Train,LOOT.BET Season 1,18563
19-2-19,"['HAVU', 'x-kom']","['16', '11']",Inferno,LOOT.BET Season 1,18563
19-2-19,"['Windigo', 'ALTERNATE aTTaX']","['16', '14']",Cache,United Masters League,18562
19-2-19,"['ALTERNATE aTTaX', 'Windigo']","['13', '16']",Mirage,United Masters League,18562
19-2-19,"['LDLC', 'Unicorns of Love']","['19', '15']",Dust2,ESEA MDL Season 30 Europe,18561
19-2-19,"['AGO', 'Uruguay']","['16', '12']",Mirage,ESEA MDL Season 30 Europe,18560
19-2-19,"['Valiance', 'Unicorns of Love']","['19', '17']",Dust2,ESEA MDL Season 30 Europe,18559
19-2-19,"['x-kom', 'x6tence Galaxy']","['25', '23']",Train,LOOT.BET Season 1,18558
19-2-19,"['x6tence Galaxy', 'x-kom']","['16', '14']",Mirage,LOOT.BET Season 1,18558
19-2-19,"['x6tence Galaxy', 'x-kom']","['4', '16']",Inferno,LOOT.BET Season 1,18558
19-2-19,"['devils.one', 'pro100']","['14', '16']",Cache,NoxFire League Season 2,18557
19-2-19,"['expert', 'Windigo']","['9', '16']",Train,United Masters League,18556
19-2-19,"['Windigo', 'expert']","['13', '16']",Cache,United Masters League,18556
20-2-19,"['DETONA', 'W7M']","['16', '5']",Mirage,Dell Gaming Liga Pro Season 1 - #2 FEB/19,18555
20-2-19,"['DETONA', 'W7M']","['16', '11']",Nuke,Dell Gaming Liga Pro Season 1 - #2 FEB/19,18555
20-2-19,"['Dynasty', 'All Knights']","['1', '16']",Mirage,Aorus League 2019 #1 Southern Cone,18554
20-2-19,"['All Knights', 'Dynasty']","['16', '12']",Cache,Aorus League 2019 #1 Southern Cone,18554
20-2-19,"['Farmers', 'The Fundamentals']","['7', '16']",Dust2,ECS Season 7 North America Challenger Cup Open Qualifier 2,18553
20-2-19,"['Farmers', 'The Fundamentals']","['8', '16']",Inferno,ECS Season 7 North America Challenger Cup Open Qualifier 2,18553
20-2-19,"['SODMG', 'Party Astronauts']","['0', '16']",Overpass,ECS Season 7 North America Challenger Cup Open Qualifier 2,18552
20-2-19,"['Party Astronauts', 'SODMG']","['16', '6']",Nuke,ECS Season 7 North America Challenger Cup Open Qualifier 2,18552
20-2-19,"['Drunkco', 'FULL SEND']","['4', '16']",Train,Aorus League 2019 #1 Northern Cone,18551
20-2-19,"['FULL SEND', 'Drunkco']","['16', '0']",Cache,Aorus League 2019 #1 Northern Cone,18551
20-2-19,"['Spacestation', 'Singularity']","['16', '8']",Nuke,ESEA MDL Season 30 North America,18550
20-2-19,"['Mythic', 'Lowkey']","['1', '16']",Mirage,ECS Season 7 North America Challenger Cup Open Qualifier 2,18549
20-2-19,"['Lowkey', 'Mythic']","['5', '16']",Dust2,ECS Season 7 North America Challenger Cup Open Qualifier 2,18549
20-2-19,"['Mythic', 'Lowkey']","['16', '13']",Overpass,ECS Season 7 North America Challenger Cup Open Qualifier 2,18549
20-2-19,"['Spacestation', 'Bad News Bears']","['10', '16']",Inferno,ESEA MDL Season 30 North America,18548
20-2-19,"['The Fundamentals', 'Party Astronauts']","['8', '16']",Cache,ECS Season 7 North America Challenger Cup Open Qualifier 2,18547
20-2-19,"['The Fundamentals', 'Party Astronauts']","['16', '19']",Overpass,ECS Season 7 North America Challenger Cup Open Qualifier 2,18547
20-2-19,"['AVANT', 'Caladrius']","['16', '1']",Mirage,ESEA MDL Season 30 Australia,18546
20-2-19,"['ORDER', 'Ground Zero']","['14', '16']",Inferno,ESEA MDL Season 30 Australia,18545
20-2-19,"['Skyfire', 'ex-Paradox']","['16', '19']",Mirage,ESEA MDL Season 30 Australia,18544
20-2-19,"['Chiefs', 'PopoutBoyz']","['16', '13']",Overpass,ESEA MDL Season 30 Australia,18543
20-2-19,"['AVANT', 'Ground Zero']","['16', '14']",Inferno,ESEA MDL Season 30 Australia,18542
20-2-19,"['BIG', 'Vitality']","['11', '16']",Mirage,IEM Katowice 2019,18541
20-2-19,"['ENCE', 'Renegades']","['13', '16']",Inferno,IEM Katowice 2019,18540
20-2-19,"['HellRaisers', 'FaZe']","['4', '16']",Train,IEM Katowice 2019,18539
20-2-19,"['Natus Vincere', 'G2']","['16', '7']",Inferno,IEM Katowice 2019,18538
20-2-19,"['x6tence Galaxy', 'Red Reserve']","['16', '12']",Cache,United Masters League,18537
20-2-19,"['Red Reserve', 'x6tence Galaxy']","['16', '2']",Mirage,United Masters League,18537
20-2-19,"['AVANGAR', 'Liquid']","['12', '16']",Overpass,IEM Katowice 2019,18536
20-2-19,"['NiP', 'NRG']","['16', '14']",Nuke,IEM Katowice 2019,18535
20-2-19,"['Complexity', 'Astralis']","['6', '16']",Nuke,IEM Katowice 2019,18534
20-2-19,"['Cloud9', 'MIBR']","['16', '3']",Inferno,IEM Katowice 2019,18533
20-2-19,"['Sprout', 'Epsilon']","['16', '5']",Train,ESEA MDL Season 30 Europe,18532
20-2-19,"['LDLC', 'Uruguay']","['12', '16']",Cache,ESEA MDL Season 30 Europe,18531
20-2-19,"['devils.one', 'forZe']","['12', '16']",Train,NoxFire League Season 2,18530
20-2-19,"['BIG', 'G2']","['13', '16']",Mirage,IEM Katowice 2019,18529
20-2-19,"['Sprout', 'AGO']","['1', '16']",Cache,ESEA MDL Season 30 Europe,18528
20-2-19,"['ENCE', 'HellRaisers']","['12', '16']",Dust2,IEM Katowice 2019,18527
20-2-19,"['ex-Fragsters', 'Movistar Riders']","['13', '16']",Nuke,ESEA MDL Season 30 Europe,18526
20-2-19,"['Windigo', 'pro100']","['16', '7']",Mirage,NoxFire League Season 2,18525
20-2-19,"['Ambush', 'forZe']","['1', '16']",Inferno,CS.Money Premier by EM,18524
20-2-19,"['forZe', 'Ambush']","['16', '13']",Nuke,CS.Money Premier by EM,18524
20-2-19,"['Bpro', 'GamePub']","['16', '8']",Inferno,NoxFire League Season 2,18523
20-2-19,"['MIBR', 'Complexity']","['16', '9']",Mirage,IEM Katowice 2019,18522
20-2-19,"['AVANGAR', 'NRG']","['16', '13']",Overpass,IEM Katowice 2019,18521
20-2-19,"['Nemiga', 'FATE']","['16', '12']",Dust2,ECS Season 7 Europe Challenger Cup Open Qualifier 2,18520
20-2-19,"['FATE', 'Nemiga']","['9', '16']",Inferno,ECS Season 7 Europe Challenger Cup Open Qualifier 2,18520
20-2-19,"['unknown', 'tomorrow will be better']","['13', '16']",Inferno,ECS Season 7 Europe Challenger Cup Open Qualifier 2,18519
20-2-19,"['tomorrow will be better', 'unknown']","['12', '16']",Train,ECS Season 7 Europe Challenger Cup Open Qualifier 2,18519
20-2-19,"['unknown', 'tomorrow will be better']","['5', '16']",Dust2,ECS Season 7 Europe Challenger Cup Open Qualifier 2,18519
20-2-19,"['POGGERS', 'Sprout']","['5', '16']",Mirage,ECS Season 7 Europe Challenger Cup Open Qualifier 2,18518
20-2-19,"['POGGERS', 'Sprout']","['14', '16']",Dust2,ECS Season 7 Europe Challenger Cup Open Qualifier 2,18518
20-2-19,"['Epsilon', 'average25iqbutheadshots']","['16', '12']",Mirage,ECS Season 7 Europe Challenger Cup Open Qualifier 2,18517
20-2-19,"['average25iqbutheadshots', 'Epsilon']","['5', '16']",Inferno,ECS Season 7 Europe Challenger Cup Open Qualifier 2,18517
20-2-19,"['FaZe', 'Renegades']","['14', '16']",Inferno,IEM Katowice 2019,18516
20-2-19,"['Natus Vincere', 'Vitality']","['25', '22']",Mirage,IEM Katowice 2019,18515
20-2-19,"['Astralis', 'Cloud9']","['16', '0']",Train,IEM Katowice 2019,18514
21-2-19,"['DETONA', 'Bulldozer']","['16', '10']",Mirage,Aorus League 2019 #1 Brazil,18513
21-2-19,"['Liquid', 'NiP']","['16', '13']",Overpass,IEM Katowice 2019,18512
21-2-19,"['W7M', 'GANSOS']","['16', '10']",Inferno,Aorus League 2019 #1 Brazil,18511
21-2-19,"['Furious', 'S2N']","['16', '11']",Mirage,Aorus League 2019 #1 Southern Cone,18510
21-2-19,"['Furious', 'S2N']","['16', '11']",Dust2,Aorus League 2019 #1 Southern Cone,18510
21-2-19,"['Mythic', 'Forty Six and 2']","['16', '9']",Inferno,ESEA MDL Season 30 North America,18509
21-2-19,"['Isurus', '2anosOLD']","['16', '14']",Inferno,Aorus League 2019 #1 Brazil,18508
21-2-19,"['Party Astronauts', 'Final Feature']","['19', '16']",Dust2,ESEA MDL Season 30 North America,18507
21-2-19,"['Assault Team', 'Imperial']","['3', '16']",Inferno,Aorus League 2019 #1 Brazil,18506
21-2-19,"['TeamOne', 'Bad News Bears']","['5', '16']",Inferno,ESEA MDL Season 30 North America,18505
21-2-19,"['Party Astronauts', 'Infamous']","['16', '6']",Dust2,ESEA MDL Season 30 North America,18504
21-2-19,"['Genuine', 'Ground Zero']","['13', '16']",Mirage,LPL Pro League Season 1,18503
21-2-19,"['Breakaway', 'Athletico']","['19', '15']",Inferno,LPL Pro League Season 1,18502
21-2-19,"['Content', 'Skyfire']","['3', '16']",Nuke,ESEA MDL Season 30 Australia,18501
21-2-19,"['ICON', 'AVANT']","['16', '1']",Mirage,LPL Pro League Season 1,18500
21-2-19,"['Chiefs', 'ex-Paradox']","['8', '16']",Inferno,LPL Pro League Season 1,18499
21-2-19,"['MIBR', 'G2']","['16', '12']",Inferno,IEM Katowice 2019,18498
21-2-19,"['FaZe', 'AVANGAR']","['13', '16']",Mirage,IEM Katowice 2019,18497
21-2-19,"['NiP', 'HellRaisers']","['16', '5']",Overpass,IEM Katowice 2019,18496
21-2-19,"['Vitality', 'Cloud9']","['16', '14']",Mirage,IEM Katowice 2019,18495
21-2-19,"['x6tence Galaxy', 'Sprout']","['4', '16']",Cache,United Masters League,18494
21-2-19,"['x6tence Galaxy', 'Sprout']","['8', '16']",Nuke,United Masters League,18494
21-2-19,"['ENCE', 'BIG']","['5', '16']",Dust2,IEM Katowice 2019,18493
21-2-19,"['BIG', 'ENCE']","['14', '16']",Train,IEM Katowice 2019,18493
21-2-19,"['ENCE', 'BIG']","['16', '10']",Overpass,IEM Katowice 2019,18493
21-2-19,"['Astralis', 'Renegades']","['17', '19']",Mirage,IEM Katowice 2019,18492
21-2-19,"['Renegades', 'Astralis']","['9', '16']",Nuke,IEM Katowice 2019,18492
21-2-19,"['Astralis', 'Renegades']","['16', '2']",Inferno,IEM Katowice 2019,18492
21-2-19,"['Epsilon', 'Movistar Riders']","['16', '10']",Overpass,ESEA MDL Season 30 Europe,18491
21-2-19,"['Sprout', 'Virtus.pro']","['16', '12']",Nuke,ESEA MDL Season 30 Europe,18490
21-2-19,"['Unicorns of Love', 'expert']","['16', '14']",Cache,ESEA MDL Season 30 Europe,18489
21-2-19,"['Valiance', 'AGO']","['25', '21']",Cache,United Masters League,18488
21-2-19,"['Valiance', 'AGO']","['16', '6']",Dust2,United Masters League,18488
21-2-19,"['Virtus.pro', 'forZe']","['10', '16']",Dust2,ESEA MDL Season 30 Europe,18487
21-2-19,"['devils.one', 'Windigo']","['16', '14']",Train,NoxFire League Season 2,18486
21-2-19,"['Izako Boars', 'ex-Fragsters']","['16', '13']",Train,ESEA MDL Season 30 Europe,18485
21-2-19,"['ALTERNATE aTTaX', 'expert']","['16', '10']",Train,ESEA MDL Season 30 Europe,18484
21-2-19,"['Unicorns of Love', 'Uruguay']","['16', '19']",Dust2,ESEA MDL Season 30 Europe,18483
21-2-19,"['Akopalipsa', 'Heavy KnockOut']","['16', '19']",Inferno,NoxFire League Season 2,18482
21-2-19,"['Complexity', 'NRG']","['22', '19']",Nuke,IEM Katowice 2019,18481
21-2-19,"['NRG', 'Complexity']","['16', '19']",Cache,IEM Katowice 2019,18481
21-2-19,"['tomorrow will be better', 'Sprout']","['3', '16']",Mirage,ECS Season 7 Europe Challenger Cup Open Qualifier 2,18480
21-2-19,"['tomorrow will be better', 'Sprout']","['3', '16']",Dust2,ECS Season 7 Europe Challenger Cup Open Qualifier 2,18480
21-2-19,"['Nemiga', 'Epsilon']","['16', '10']",Inferno,ECS Season 7 Europe Challenger Cup Open Qualifier 2,18479
21-2-19,"['Nemiga', 'Epsilon']","['19', '15']",Overpass,ECS Season 7 Europe Challenger Cup Open Qualifier 2,18479
