Date,Teams,Score,Map,Event,Series
11-1-18,"['LeetPro fe', 'No IdeA']","['12', '16']",Cache,WESG 2017 Asia-Pacific Regional Finals Female,11030
11-1-18,"['AnticlockwiSe', 'K23 fe']","['8', '16']",Mirage,WESG 2017 Asia-Pacific Regional Finals Female,11029
11-1-18,"['K23 fe', 'AnticlockwiSe']","['16', '12']",Inferno,WESG 2017 Asia-Pacific Regional Finals Female,11029
11-1-18,"['MVP PK', 'ORDER']","['16', '13']",Mirage,WESG 2017 Asia-Pacific Regional Finals,11028
11-1-18,"['Kings fe', 'Etab']","['16', '11']",Cache,WESG 2017 Asia-Pacific Regional Finals Female,11027
11-1-18,"['Kings fe', 'Etab']","['12', '16']",Mirage,WESG 2017 Asia-Pacific Regional Finals Female,11027
11-1-18,"['Kings fe', 'Etab']","['10', '16']",Inferno,WESG 2017 Asia-Pacific Regional Finals Female,11027
11-1-18,"['Tricked', 'aAa']","['16', '11']",Overpass,DaddySkins Western League,11026
11-1-18,"['Tricked', 'aAa']","['19', '17']",Train,DaddySkins Western League,11026
11-1-18,"['ALTERNATE aTTaX', 'Reason']","['11', '16']",Mirage,DaddySkins Western League,11025
11-1-18,"['Reason', 'ALTERNATE aTTaX']","['11', '16']",Inferno,DaddySkins Western League,11025
11-1-18,"['ALTERNATE aTTaX', 'Reason']","['16', '12']",Overpass,DaddySkins Western League,11025
12-1-18,"['No IdeA', 'Etab']","['5', '16']",Overpass,WESG 2017 Asia-Pacific Regional Finals Female,11024
12-1-18,"['Etab', 'No IdeA']","['16', '8']",Cache,WESG 2017 Asia-Pacific Regional Finals Female,11024
12-1-18,"['GameTV', 'BOOT-d[S]']","['14', '16']",Mirage,WESG 2017 Asia-Pacific Regional Finals,11023
12-1-18,"['EMC', 'Recca']","['10', '16']",Mirage,WESG 2017 Asia-Pacific Regional Finals,11022
12-1-18,"['K23 fe', 'Asterisk fe']","['12', '16']",Overpass,WESG 2017 Asia-Pacific Regional Finals Female,11021
12-1-18,"['Asterisk fe', 'K23 fe']","['19', '17']",Cache,WESG 2017 Asia-Pacific Regional Finals Female,11020
12-1-18,"['UTM', 'MAX']","['16', '11']",Cache,WESG 2017 Asia-Pacific Regional Finals,11019
12-1-18,"['MAX', 'EMC']","['16', '8']",Inferno,WESG 2017 Asia-Pacific Regional Finals,11018
12-1-18,"['Recca', 'Mineski']","['16', '14']",Mirage,WESG 2017 Asia-Pacific Regional Finals,11017
12-1-18,"['GameTV', 'SCARZ Absolute']","['5', '16']",Cobblestone,WESG 2017 Asia-Pacific Regional Finals,11016
12-1-18,"['Recca', 'MAX']","['11', '16']",Cache,WESG 2017 Asia-Pacific Regional Finals,11015
12-1-18,"['UTM', 'Mineski']","['19', '17']",Inferno,WESG 2017 Asia-Pacific Regional Finals,11014
12-1-18,"['K23 fe', 'No IdeA']","['12', '16']",Inferno,WESG 2017 Asia-Pacific Regional Finals Female,11013
12-1-18,"['No IdeA', 'K23 fe']","['5', '16']",Mirage,WESG 2017 Asia-Pacific Regional Finals Female,11013
12-1-18,"['K23 fe', 'No IdeA']","['16', '6']",Overpass,WESG 2017 Asia-Pacific Regional Finals Female,11013
12-1-18,"['NSPR', 'BOOT-d[S]']","['14', '16']",Mirage,WESG 2017 Asia-Pacific Regional Finals,11012
12-1-18,"['NSPR', 'GameTV']","['16', '7']",Inferno,WESG 2017 Asia-Pacific Regional Finals,11011
12-1-18,"['BOOT-d[S]', 'SCARZ Absolute']","['16', '11']",Train,WESG 2017 Asia-Pacific Regional Finals,11010
12-1-18,"['EMC', 'Mineski']","['16', '14']",Mirage,WESG 2017 Asia-Pacific Regional Finals,11009
12-1-18,"['Recca', 'UTM']","['16', '2']",Mirage,WESG 2017 Asia-Pacific Regional Finals,11008
12-1-18,"['Asterisk fe', 'Etab']","['8', '16']",Cobblestone,WESG 2017 Asia-Pacific Regional Finals Female,11007
12-1-18,"['Etab', 'Asterisk fe']","['16', '14']",Cache,WESG 2017 Asia-Pacific Regional Finals Female,11007
12-1-18,"['NSPR', 'SCARZ Absolute']","['16', '12']",Cache,WESG 2017 Asia-Pacific Regional Finals,11006
12-1-18,"['Mineski', 'MAX']","['5', '16']",Nuke,WESG 2017 Asia-Pacific Regional Finals,11005
12-1-18,"['EMC', 'UTM']","['16', '9']",Inferno,WESG 2017 Asia-Pacific Regional Finals,11004
12-1-18,"['Vega Squadron', 'Renegades']","['16', '14']",Mirage,ELEAGUE Major 2018 Main Qualifier,11003
12-1-18,"['AVANGAR', 'mousesports']","['12', '16']",Mirage,ELEAGUE Major 2018 Main Qualifier,11002
12-1-18,"['Liquid', 'FaZe']","['14', '16']",Overpass,ELEAGUE Major 2018 Main Qualifier,11001
12-1-18,"['KoN Sweden', 'KoN Norway']","['16', '14']",Mirage,King of Nordic Season 9,11000
12-1-18,"['FlipSid3', 'Misfits']","['4', '16']",Overpass,ELEAGUE Major 2018 Main Qualifier,10999
12-1-18,"['KoN Finland', 'KoN Sweden']","['2', '16']",Mirage,King of Nordic Season 9,10998
12-1-18,"['Sprout', 'Space Soldiers']","['16', '11']",Cobblestone,ELEAGUE Major 2018 Main Qualifier,10997
12-1-18,"['KoN Denmark', 'KoN Sweden']","['2', '16']",Inferno,King of Nordic Season 9,10996
12-1-18,"['Quantum Bellator Fire', 'Natus Vincere']","['8', '16']",Inferno,ELEAGUE Major 2018 Main Qualifier,10995
13-1-18,"['G2', 'Flash']","['16', '11']",Inferno,ELEAGUE Major 2018 Main Qualifier,10994
13-1-18,"['Cloud9', 'Envy']","['16', '11']",Cache,ELEAGUE Major 2018 Main Qualifier,10993
13-1-18,"['Recca', 'Chosen5']","['19', '15']",Cache,WESG 2017 Asia-Pacific Regional Finals,10992
13-1-18,"['Recca', 'Chosen5']","['16', '5']",Cobblestone,WESG 2017 Asia-Pacific Regional Finals,10992
13-1-18,"['New4', 'SCARZ Absolute']","['16', '12']",Train,WESG 2017 Asia-Pacific Regional Finals,10991
13-1-18,"['New4', 'SCARZ Absolute']","['16', '10']",Mirage,WESG 2017 Asia-Pacific Regional Finals,10991
13-1-18,"['EMC', 'NSPR']","['3', '16']",Train,WESG 2017 Asia-Pacific Regional Finals,10990
13-1-18,"['NSPR', 'EMC']","['16', '9']",Mirage,WESG 2017 Asia-Pacific Regional Finals,10990
13-1-18,"['LEOPARD', 'ORDER']","['2', '16']",Inferno,WESG 2017 Asia-Pacific Regional Finals,10989
13-1-18,"['LEOPARD', 'ORDER']","['4', '16']",Cache,WESG 2017 Asia-Pacific Regional Finals,10989
13-1-18,"['Parallax', 'NSPR']","['17', '19']",Inferno,WESG 2017 Asia-Pacific Regional Finals,10988
13-1-18,"['NSPR', 'Parallax']","['16', '8']",Train,WESG 2017 Asia-Pacific Regional Finals,10988
13-1-18,"['MAX', 'ORDER']","['22', '20']",Train,WESG 2017 Asia-Pacific Regional Finals,10987
13-1-18,"['ORDER', 'MAX']","['16', '6']",Cache,WESG 2017 Asia-Pacific Regional Finals,10987
13-1-18,"['ORDER', 'MAX']","['16', '14']",Inferno,WESG 2017 Asia-Pacific Regional Finals,10987
13-1-18,"['BOOT-d[S]', 'Recca']","['10', '16']",Mirage,WESG 2017 Asia-Pacific Regional Finals,10986
13-1-18,"['Recca', 'BOOT-d[S]']","['15', '19']",Nuke,WESG 2017 Asia-Pacific Regional Finals,10986
13-1-18,"['Recca', 'BOOT-d[S]']","['14', '16']",Train,WESG 2017 Asia-Pacific Regional Finals,10986
13-1-18,"['New4', 'MVP PK']","['8', '16']",Inferno,WESG 2017 Asia-Pacific Regional Finals,10985
13-1-18,"['MVP PK', 'New4']","['14', '16']",Train,WESG 2017 Asia-Pacific Regional Finals,10985
13-1-18,"['MVP PK', 'New4']","['16', '14']",Mirage,WESG 2017 Asia-Pacific Regional Finals,10985
13-1-18,"['LEOPARD', 'EMC']","['12', '16']",Mirage,WESG 2017 Asia-Pacific Regional Finals,10984
13-1-18,"['EMC', 'LEOPARD']","['4', '16']",Cache,WESG 2017 Asia-Pacific Regional Finals,10984
13-1-18,"['EMC', 'LEOPARD']","['16', '10']",Cobblestone,WESG 2017 Asia-Pacific Regional Finals,10984
13-1-18,"['ORDER', 'NSPR']","['16', '11']",Mirage,WESG 2017 Asia-Pacific Regional Finals,10983
13-1-18,"['NSPR', 'ORDER']","['5', '16']",Train,WESG 2017 Asia-Pacific Regional Finals,10983
13-1-18,"['MVP PK', 'BOOT-d[S]']","['16', '3']",Cobblestone,WESG 2017 Asia-Pacific Regional Finals,10982
13-1-18,"['MVP PK', 'BOOT-d[S]']","['16', '14']",Nuke,WESG 2017 Asia-Pacific Regional Finals,10982
13-1-18,"['Young Daddy Gang', 'plan-B']","['5', '16']",Train,alpenScene Premiership Season 1 Finals,10981
13-1-18,"['Young Daddy Gang', 'plan-B']","['8', '16']",Inferno,alpenScene Premiership Season 1 Finals,10981
13-1-18,"['GoldenGitte', 'MANS NOT HOT']","['16', '11']",Cobblestone,Geeks Gone Wild 23,10980
13-1-18,"['GoldenGitte', 'MANS NOT HOT']","['9', '16']",Inferno,Geeks Gone Wild 23,10980
13-1-18,"['GoldenGitte', 'MANS NOT HOT']","['3', '16']",Train,Geeks Gone Wild 23,10980
13-1-18,"['Liquid', 'FlipSid3']","['16', '10']",Cobblestone,ELEAGUE Major 2018 Main Qualifier,10979
13-1-18,"['Bet at Home', 'ALPENKINGZ']","['5', '16']",Train,alpenScene Premiership Season 1 Finals,10978
13-1-18,"['ALPENKINGZ', 'Bet at Home']","['16', '5']",Inferno,alpenScene Premiership Season 1 Finals,10978
13-1-18,"['mousesports', 'Natus Vincere']","['16', '2']",Mirage,ELEAGUE Major 2018 Main Qualifier,10977
13-1-18,"['AVANGAR', 'Space Soldiers']","['9', '16']",Mirage,ELEAGUE Major 2018 Main Qualifier,10976
13-1-18,"['Young Daddy Gang', 'Bet at Home']","['12', '16']",Train,alpenScene Premiership Season 1 Finals,10975
13-1-18,"['Bet at Home', 'Young Daddy Gang']","['5', '16']",Inferno,alpenScene Premiership Season 1 Finals,10975
13-1-18,"['Young Daddy Gang', 'Bet at Home']","['9', '16']",Mirage,alpenScene Premiership Season 1 Finals,10975
13-1-18,"['Envy', 'Renegades']","['6', '16']",Cache,ELEAGUE Major 2018 Main Qualifier,10974
13-1-18,"['Ambush', 'Tricked']","['14', '16']",Overpass,Geeks Gone Wild 23,10973
13-1-18,"['Flash', 'Quantum Bellator Fire']","['13', '16']",Inferno,ELEAGUE Major 2018 Main Qualifier,10972
13-1-18,"['Tricked', 'GoldenGitte']","['19', '16']",Overpass,Geeks Gone Wild 23,10971
13-1-18,"['Cloud9', 'Sprout']","['16', '5']",Inferno,ELEAGUE Major 2018 Main Qualifier,10970
13-1-18,"['ALPENKINGZ', 'plan-B']","['16', '5']",Train,alpenScene Premiership Season 1 Finals,10969
13-1-18,"['plan-B', 'ALPENKINGZ']","['7', '16']",Inferno,alpenScene Premiership Season 1 Finals,10969
13-1-18,"['Vega Squadron', 'FaZe']","['16', '6']",Inferno,ELEAGUE Major 2018 Main Qualifier,10968
13-1-18,"['Tricked', 'MANS NOT HOT']","['16', '4']",Cobblestone,Geeks Gone Wild 23,10967
13-1-18,"['MANS NOT HOT', 'Tricked']","['12', '16']",Train,Geeks Gone Wild 23,10967
14-1-18,"['G2', 'Misfits']","['16', '5']",Cobblestone,ELEAGUE Major 2018 Main Qualifier,10966
14-1-18,"['BOOT-d[S]', 'NSPR']","['16', '9']",Inferno,WESG 2017 Asia-Pacific Regional Finals,10965
14-1-18,"['NSPR', 'BOOT-d[S]']","['6', '16']",Mirage,WESG 2017 Asia-Pacific Regional Finals,10965
14-1-18,"['MVP PK', 'ORDER']","['17', '19']",Train,WESG 2017 Asia-Pacific Regional Finals,10964
14-1-18,"['ORDER', 'MVP PK']","['16', '10']",Nuke,WESG 2017 Asia-Pacific Regional Finals,10964
14-1-18,"['Chosen5', 'SCARZ Absolute']","['11', '16']",Mirage,WESG 2017 Asia-Pacific Regional Finals,10963
14-1-18,"['Chosen5', 'SCARZ Absolute']","['7', '16']",Cache,WESG 2017 Asia-Pacific Regional Finals,10963
14-1-18,"['plan-B', 'Bet at Home']","['11', '16']",Overpass,alpenScene Premiership Season 1 Finals,10962
14-1-18,"['Bet at Home', 'plan-B']","['12', '16']",Train,alpenScene Premiership Season 1 Finals,10962
14-1-18,"['Bet at Home', 'plan-B']","['16', '10']",Cobblestone,alpenScene Premiership Season 1 Finals,10962
14-1-18,"['Orange', 'MVP.karnal']","['19', '17']",Overpass,Malaysia Cyber Games 2018,10961
14-1-18,"['MVP.karnal', 'Orange']","['15', '19']",Mirage,Malaysia Cyber Games 2018,10961
14-1-18,"['Bet at Home', 'ALPENKINGZ']","['8', '16']",Cobblestone,alpenScene Premiership Season 1 Finals,10960
14-1-18,"['ALPENKINGZ', 'Bet at Home']","['16', '5']",Mirage,alpenScene Premiership Season 1 Finals,10960
