Winner,Team1,Team2,Team1_Score,Team2_Score,Map
x-kom,PACT,x-kom,11,16,Inferno
PACT,x-kom,PACT,16,9,Mirage
ROG SPUNJ,ROG SPUNJ,ROG HenryG,8,16,Dust2
ROG IzakOOO,ROG IzakOOO,ROG pronax,16,10,Mirage
ROG nooky,ROG ceh9,ROG nooky,16,8,Cache
ROG fl0m,ROG fl0m,ROG HOUNGOUNGAGNE,7,16,Overpass
ROG SPUNJ,ROG nooky,ROG SPUNJ,16,5,Mirage
ROG SPUNJ,ROG nooky,ROG SPUNJ,16,8,Inferno
ROG fl0m,ROG fl0m,ROG pronax,16,10,Train
ROG fl0m,ROG pronax,ROG fl0m,16,3,Inferno
ROG fl0m,ROG fl0m,ROG pronax,16,12,Overpass
London,London,CeX,8,16,Overpass
CeX,CeX,London,3,16,Inferno
London,London,CeX,16,14,Dust2
ROG ceh9,ROG HenryG,ROG ceh9,19,22,Cache
Orgles5,Endpoint,Orgles5,16,9,Mirage
Endpoint,Orgles5,Endpoint,11,16,Overpass
ROG HOUNGOUNGAGNE,ROG HOUNGOUNGAGNE,ROG IzakOOO,16,14,Dust2
Endpoint,London,Endpoint,14,16,Overpass
Endpoint,Endpoint,London,8,16,Inferno
Endpoint,London,Endpoint,16,7,Mirage
ROG nooky,ROG nooky,ROG HenryG,16,14,Dust2
ROG nooky,ROG nooky,ROG HenryG,9,16,Inferno
ROG HenryG,ROG nooky,ROG HenryG,20,22,Cache
ROG fl0m,ROG IzakOOO,ROG fl0m,16,3,Train
ROG IzakOOO,ROG IzakOOO,ROG fl0m,16,14,Inferno
ROG HOUNGOUNGAGNE,ROG HOUNGOUNGAGNE,ROG HenryG,16,11,Dust2
ROG HOUNGOUNGAGNE,ROG HenryG,ROG HOUNGOUNGAGNE,16,6,Inferno
ROG HenryG,ROG HenryG,ROG HOUNGOUNGAGNE,16,13,Mirage
ROG ceh9,ROG IzakOOO,ROG ceh9,16,4,Nuke
ROG ceh9,ROG IzakOOO,ROG ceh9,16,5,Overpass
expert,expert,AGO,6,16,Inferno
AGO,AGO,expert,16,13,Train
GUNRUNNERS,GUNRUNNERS,cats,8,16,Mirage
GUNRUNNERS,cats,GUNRUNNERS,12,16,Inferno
cats,GUNRUNNERS,cats,11,16,Cache
ROG IzakOOO,ROG IzakOOO,ROG HenryG,16,10,Inferno
ROG IzakOOO,ROG IzakOOO,ROG HenryG,16,11,Nuke
HAVU,HAVU,ALTERNATE aTTaX,4,16,Cache
ALTERNATE aTTaX,ALTERNATE aTTaX,HAVU,9,16,Train
Vega Squadron,ViCi,Vega Squadron,16,19,Inferno
AGO,AGO,NeverPlay,16,10,Inferno
expert,expert,3DMAX,16,10,Inferno
expert,3DMAX,expert,16,3,Cache
Chaos,x-kom,Chaos,11,16,Inferno
