Winner,Team1,Team2,Team1_Score,Team2_Score,Map
Team1,NoSurrender,Akatsuki,16,14,Dust2
Team1,NoSurrender,Akatsuki,2,16,Nuke
Team2,NoSurrender,Akatsuki,10,16,Train
