Winner,Team1,Team2,Team1_Score,Team2_Score,Map
Team1,Future Perfect,FCDB,16,14,Nuke
Team1,Future Perfect,Moscow CreepZ,16,14,Vertigo
Team1,Future Perfect,Moscow CreepZ,5,16,Nuke
Team1,Future Perfect,Unique,7,16,Nuke
Team2,Future Perfect,Moscow CreepZ,10,16,Mirage
Team2,Future Perfect,NewBALLS,10,16,Vertigo
Team2,Future Perfect,OneWay,11,16,Dust2
