Winner,Team1,Team2,Team1_Score,Team2_Score,Map
Team1,Brave of Warriors,D7G,6,16,Mirage
Team1,Brave of Warriors,D7G,9,16,Inferno
Team1,Brave of Warriors,ViCi,0,16,Inferno
Team1,Brave of Warriors,ViCi,5,16,Train
