Winner,Team1,Team2,Team1_Score,Team2_Score,Map
Team1,SCARZ,Ignis,5,16,Dust2
Team1,SCARZ,Ignis,6,16,Inferno
Team1,SCARZ,Updraft,16,7,Nuke
