Winner,Team1,Team2,Team1_Score,Team2_Score,Map
Team1,GoldenGitte,AGF,16,10,Inferno
Team1,GoldenGitte,AGF,16,12,Overpass
Team1,GoldenGitte,Copenhagen Flames,16,8,Overpass
Team1,GoldenGitte,Jordan's Money Crew,16,13,Train
Team1,GoldenGitte,London,3,16,Nuke
Team2,GoldenGitte,Copenhagen Flames,16,9,Mirage
Team2,GoldenGitte,Dark Tigers,16,8,Inferno
Team2,GoldenGitte,Jordan's Money Crew,13,16,Overpass
Team2,GoldenGitte,London,14,16,Mirage
