Winner,Team1,Team2,Team1_Score,Team2_Score,Map
Team1,FeelsBenchedMan,LiViD,16,12,Inferno
Team2,FeelsBenchedMan,Grizzlys,16,7,Inferno
Team2,FeelsBenchedMan,LiViD,16,2,Nuke
