Winner,Team1,Team2,Team1_Score,Team2_Score,Map
Team1,Viva Algeria,Ratatatata,16,8,Dust2
Team1,Viva Algeria,Ratatatata,16,8,Overpass
Team1,Viva Algeria,Viboras,16,11,Inferno
Team2,Viva Algeria,Ratatatata,16,19,Mirage
