Winner,Team1,Team2,Team1_Score,Team2_Score,Map
Team1,MALCO,TimeChasers,16,5,Overpass
Team1,MALCO,Wolsung,16,13,Dust2
Team1,MALCO,Wolsung,2,16,Overpass
Team2,MALCO,Wolsung,11,16,Nuke
