Winner,Team1,Team2,Team1_Score,Team2_Score,Map
Team1,NOTBAD,Espada,16,10,Mirage
Team1,NOTBAD,Espada,2,16,Dust2
Team1,NOTBAD,LOG,16,14,Mirage
Team1,NOTBAD,Unique,12,16,Mirage
Team1,NOTBAD,Unique,5,16,Dust2
Team1,NOTBAD,Unique,6,16,Mirage
Team2,NOTBAD,Unique,10,16,Train
Team2,NOTBAD,Vega Squadron,11,16,Overpass
Team2,NOTBAD,Vega Squadron,12,16,Mirage
