Winner,Team1,Team2,Team1_Score,Team2_Score,Map
Team1,Surge,Chiefs,16,13,Dust2
Team1,Surge,Chiefs,9,16,Overpass
Team1,Surge,ORDER,7,16,Inferno
Team1,Surge,ORDER,9,16,Mirage
Team1,Surge,ducc,16,11,Overpass
Team2,Surge,Fighting 4 Freedom,10,16,Cache
Team2,Surge,ex-Caladrius,16,6,Train
