Winner,Team1,Team2,Team1_Score,Team2_Score,Map
Team1,Precision,Clarity,16,8,Train
Team1,Precision,ClearVision,16,12,Dust2
Team1,Precision,ETHEREAL,3,16,Train
Team1,Precision,ETHEREAL,5,16,Overpass
Team2,Precision,Clarity,16,9,Nuke
Team2,Precision,Kinesis,13,16,Nuke
