Winner,Team1,Team2,Team1_Score,Team2_Score,Map
Team1,Veteran,Thirteen,16,10,Inferno
Team1,Veteran,Thirteen,9,16,Overpass
Team2,Veteran,Thirteen,16,19,Nuke
