Winner,Team1,Team2,Team1_Score,Team2_Score,Map
Team1,VTE,Beyond,3,16,Train
Team1,VTE,E-Vian,16,12,Overpass
Team1,VTE,Electron boy,16,0,Nuke
Team1,VTE,Electron boy,16,7,Vertigo
Team2,VTE,Beyond,0,16,Inferno
Team2,VTE,E-Vian,16,8,Inferno
