Winner,Team1,Team2,Team1_Score,Team2_Score,Map
Team1,Fiery,Goodfellas,7,16,Overpass
Team1,Fiery,Goodfellas,9,16,Nuke
Team1,Fiery,Paranoid,16,11,Dust2
Team1,Fiery,Paranoid,19,16,Inferno
