Winner,Team1,Team2,Team1_Score,Team2_Score,Map
Team1,ENZO,Demise,4,16,Dust2
Team1,ENZO,TNC,6,16,Inferno
Team1,ENZO,TNC,6,16,Overpass
Team1,ENZO,ahq,16,3,Vertigo
Team2,ENZO,ahq,16,3,Mirage
